fid,DN,area,fid_2,SIG_CD,KOR_PAR_NM,PARK_SN,면적(m^2,x,y,ADM_DR_NM
50424,"2","100",12841,"11500",부석공원,88.000000000000000,"1137",126.798878553400002,37.582894805300000,방화2동
50425,"7","100",12841,"11500",부석공원,88.000000000000000,"1137",126.798878553400002,37.582894805300000,방화2동
50426,"12","400",12841,"11500",부석공원,88.000000000000000,"1137",126.798878553400002,37.582894805300000,방화2동
50645,"3","100",12841,"11500",부석공원,88.000000000000000,"1137",126.798878553400002,37.582894805300000,방화2동
50646,"8","100",12841,"11500",부석공원,88.000000000000000,"1137",126.798878553400002,37.582894805300000,방화2동
50845,"1","200",12841,"11500",부석공원,88.000000000000000,"1137",126.798878553400002,37.582894805300000,방화2동
50846,"5","200",12841,"11500",부석공원,88.000000000000000,"1137",126.798878553400002,37.582894805300000,방화2동
50889,"4","7997",12841,"11500",부석공원,88.000000000000000,"1137",126.798878553400002,37.582894805300000,방화2동
50890,"9","100",12841,"11500",부석공원,88.000000000000000,"1137",126.798878553400002,37.582894805300000,방화2동
50891,"11","100",12841,"11500",부석공원,88.000000000000000,"1137",126.798878553400002,37.582894805300000,방화2동
50892,"9","100",12841,"11500",부석공원,88.000000000000000,"1137",126.798878553400002,37.582894805300000,방화2동
50893,"10","100",12841,"11500",부석공원,88.000000000000000,"1137",126.798878553400002,37.582894805300000,방화2동
51120,"2","300",12841,"11500",부석공원,88.000000000000000,"1137",126.798878553400002,37.582894805300000,방화2동
51121,"6","100",12841,"11500",부석공원,88.000000000000000,"1137",126.798878553400002,37.582894805300000,방화2동
51122,"8","400",12841,"11500",부석공원,88.000000000000000,"1137",126.798878553400002,37.582894805300000,방화2동
51123,"9","100",12841,"11500",부석공원,88.000000000000000,"1137",126.798878553400002,37.582894805300000,방화2동
51124,"7","100",12841,"11500",부석공원,88.000000000000000,"1137",126.798878553400002,37.582894805300000,방화2동
51125,"8","100",12841,"11500",부석공원,88.000000000000000,"1137",126.798878553400002,37.582894805300000,방화2동
51126,"11","100",12841,"11500",부석공원,88.000000000000000,"1137",126.798878553400002,37.582894805300000,방화2동
51343,"5","100",12841,"11500",부석공원,88.000000000000000,"1137",126.798878553400002,37.582894805300000,방화2동
51344,"7","100",12841,"11500",부석공원,88.000000000000000,"1137",126.798878553400002,37.582894805300000,방화2동
51345,"6","400",12841,"11500",부석공원,88.000000000000000,"1137",126.798878553400002,37.582894805300000,방화2동
51346,"9","200",12841,"11500",부석공원,88.000000000000000,"1137",126.798878553400002,37.582894805300000,방화2동
51575,"6","100",12841,"11500",부석공원,88.000000000000000,"1137",126.798878553400002,37.582894805300000,방화2동
51576,"9","200",12841,"11500",부석공원,88.000000000000000,"1137",126.798878553400002,37.582894805300000,방화2동
51577,"7","300",12841,"11500",부석공원,88.000000000000000,"1137",126.798878553400002,37.582894805300000,방화2동
51807,"1","100",12841,"11500",부석공원,88.000000000000000,"1137",126.798878553400002,37.582894805300000,방화2동
51808,"5","600",12841,"11500",부석공원,88.000000000000000,"1137",126.798878553400002,37.582894805300000,방화2동
51809,"8","100",12841,"11500",부석공원,88.000000000000000,"1137",126.798878553400002,37.582894805300000,방화2동
51810,"11","100",12841,"11500",부석공원,88.000000000000000,"1137",126.798878553400002,37.582894805300000,방화2동
51811,"12","100",12841,"11500",부석공원,88.000000000000000,"1137",126.798878553400002,37.582894805300000,방화2동
51812,"10","300",12841,"11500",부석공원,88.000000000000000,"1137",126.798878553400002,37.582894805300000,방화2동
51813,"8","300",12841,"11500",부석공원,88.000000000000000,"1137",126.798878553400002,37.582894805300000,방화2동
51814,"6","100",12841,"11500",부석공원,88.000000000000000,"1137",126.798878553400002,37.582894805300000,방화2동
52045,"3","100",12841,"11500",부석공원,88.000000000000000,"1137",126.798878553400002,37.582894805300000,방화2동
52046,"11","100",12841,"11500",부석공원,88.000000000000000,"1137",126.798878553400002,37.582894805300000,방화2동
52047,"16","100",12841,"11500",부석공원,88.000000000000000,"1137",126.798878553400002,37.582894805300000,방화2동
