fid,BASE_DATE,ADM_DR_CD,ADM_DR_NM,OBJECTID,fid_2,DN,area
1,"20210630","1116051",염창동,"241",77255,"3","100"
1,"20210630","1116051",염창동,"241",77291,"25","200"
1,"20210630","1116051",염창동,"241",77292,"16","100"
1,"20210630","1116051",염창동,"241",77293,"5","100"
1,"20210630","1116051",염창동,"241",77294,"1","100"
1,"20210630","1116051",염창동,"241",77327,"12","100"
1,"20210630","1116051",염창동,"241",77328,"21","100"
1,"20210630","1116051",염창동,"241",77329,"22","100"
1,"20210630","1116051",염창동,"241",77330,"13","100"
1,"20210630","1116051",염창동,"241",77331,"7","100"
1,"20210630","1116051",염창동,"241",77332,"2","100"
1,"20210630","1116051",염창동,"241",77366,"7","100"
1,"20210630","1116051",염창동,"241",77367,"13","200"
1,"20210630","1116051",염창동,"241",77368,"18","100"
1,"20210630","1116051",염창동,"241",77369,"19","100"
1,"20210630","1116051",염창동,"241",77370,"12","100"
1,"20210630","1116051",염창동,"241",77371,"3","100"
1,"20210630","1116051",염창동,"241",77422,"4","100"
1,"20210630","1116051",염창동,"241",77423,"9","100"
1,"20210630","1116051",염창동,"241",77424,"7","100"
1,"20210630","1116051",염창동,"241",77425,"5","100"
1,"20210630","1116051",염창동,"241",77426,"14","100"
1,"20210630","1116051",염창동,"241",77427,"23","100"
1,"20210630","1116051",염창동,"241",77428,"24","100"
1,"20210630","1116051",염창동,"241",77429,"17","100"
1,"20210630","1116051",염창동,"241",77430,"7","100"
1,"20210630","1116051",염창동,"241",77431,"1","100"
1,"20210630","1116051",염창동,"241",77472,"2","300"
1,"20210630","1116051",염창동,"241",77473,"6","200"
1,"20210630","1116051",염창동,"241",77474,"7","200"
1,"20210630","1116051",염창동,"241",77475,"8","100"
1,"20210630","1116051",염창동,"241",77476,"12","100"
1,"20210630","1116051",염창동,"241",77477,"22","100"
1,"20210630","1116051",염창동,"241",77478,"26","100"
1,"20210630","1116051",염창동,"241",77479,"19","100"
1,"20210630","1116051",염창동,"241",77480,"8","100"
1,"20210630","1116051",염창동,"241",77481,"2","100"
1,"20210630","1116051",염창동,"241",77523,"5","200"
1,"20210630","1116051",염창동,"241",77524,"5","100"
1,"20210630","1116051",염창동,"241",77525,"2","100"
1,"20210630","1116051",염창동,"241",77526,"6","200"
1,"20210630","1116051",염창동,"241",77527,"19","100"
1,"20210630","1116051",염창동,"241",77528,"21","100"
1,"20210630","1116051",염창동,"241",77529,"14","100"
1,"20210630","1116051",염창동,"241",77530,"9","100"
1,"20210630","1116051",염창동,"241",77531,"3","100"
1,"20210630","1116051",염창동,"241",77564,"5","100"
1,"20210630","1116051",염창동,"241",77565,"3","100"
1,"20210630","1116051",염창동,"241",77566,"4","400"
1,"20210630","1116051",염창동,"241",77567,"5","100"
1,"20210630","1116051",염창동,"241",77568,"2","100"
1,"20210630","1116051",염창동,"241",77569,"1","100"
1,"20210630","1116051",염창동,"241",77570,"15","100"
1,"20210630","1116051",염창동,"241",77571,"13","100"
1,"20210630","1116051",염창동,"241",77572,"11","100"
1,"20210630","1116051",염창동,"241",77573,"14","100"
1,"20210630","1116051",염창동,"241",77574,"10","100"
1,"20210630","1116051",염창동,"241",77575,"4","100"
1,"20210630","1116051",염창동,"241",77576,"1","100"
1,"20210630","1116051",염창동,"241",77604,"7","1699"
1,"20210630","1116051",염창동,"241",77605,"5","100"
1,"20210630","1116051",염창동,"241",77606,"2","100"
1,"20210630","1116051",염창동,"241",77607,"1","100"
1,"20210630","1116051",염창동,"241",77608,"2","200"
1,"20210630","1116051",염창동,"241",77609,"3","100"
1,"20210630","1116051",염창동,"241",77610,"8","100"
1,"20210630","1116051",염창동,"241",77611,"15","100"
1,"20210630","1116051",염창동,"241",77612,"14","100"
1,"20210630","1116051",염창동,"241",77613,"5","100"
1,"20210630","1116051",염창동,"241",77614,"3","100"
1,"20210630","1116051",염창동,"241",77615,"10","100"
1,"20210630","1116051",염창동,"241",77616,"14","100"
1,"20210630","1116051",염창동,"241",77617,"11","100"
1,"20210630","1116051",염창동,"241",77618,"6","100"
1,"20210630","1116051",염창동,"241",77619,"2","100"
1,"20210630","1116051",염창동,"241",77641,"6","100"
1,"20210630","1116051",염창동,"241",77642,"4","100"
1,"20210630","1116051",염창동,"241",77643,"3","100"
1,"20210630","1116051",염창동,"241",77644,"5","100"
1,"20210630","1116051",염창동,"241",77645,"9","100"
1,"20210630","1116051",염창동,"241",77646,"14","100"
1,"20210630","1116051",염창동,"241",77647,"12","100"
1,"20210630","1116051",염창동,"241",77648,"4","100"
1,"20210630","1116051",염창동,"241",77649,"2","100"
1,"20210630","1116051",염창동,"241",77650,"8","100"
1,"20210630","1116051",염창동,"241",77651,"13","100"
1,"20210630","1116051",염창동,"241",77652,"12","200"
1,"20210630","1116051",염창동,"241",77653,"8","100"
1,"20210630","1116051",염창동,"241",77654,"3","100"
1,"20210630","1116051",염창동,"241",77670,"9","100"
1,"20210630","1116051",염창동,"241",77671,"12","100"
1,"20210630","1116051",염창동,"241",77672,"10","100"
1,"20210630","1116051",염창동,"241",77673,"3","100"
1,"20210630","1116051",염창동,"241",77674,"2","100"
1,"20210630","1116051",염창동,"241",77675,"6","100"
1,"20210630","1116051",염창동,"241",77676,"13","100"
1,"20210630","1116051",염창동,"241",77677,"9","100"
1,"20210630","1116051",염창동,"241",77678,"4","100"
1,"20210630","1116051",염창동,"241",77679,"1","100"
1,"20210630","1116051",염창동,"241",77692,"8","100"
1,"20210630","1116051",염창동,"241",77693,"10","100"
1,"20210630","1116051",염창동,"241",77694,"8","100"
1,"20210630","1116051",염창동,"241",77695,"3","100"
1,"20210630","1116051",염창동,"241",77696,"1","100"
1,"20210630","1116051",염창동,"241",77697,"4","100"
1,"20210630","1116051",염창동,"241",77698,"10","100"
1,"20210630","1116051",염창동,"241",77699,"13","100"
1,"20210630","1116051",염창동,"241",77700,"11","100"
1,"20210630","1116051",염창동,"241",77701,"6","100"
1,"20210630","1116051",염창동,"241",77702,"2","100"
1,"20210630","1116051",염창동,"241",77738,"7","100"
1,"20210630","1116051",염창동,"241",77739,"6","100"
1,"20210630","1116051",염창동,"241",77740,"2","100"
1,"20210630","1116051",염창동,"241",77741,"3","100"
1,"20210630","1116051",염창동,"241",77742,"8","100"
1,"20210630","1116051",염창동,"241",77743,"13","200"
1,"20210630","1116051",염창동,"241",77744,"8","100"
1,"20210630","1116051",염창동,"241",77745,"3","100"
1,"20210630","1116051",염창동,"241",77760,"2","100"
1,"20210630","1116051",염창동,"241",77761,"9","100"
1,"20210630","1116051",염창동,"241",77762,"16","100"
1,"20210630","1116051",염창동,"241",77763,"15","100"
1,"20210630","1116051",염창동,"241",77764,"9","100"
1,"20210630","1116051",염창동,"241",77765,"4","100"
1,"20210630","1116051",염창동,"241",77766,"1","100"
1,"20210630","1116051",염창동,"241",77778,"1","100"
1,"20210630","1116051",염창동,"241",77779,"4","100"
1,"20210630","1116051",염창동,"241",77780,"6","100"
1,"20210630","1116051",염창동,"241",77781,"12","100"
1,"20210630","1116051",염창동,"241",77782,"19","100"
1,"20210630","1116051",염창동,"241",77783,"17","100"
1,"20210630","1116051",염창동,"241",77784,"11","100"
1,"20210630","1116051",염창동,"241",77785,"6","100"
1,"20210630","1116051",염창동,"241",77786,"2","100"
1,"20210630","1116051",염창동,"241",77799,"2","100"
1,"20210630","1116051",염창동,"241",77800,"6","100"
1,"20210630","1116051",염창동,"241",77801,"14","100"
1,"20210630","1116051",염창동,"241",77802,"20","100"
1,"20210630","1116051",염창동,"241",77803,"17","100"
1,"20210630","1116051",염창동,"241",77804,"13","100"
1,"20210630","1116051",염창동,"241",77805,"8","100"
1,"20210630","1116051",염창동,"241",77806,"3","100"
1,"20210630","1116051",염창동,"241",77807,"1","100"
1,"20210630","1116051",염창동,"241",77829,"1","100"
1,"20210630","1116051",염창동,"241",77830,"4","100"
1,"20210630","1116051",염창동,"241",77831,"7","500"
1,"20210630","1116051",염창동,"241",77832,"6","100"
1,"20210630","1116051",염창동,"241",77833,"4","100"
1,"20210630","1116051",염창동,"241",77834,"14","100"
1,"20210630","1116051",염창동,"241",77835,"15","200"
1,"20210630","1116051",염창동,"241",77836,"16","100"
1,"20210630","1116051",염창동,"241",77837,"12","100"
1,"20210630","1116051",염창동,"241",77838,"6","100"
1,"20210630","1116051",염창동,"241",77839,"1","100"
1,"20210630","1116051",염창동,"241",77859,"2","100"
1,"20210630","1116051",염창동,"241",77860,"5","100"
1,"20210630","1116051",염창동,"241",77861,"6","100"
1,"20210630","1116051",염창동,"241",77862,"1","100"
1,"20210630","1116051",염창동,"241",77863,"9","200"
1,"20210630","1116051",염창동,"241",77864,"11","100"
1,"20210630","1116051",염창동,"241",77865,"18","100"
1,"20210630","1116051",염창동,"241",77866,"20","100"
1,"20210630","1116051",염창동,"241",77867,"15","100"
1,"20210630","1116051",염창동,"241",77868,"7","100"
1,"20210630","1116051",염창동,"241",77869,"2","100"
1,"20210630","1116051",염창동,"241",77897,"3","100"
1,"20210630","1116051",염창동,"241",77898,"6","100"
1,"20210630","1116051",염창동,"241",77899,"5","100"
1,"20210630","1116051",염창동,"241",77900,"2","200"
1,"20210630","1116051",염창동,"241",77901,"7","100"
1,"20210630","1116051",염창동,"241",77902,"6","100"
1,"20210630","1116051",염창동,"241",77903,"9","100"
1,"20210630","1116051",염창동,"241",77904,"13","100"
1,"20210630","1116051",염창동,"241",77905,"19","100"
1,"20210630","1116051",염창동,"241",77906,"21","100"
1,"20210630","1116051",염창동,"241",77907,"16","100"
1,"20210630","1116051",염창동,"241",77908,"9","100"
1,"20210630","1116051",염창동,"241",77909,"3","100"
1,"20210630","1116051",염창동,"241",77910,"1","100"
1,"20210630","1116051",염창동,"241",77929,"1","100"
1,"20210630","1116051",염창동,"241",77930,"5","100"
1,"20210630","1116051",염창동,"241",77931,"4","100"
1,"20210630","1116051",염창동,"241",77932,"5","100"
1,"20210630","1116051",염창동,"241",77933,"7","100"
1,"20210630","1116051",염창동,"241",77934,"5","100"
1,"20210630","1116051",염창동,"241",77935,"11","100"
1,"20210630","1116051",염창동,"241",77936,"18","200"
1,"20210630","1116051",염창동,"241",77937,"15","100"
1,"20210630","1116051",염창동,"241",77938,"10","100"
1,"20210630","1116051",염창동,"241",77939,"5","100"
1,"20210630","1116051",염창동,"241",77940,"1","100"
1,"20210630","1116051",염창동,"241",77944,"4","800"
1,"20210630","1116051",염창동,"241",77955,"3","100"
1,"20210630","1116051",염창동,"241",77956,"2","200"
1,"20210630","1116051",염창동,"241",77957,"3","200"
1,"20210630","1116051",염창동,"241",77958,"1","100"
1,"20210630","1116051",염창동,"241",77959,"5","100"
1,"20210630","1116051",염창동,"241",77960,"11","100"
1,"20210630","1116051",염창동,"241",77961,"13","300"
1,"20210630","1116051",염창동,"241",77962,"12","100"
1,"20210630","1116051",염창동,"241",77963,"7","100"
1,"20210630","1116051",염창동,"241",77964,"2","100"
1,"20210630","1116051",염창동,"241",77972,"4","100"
1,"20210630","1116051",염창동,"241",77973,"1","100"
1,"20210630","1116051",염창동,"241",77974,"0","300"
1,"20210630","1116051",염창동,"241",77975,"4","100"
1,"20210630","1116051",염창동,"241",77976,"8","100"
1,"20210630","1116051",염창동,"241",77977,"10","100"
1,"20210630","1116051",염창동,"241",77978,"10","100"
1,"20210630","1116051",염창동,"241",77979,"14","200"
1,"20210630","1116051",염창동,"241",77980,"9","100"
1,"20210630","1116051",염창동,"241",77981,"4","100"
1,"20210630","1116051",염창동,"241",77982,"1","100"
1,"20210630","1116051",염창동,"241",77991,"5","1100"
1,"20210630","1116051",염창동,"241",77992,"6","600"
1,"20210630","1116051",염창동,"241",77993,"4","100"
1,"20210630","1116051",염창동,"241",77994,"2","100"
1,"20210630","1116051",염창동,"241",77995,"3","100"
1,"20210630","1116051",염창동,"241",77996,"7","100"
1,"20210630","1116051",염창동,"241",77997,"8","400"
1,"20210630","1116051",염창동,"241",77998,"12","100"
1,"20210630","1116051",염창동,"241",77999,"16","100"
1,"20210630","1116051",염창동,"241",78000,"18","100"
1,"20210630","1116051",염창동,"241",78001,"16","100"
1,"20210630","1116051",염창동,"241",78002,"11","100"
1,"20210630","1116051",염창동,"241",78003,"5","100"
1,"20210630","1116051",염창동,"241",78004,"1","100"
1,"20210630","1116051",염창동,"241",78012,"5","100"
1,"20210630","1116051",염창동,"241",78013,"3","100"
1,"20210630","1116051",염창동,"241",78014,"1","100"
1,"20210630","1116051",염창동,"241",78015,"6","100"
1,"20210630","1116051",염창동,"241",78016,"7","100"
1,"20210630","1116051",염창동,"241",78017,"6","100"
1,"20210630","1116051",염창동,"241",78018,"7","100"
1,"20210630","1116051",염창동,"241",78019,"11","100"
1,"20210630","1116051",염창동,"241",78020,"14","200"
1,"20210630","1116051",염창동,"241",78021,"12","100"
1,"20210630","1116051",염창동,"241",78022,"7","100"
1,"20210630","1116051",염창동,"241",78023,"2","100"
1,"20210630","1116051",염창동,"241",78030,"5","100"
1,"20210630","1116051",염창동,"241",78031,"3","100"
1,"20210630","1116051",염창동,"241",78032,"2","100"
1,"20210630","1116051",염창동,"241",78033,"2","100"
1,"20210630","1116051",염창동,"241",78034,"5","100"
1,"20210630","1116051",염창동,"241",78035,"6","300"
1,"20210630","1116051",염창동,"241",78036,"9","100"
1,"20210630","1116051",염창동,"241",78037,"13","100"
1,"20210630","1116051",염창동,"241",78038,"14","100"
1,"20210630","1116051",염창동,"241",78039,"9","100"
1,"20210630","1116051",염창동,"241",78040,"4","100"
1,"20210630","1116051",염창동,"241",78041,"1","100"
1,"20210630","1116051",염창동,"241",78048,"5","900"
1,"20210630","1116051",염창동,"241",78049,"5","100"
1,"20210630","1116051",염창동,"241",78050,"3","400"
1,"20210630","1116051",염창동,"241",78051,"2","200"
1,"20210630","1116051",염창동,"241",78052,"8","200"
1,"20210630","1116051",염창동,"241",78053,"16","200"
1,"20210630","1116051",염창동,"241",78054,"11","100"
1,"20210630","1116051",염창동,"241",78055,"6","100"
1,"20210630","1116051",염창동,"241",78056,"1","100"
1,"20210630","1116051",염창동,"241",78063,"5","100"
1,"20210630","1116051",염창동,"241",78064,"12","100"
1,"20210630","1116051",염창동,"241",78065,"19","100"
1,"20210630","1116051",염창동,"241",78066,"17","200"
1,"20210630","1116051",염창동,"241",78067,"13","100"
1,"20210630","1116051",염창동,"241",78068,"7","100"
1,"20210630","1116051",염창동,"241",78069,"2","100"
1,"20210630","1116051",염창동,"241",78074,"4","100"
1,"20210630","1116051",염창동,"241",78075,"3","100"
1,"20210630","1116051",염창동,"241",78076,"4","100"
1,"20210630","1116051",염창동,"241",78077,"11","100"
1,"20210630","1116051",염창동,"241",78078,"6","100"
1,"20210630","1116051",염창동,"241",78079,"14","100"
1,"20210630","1116051",염창동,"241",78080,"15","100"
1,"20210630","1116051",염창동,"241",78081,"13","100"
1,"20210630","1116051",염창동,"241",78082,"9","100"
1,"20210630","1116051",염창동,"241",78083,"4","100"
1,"20210630","1116051",염창동,"241",78084,"1","100"
1,"20210630","1116051",염창동,"241",78086,"6","1799"
1,"20210630","1116051",염창동,"241",78088,"4","1899"
1,"20210630","1116051",염창동,"241",78090,"3","200"
1,"20210630","1116051",염창동,"241",78096,"5","100"
1,"20210630","1116051",염창동,"241",78097,"1","100"
1,"20210630","1116051",염창동,"241",78098,"6","100"
1,"20210630","1116051",염창동,"241",78099,"10","100"
1,"20210630","1116051",염창동,"241",78100,"7","100"
1,"20210630","1116051",염창동,"241",78101,"13","100"
1,"20210630","1116051",염창동,"241",78102,"11","100"
1,"20210630","1116051",염창동,"241",78103,"12","100"
1,"20210630","1116051",염창동,"241",78104,"13","100"
1,"20210630","1116051",염창동,"241",78105,"11","100"
1,"20210630","1116051",염창동,"241",78106,"6","100"
1,"20210630","1116051",염창동,"241",78107,"2","100"
1,"20210630","1116051",염창동,"241",78112,"4","100"
1,"20210630","1116051",염창동,"241",78113,"0","100"
1,"20210630","1116051",염창동,"241",78114,"8","300"
1,"20210630","1116051",염창동,"241",78115,"9","100"
1,"20210630","1116051",염창동,"241",78116,"10","100"
1,"20210630","1116051",염창동,"241",78117,"7","100"
1,"20210630","1116051",염창동,"241",78118,"8","100"
1,"20210630","1116051",염창동,"241",78119,"11","100"
1,"20210630","1116051",염창동,"241",78120,"14","300"
1,"20210630","1116051",염창동,"241",78121,"12","100"
1,"20210630","1116051",염창동,"241",78122,"8","100"
1,"20210630","1116051",염창동,"241",78123,"3","100"
1,"20210630","1116051",염창동,"241",78124,"1","100"
1,"20210630","1116051",염창동,"241",78131,"5","300"
1,"20210630","1116051",염창동,"241",78132,"2","100"
1,"20210630","1116051",염창동,"241",78133,"7","100"
1,"20210630","1116051",염창동,"241",78134,"3","100"
1,"20210630","1116051",염창동,"241",78135,"8","100"
1,"20210630","1116051",염창동,"241",78136,"6","100"
1,"20210630","1116051",염창동,"241",78137,"7","100"
1,"20210630","1116051",염창동,"241",78138,"9","100"
1,"20210630","1116051",염창동,"241",78139,"17","100"
1,"20210630","1116051",염창동,"241",78140,"15","100"
1,"20210630","1116051",염창동,"241",78141,"10","100"
1,"20210630","1116051",염창동,"241",78142,"5","100"
1,"20210630","1116051",염창동,"241",78143,"1","100"
1,"20210630","1116051",염창동,"241",78151,"4","300"
1,"20210630","1116051",염창동,"241",78152,"6","100"
1,"20210630","1116051",염창동,"241",78153,"1","100"
1,"20210630","1116051",염창동,"241",78154,"6","100"
1,"20210630","1116051",염창동,"241",78155,"8","100"
1,"20210630","1116051",염창동,"241",78156,"10","100"
1,"20210630","1116051",염창동,"241",78157,"12","100"
1,"20210630","1116051",염창동,"241",78158,"18","100"
1,"20210630","1116051",염창동,"241",78159,"20","100"
1,"20210630","1116051",염창동,"241",78160,"16","100"
1,"20210630","1116051",염창동,"241",78161,"12","100"
1,"20210630","1116051",염창동,"241",78162,"7","100"
1,"20210630","1116051",염창동,"241",78163,"3","100"
1,"20210630","1116051",염창동,"241",78164,"1","100"
1,"20210630","1116051",염창동,"241",78172,"3","700"
1,"20210630","1116051",염창동,"241",78173,"1","100"
1,"20210630","1116051",염창동,"241",78174,"6","400"
1,"20210630","1116051",염창동,"241",78175,"5","700"
1,"20210630","1116051",염창동,"241",78176,"2","200"
1,"20210630","1116051",염창동,"241",78177,"5","100"
1,"20210630","1116051",염창동,"241",78178,"7","300"
1,"20210630","1116051",염창동,"241",78179,"10","100"
1,"20210630","1116051",염창동,"241",78180,"15","200"
1,"20210630","1116051",염창동,"241",78181,"13","200"
1,"20210630","1116051",염창동,"241",78182,"9","100"
1,"20210630","1116051",염창동,"241",78183,"5","100"
1,"20210630","1116051",염창동,"241",78184,"1","100"
1,"20210630","1116051",염창동,"241",78193,"7","100"
1,"20210630","1116051",염창동,"241",78194,"6","100"
1,"20210630","1116051",염창동,"241",78195,"2","100"
1,"20210630","1116051",염창동,"241",78196,"1","100"
1,"20210630","1116051",염창동,"241",78197,"0","300"
1,"20210630","1116051",염창동,"241",78198,"5","200"
1,"20210630","1116051",염창동,"241",78199,"11","100"
1,"20210630","1116051",염창동,"241",78200,"10","100"
1,"20210630","1116051",염창동,"241",78201,"9","100"
1,"20210630","1116051",염창동,"241",78202,"12","100"
1,"20210630","1116051",염창동,"241",78203,"13","100"
1,"20210630","1116051",염창동,"241",78204,"11","100"
1,"20210630","1116051",염창동,"241",78205,"6","100"
1,"20210630","1116051",염창동,"241",78206,"2","100"
1,"20210630","1116051",염창동,"241",78216,"11","200"
1,"20210630","1116051",염창동,"241",78217,"6","100"
1,"20210630","1116051",염창동,"241",78218,"4","100"
1,"20210630","1116051",염창동,"241",78219,"1","100"
1,"20210630","1116051",염창동,"241",78220,"9","100"
1,"20210630","1116051",염창동,"241",78221,"7","200"
1,"20210630","1116051",염창동,"241",78222,"8","100"
1,"20210630","1116051",염창동,"241",78223,"10","100"
1,"20210630","1116051",염창동,"241",78224,"13","100"
1,"20210630","1116051",염창동,"241",78225,"12","100"
1,"20210630","1116051",염창동,"241",78226,"8","100"
1,"20210630","1116051",염창동,"241",78227,"2","100"
1,"20210630","1116051",염창동,"241",78241,"6","100"
1,"20210630","1116051",염창동,"241",78242,"5","100"
1,"20210630","1116051",염창동,"241",78243,"2","100"
1,"20210630","1116051",염창동,"241",78244,"4","100"
1,"20210630","1116051",염창동,"241",78245,"7","100"
1,"20210630","1116051",염창동,"241",78246,"7","100"
1,"20210630","1116051",염창동,"241",78247,"10","100"
1,"20210630","1116051",염창동,"241",78248,"13","200"
1,"20210630","1116051",염창동,"241",78249,"9","100"
1,"20210630","1116051",염창동,"241",78250,"3","100"
1,"20210630","1116051",염창동,"241",78251,"1","100"
1,"20210630","1116051",염창동,"241",78257,"9","200"
1,"20210630","1116051",염창동,"241",78258,"6","1400"
1,"20210630","1116051",염창동,"241",78277,"7","200"
1,"20210630","1116051",염창동,"241",78278,"6","100"
1,"20210630","1116051",염창동,"241",78279,"3","100"
1,"20210630","1116051",염창동,"241",78280,"4","100"
1,"20210630","1116051",염창동,"241",78281,"7","100"
1,"20210630","1116051",염창동,"241",78282,"9","100"
1,"20210630","1116051",염창동,"241",78283,"12","100"
1,"20210630","1116051",염창동,"241",78284,"14","100"
1,"20210630","1116051",염창동,"241",78285,"10","100"
1,"20210630","1116051",염창동,"241",78286,"5","100"
1,"20210630","1116051",염창동,"241",78287,"1","100"
1,"20210630","1116051",염창동,"241",78309,"9","100"
1,"20210630","1116051",염창동,"241",78310,"3","500"
1,"20210630","1116051",염창동,"241",78311,"7","300"
1,"20210630","1116051",염창동,"241",78312,"10","200"
1,"20210630","1116051",염창동,"241",78313,"15","200"
1,"20210630","1116051",염창동,"241",78314,"16","100"
1,"20210630","1116051",염창동,"241",78315,"11","100"
1,"20210630","1116051",염창동,"241",78316,"6","100"
1,"20210630","1116051",염창동,"241",78317,"1","100"
1,"20210630","1116051",염창동,"241",78336,"8","200"
1,"20210630","1116051",염창동,"241",78337,"5","100"
1,"20210630","1116051",염창동,"241",78338,"19","100"
1,"20210630","1116051",염창동,"241",78339,"17","100"
1,"20210630","1116051",염창동,"241",78340,"13","100"
1,"20210630","1116051",염창동,"241",78341,"7","100"
1,"20210630","1116051",염창동,"241",78342,"2","100"
1,"20210630","1116051",염창동,"241",78356,"10","500"
1,"20210630","1116051",염창동,"241",78358,"6","100"
1,"20210630","1116051",염창동,"241",78359,"1","100"
1,"20210630","1116051",염창동,"241",78360,"5","100"
1,"20210630","1116051",염창동,"241",78361,"8","200"
1,"20210630","1116051",염창동,"241",78362,"14","300"
1,"20210630","1116051",염창동,"241",78363,"13","300"
1,"20210630","1116051",염창동,"241",78364,"8","100"
1,"20210630","1116051",염창동,"241",78365,"2","100"
1,"20210630","1116051",염창동,"241",78379,"7","500"
1,"20210630","1116051",염창동,"241",78380,"5","100"
1,"20210630","1116051",염창동,"241",78381,"1","100"
1,"20210630","1116051",염창동,"241",78382,"3","100"
1,"20210630","1116051",염창동,"241",78383,"5","100"
1,"20210630","1116051",염창동,"241",78384,"3","100"
1,"20210630","1116051",염창동,"241",78385,"6","100"
1,"20210630","1116051",염창동,"241",78386,"11","100"
1,"20210630","1116051",염창동,"241",78387,"8","100"
1,"20210630","1116051",염창동,"241",78388,"9","100"
1,"20210630","1116051",염창동,"241",78389,"9","100"
1,"20210630","1116051",염창동,"241",78390,"3","100"
1,"20210630","1116051",염창동,"241",78391,"1","100"
1,"20210630","1116051",염창동,"241",78404,"9","200"
1,"20210630","1116051",염창동,"241",78405,"5","100"
1,"20210630","1116051",염창동,"241",78406,"2","300"
1,"20210630","1116051",염창동,"241",78407,"7","100"
1,"20210630","1116051",염창동,"241",78408,"8","100"
1,"20210630","1116051",염창동,"241",78409,"7","100"
1,"20210630","1116051",염창동,"241",78410,"9","100"
1,"20210630","1116051",염창동,"241",78411,"12","100"
1,"20210630","1116051",염창동,"241",78412,"14","100"
1,"20210630","1116051",염창동,"241",78413,"10","100"
1,"20210630","1116051",염창동,"241",78414,"4","100"
1,"20210630","1116051",염창동,"241",78415,"1","100"
1,"20210630","1116051",염창동,"241",78430,"7","100"
1,"20210630","1116051",염창동,"241",78431,"5","100"
1,"20210630","1116051",염창동,"241",78432,"7","100"
1,"20210630","1116051",염창동,"241",78433,"8","100"
1,"20210630","1116051",염창동,"241",78434,"12","100"
1,"20210630","1116051",염창동,"241",78435,"14","100"
1,"20210630","1116051",염창동,"241",78436,"11","100"
1,"20210630","1116051",염창동,"241",78437,"5","100"
1,"20210630","1116051",염창동,"241",78438,"1","100"
1,"20210630","1116051",염창동,"241",78450,"7","100"
1,"20210630","1116051",염창동,"241",78451,"0","100"
1,"20210630","1116051",염창동,"241",78452,"5","100"
1,"20210630","1116051",염창동,"241",78453,"9","100"
1,"20210630","1116051",염창동,"241",78454,"15","100"
1,"20210630","1116051",염창동,"241",78455,"16","100"
1,"20210630","1116051",염창동,"241",78456,"12","100"
1,"20210630","1116051",염창동,"241",78457,"6","100"
1,"20210630","1116051",염창동,"241",78458,"2","100"
1,"20210630","1116051",염창동,"241",78464,"6","1100"
1,"20210630","1116051",염창동,"241",78481,"6","100"
1,"20210630","1116051",염창동,"241",78482,"1","100"
1,"20210630","1116051",염창동,"241",78483,"4","100"
1,"20210630","1116051",염창동,"241",78484,"7","400"
1,"20210630","1116051",염창동,"241",78485,"10","100"
1,"20210630","1116051",염창동,"241",78486,"14","100"
1,"20210630","1116051",염창동,"241",78487,"19","100"
1,"20210630","1116051",염창동,"241",78488,"17","100"
1,"20210630","1116051",염창동,"241",78489,"13","200"
1,"20210630","1116051",염창동,"241",78490,"7","100"
1,"20210630","1116051",염창동,"241",78491,"2","100"
1,"20210630","1116051",염창동,"241",78508,"6","100"
1,"20210630","1116051",염창동,"241",78509,"1","100"
1,"20210630","1116051",염창동,"241",78510,"3","100"
1,"20210630","1116051",염창동,"241",78511,"14","100"
1,"20210630","1116051",염창동,"241",78512,"15","100"
1,"20210630","1116051",염창동,"241",78513,"12","100"
1,"20210630","1116051",염창동,"241",78514,"8","100"
1,"20210630","1116051",염창동,"241",78515,"2","100"
1,"20210630","1116051",염창동,"241",78532,"6","100"
1,"20210630","1116051",염창동,"241",78533,"2","100"
1,"20210630","1116051",염창동,"241",78534,"3","100"
1,"20210630","1116051",염창동,"241",78535,"4","100"
1,"20210630","1116051",염창동,"241",78536,"2","100"
1,"20210630","1116051",염창동,"241",78537,"4","100"
1,"20210630","1116051",염창동,"241",78538,"11","100"
1,"20210630","1116051",염창동,"241",78539,"9","100"
1,"20210630","1116051",염창동,"241",78540,"10","100"
1,"20210630","1116051",염창동,"241",78541,"14","100"
1,"20210630","1116051",염창동,"241",78542,"13","100"
1,"20210630","1116051",염창동,"241",78543,"8","100"
1,"20210630","1116051",염창동,"241",78544,"2","100"
1,"20210630","1116051",염창동,"241",78564,"7","800"
1,"20210630","1116051",염창동,"241",78565,"6","200"
1,"20210630","1116051",염창동,"241",78566,"2","100"
1,"20210630","1116051",염창동,"241",78567,"0","200"
1,"20210630","1116051",염창동,"241",78568,"1","100"
1,"20210630","1116051",염창동,"241",78569,"6","100"
1,"20210630","1116051",염창동,"241",78570,"8","100"
1,"20210630","1116051",염창동,"241",78571,"6","100"
1,"20210630","1116051",염창동,"241",78572,"9","100"
1,"20210630","1116051",염창동,"241",78573,"14","100"
1,"20210630","1116051",염창동,"241",78574,"13","100"
1,"20210630","1116051",염창동,"241",78575,"8","100"
1,"20210630","1116051",염창동,"241",78576,"2","100"
1,"20210630","1116051",염창동,"241",78602,"5","100"
1,"20210630","1116051",염창동,"241",78603,"3","100"
1,"20210630","1116051",염창동,"241",78604,"2","100"
1,"20210630","1116051",염창동,"241",78605,"5","100"
1,"20210630","1116051",염창동,"241",78606,"7","100"
1,"20210630","1116051",염창동,"241",78607,"10","100"
