fid,BASE_DATE,ADM_DR_CD,ADM_DR_NM,OBJECTID,fid_2,DN,area
11,"20210630","1116064",가양1동,"251",64223,"2","100"
11,"20210630","1116064",가양1동,"251",64378,"3","100"
11,"20210630","1116064",가양1동,"251",64379,"4","100"
11,"20210630","1116064",가양1동,"251",64380,"5","100"
11,"20210630","1116064",가양1동,"251",64381,"6","200"
11,"20210630","1116064",가양1동,"251",64382,"5","1899"
11,"20210630","1116064",가양1동,"251",64383,"4","100"
11,"20210630","1116064",가양1동,"251",64384,"3","100"
11,"20210630","1116064",가양1동,"251",64385,"8","100"
11,"20210630","1116064",가양1동,"251",64386,"14","100"
11,"20210630","1116064",가양1동,"251",64387,"5","100"
11,"20210630","1116064",가양1동,"251",64388,"10","100"
11,"20210630","1116064",가양1동,"251",64389,"14","100"
11,"20210630","1116064",가양1동,"251",64390,"5","100"
11,"20210630","1116064",가양1동,"251",64391,"1","1599"
11,"20210630","1116064",가양1동,"251",64392,"2","200"
11,"20210630","1116064",가양1동,"251",64393,"1","100"
11,"20210630","1116064",가양1동,"251",64394,"2","100"
11,"20210630","1116064",가양1동,"251",64395,"5","100"
11,"20210630","1116064",가양1동,"251",64396,"9","100"
11,"20210630","1116064",가양1동,"251",64397,"14","100"
11,"20210630","1116064",가양1동,"251",64398,"12","100"
11,"20210630","1116064",가양1동,"251",64399,"9","100"
11,"20210630","1116064",가양1동,"251",64400,"5","100"
11,"20210630","1116064",가양1동,"251",64401,"2","100"
11,"20210630","1116064",가양1동,"251",64402,"1","100"
11,"20210630","1116064",가양1동,"251",64551,"4","300"
11,"20210630","1116064",가양1동,"251",64552,"3","100"
11,"20210630","1116064",가양1동,"251",64553,"2","200"
11,"20210630","1116064",가양1동,"251",64554,"3","100"
11,"20210630","1116064",가양1동,"251",64555,"4","200"
11,"20210630","1116064",가양1동,"251",64556,"4","100"
11,"20210630","1116064",가양1동,"251",64557,"3","100"
11,"20210630","1116064",가양1동,"251",64558,"1","200"
11,"20210630","1116064",가양1동,"251",64559,"7","100"
11,"20210630","1116064",가양1동,"251",64560,"13","100"
11,"20210630","1116064",가양1동,"251",64561,"10","100"
11,"20210630","1116064",가양1동,"251",64562,"14","100"
11,"20210630","1116064",가양1동,"251",64563,"10","100"
11,"20210630","1116064",가양1동,"251",64564,"2","100"
11,"20210630","1116064",가양1동,"251",64565,"2","100"
11,"20210630","1116064",가양1동,"251",64566,"1","100"
11,"20210630","1116064",가양1동,"251",64567,"1","100"
11,"20210630","1116064",가양1동,"251",64568,"4","100"
11,"20210630","1116064",가양1동,"251",64569,"7","100"
11,"20210630","1116064",가양1동,"251",64570,"11","100"
11,"20210630","1116064",가양1동,"251",64571,"13","100"
11,"20210630","1116064",가양1동,"251",64572,"12","100"
11,"20210630","1116064",가양1동,"251",64573,"10","100"
11,"20210630","1116064",가양1동,"251",64574,"6","100"
11,"20210630","1116064",가양1동,"251",64575,"2","100"
11,"20210630","1116064",가양1동,"251",64576,"1","100"
11,"20210630","1116064",가양1동,"251",64724,"7","100"
11,"20210630","1116064",가양1동,"251",64725,"5","100"
11,"20210630","1116064",가양1동,"251",64726,"3","100"
11,"20210630","1116064",가양1동,"251",64727,"1","100"
11,"20210630","1116064",가양1동,"251",64728,"1","100"
11,"20210630","1116064",가양1동,"251",64729,"2","100"
11,"20210630","1116064",가양1동,"251",64730,"3","100"
11,"20210630","1116064",가양1동,"251",64731,"4","200"
11,"20210630","1116064",가양1동,"251",64732,"4","100"
11,"20210630","1116064",가양1동,"251",64733,"3","100"
11,"20210630","1116064",가양1동,"251",64734,"4","100"
11,"20210630","1116064",가양1동,"251",64735,"10","100"
11,"20210630","1116064",가양1동,"251",64736,"11","100"
11,"20210630","1116064",가양1동,"251",64737,"10","100"
11,"20210630","1116064",가양1동,"251",64738,"4","100"
11,"20210630","1116064",가양1동,"251",64739,"2","100"
11,"20210630","1116064",가양1동,"251",64740,"1","200"
11,"20210630","1116064",가양1동,"251",64741,"1","100"
11,"20210630","1116064",가양1동,"251",64742,"3","100"
11,"20210630","1116064",가양1동,"251",64743,"7","100"
11,"20210630","1116064",가양1동,"251",64744,"10","100"
11,"20210630","1116064",가양1동,"251",64745,"13","200"
11,"20210630","1116064",가양1동,"251",64746,"10","100"
11,"20210630","1116064",가양1동,"251",64747,"6","100"
11,"20210630","1116064",가양1동,"251",64748,"2","100"
11,"20210630","1116064",가양1동,"251",64894,"5","100"
11,"20210630","1116064",가양1동,"251",64895,"2","100"
11,"20210630","1116064",가양1동,"251",64896,"1","200"
11,"20210630","1116064",가양1동,"251",64897,"2","100"
11,"20210630","1116064",가양1동,"251",64898,"3","100"
11,"20210630","1116064",가양1동,"251",64899,"4","100"
11,"20210630","1116064",가양1동,"251",64900,"5","100"
11,"20210630","1116064",가양1동,"251",64901,"3","100"
11,"20210630","1116064",가양1동,"251",64902,"1","100"
11,"20210630","1116064",가양1동,"251",64903,"2","200"
11,"20210630","1116064",가양1동,"251",64904,"2","100"
11,"20210630","1116064",가양1동,"251",64905,"1","200"
11,"20210630","1116064",가양1동,"251",64906,"1","100"
11,"20210630","1116064",가양1동,"251",64907,"3","100"
11,"20210630","1116064",가양1동,"251",64908,"6","100"
11,"20210630","1116064",가양1동,"251",64909,"10","100"
11,"20210630","1116064",가양1동,"251",64910,"13","200"
11,"20210630","1116064",가양1동,"251",64911,"10","100"
11,"20210630","1116064",가양1동,"251",64912,"5","100"
11,"20210630","1116064",가양1동,"251",64913,"2","100"
11,"20210630","1116064",가양1동,"251",64986,"2","29789"
11,"20210630","1116064",가양1동,"251",64991,"3","4298"
11,"20210630","1116064",가양1동,"251",64998,"6","1599"
11,"20210630","1116064",가양1동,"251",64999,"2","16094"
11,"20210630","1116064",가양1동,"251",65009,"4","300"
11,"20210630","1116064",가양1동,"251",65010,"1","200"
11,"20210630","1116064",가양1동,"251",65093,"7","100"
11,"20210630","1116064",가양1동,"251",65094,"3","200"
11,"20210630","1116064",가양1동,"251",65095,"1","100"
11,"20210630","1116064",가양1동,"251",65096,"2","100"
11,"20210630","1116064",가양1동,"251",65097,"3","100"
11,"20210630","1116064",가양1동,"251",65098,"3","200"
11,"20210630","1116064",가양1동,"251",65099,"4","2599"
11,"20210630","1116064",가양1동,"251",65100,"3","200"
11,"20210630","1116064",가양1동,"251",65101,"2","100"
11,"20210630","1116064",가양1동,"251",65102,"1","100"
11,"20210630","1116064",가양1동,"251",65103,"1","100"
11,"20210630","1116064",가양1동,"251",65104,"3","100"
11,"20210630","1116064",가양1동,"251",65105,"6","100"
11,"20210630","1116064",가양1동,"251",65106,"10","100"
11,"20210630","1116064",가양1동,"251",65107,"13","200"
11,"20210630","1116064",가양1동,"251",65108,"10","100"
11,"20210630","1116064",가양1동,"251",65109,"5","100"
11,"20210630","1116064",가양1동,"251",65110,"2","100"
11,"20210630","1116064",가양1동,"251",65278,"7","400"
11,"20210630","1116064",가양1동,"251",65279,"8","300"
11,"20210630","1116064",가양1동,"251",65280,"6","100"
11,"20210630","1116064",가양1동,"251",65281,"4","200"
11,"20210630","1116064",가양1동,"251",65282,"7","100"
11,"20210630","1116064",가양1동,"251",65283,"1","200"
11,"20210630","1116064",가양1동,"251",65284,"2","100"
11,"20210630","1116064",가양1동,"251",65285,"1","100"
11,"20210630","1116064",가양1동,"251",65286,"3","100"
11,"20210630","1116064",가양1동,"251",65287,"1","100"
11,"20210630","1116064",가양1동,"251",65288,"1","100"
11,"20210630","1116064",가양1동,"251",65289,"3","100"
11,"20210630","1116064",가양1동,"251",65290,"6","100"
11,"20210630","1116064",가양1동,"251",65291,"11","100"
11,"20210630","1116064",가양1동,"251",65292,"13","200"
11,"20210630","1116064",가양1동,"251",65293,"9","100"
11,"20210630","1116064",가양1동,"251",65294,"5","100"
11,"20210630","1116064",가양1동,"251",65295,"1","100"
11,"20210630","1116064",가양1동,"251",65454,"6","100"
11,"20210630","1116064",가양1동,"251",65455,"3","100"
11,"20210630","1116064",가양1동,"251",65456,"5","100"
11,"20210630","1116064",가양1동,"251",65457,"8","100"
11,"20210630","1116064",가양1동,"251",65458,"9","200"
11,"20210630","1116064",가양1동,"251",65459,"2","100"
11,"20210630","1116064",가양1동,"251",65460,"1","200"
11,"20210630","1116064",가양1동,"251",65461,"4","100"
11,"20210630","1116064",가양1동,"251",65462,"6","100"
11,"20210630","1116064",가양1동,"251",65463,"7","100"
11,"20210630","1116064",가양1동,"251",65464,"4","100"
11,"20210630","1116064",가양1동,"251",65465,"1","100"
11,"20210630","1116064",가양1동,"251",65466,"3","100"
11,"20210630","1116064",가양1동,"251",65467,"1","100"
11,"20210630","1116064",가양1동,"251",65468,"1","100"
11,"20210630","1116064",가양1동,"251",65469,"3","100"
11,"20210630","1116064",가양1동,"251",65470,"7","100"
11,"20210630","1116064",가양1동,"251",65471,"11","100"
11,"20210630","1116064",가양1동,"251",65472,"14","100"
11,"20210630","1116064",가양1동,"251",65473,"13","200"
11,"20210630","1116064",가양1동,"251",65474,"8","100"
11,"20210630","1116064",가양1동,"251",65475,"4","100"
11,"20210630","1116064",가양1동,"251",65476,"1","100"
11,"20210630","1116064",가양1동,"251",65634,"8","100"
11,"20210630","1116064",가양1동,"251",65635,"4","100"
11,"20210630","1116064",가양1동,"251",65636,"2","100"
11,"20210630","1116064",가양1동,"251",65637,"1","300"
11,"20210630","1116064",가양1동,"251",65638,"6","100"
11,"20210630","1116064",가양1동,"251",65639,"10","100"
11,"20210630","1116064",가양1동,"251",65640,"4","100"
11,"20210630","1116064",가양1동,"251",65641,"2","100"
11,"20210630","1116064",가양1동,"251",65642,"6","100"
11,"20210630","1116064",가양1동,"251",65643,"10","100"
11,"20210630","1116064",가양1동,"251",65644,"12","100"
11,"20210630","1116064",가양1동,"251",65645,"13","100"
11,"20210630","1116064",가양1동,"251",65646,"9","100"
11,"20210630","1116064",가양1동,"251",65647,"5","100"
11,"20210630","1116064",가양1동,"251",65648,"2","100"
11,"20210630","1116064",가양1동,"251",65649,"4","100"
11,"20210630","1116064",가양1동,"251",65650,"2","100"
11,"20210630","1116064",가양1동,"251",65651,"1","100"
11,"20210630","1116064",가양1동,"251",65652,"4","200"
11,"20210630","1116064",가양1동,"251",65653,"9","100"
11,"20210630","1116064",가양1동,"251",65654,"14","100"
11,"20210630","1116064",가양1동,"251",65655,"12","100"
11,"20210630","1116064",가양1동,"251",65656,"7","100"
11,"20210630","1116064",가양1동,"251",65657,"3","100"
11,"20210630","1116064",가양1동,"251",65658,"1","100"
11,"20210630","1116064",가양1동,"251",65820,"9","200"
11,"20210630","1116064",가양1동,"251",65821,"3","100"
11,"20210630","1116064",가양1동,"251",65822,"0","300"
11,"20210630","1116064",가양1동,"251",65823,"3","100"
11,"20210630","1116064",가양1동,"251",65824,"9","100"
11,"20210630","1116064",가양1동,"251",65825,"11","100"
11,"20210630","1116064",가양1동,"251",65826,"7","100"
11,"20210630","1116064",가양1동,"251",65827,"2","100"
11,"20210630","1116064",가양1동,"251",65828,"3","100"
11,"20210630","1116064",가양1동,"251",65829,"7","100"
11,"20210630","1116064",가양1동,"251",65830,"8","100"
11,"20210630","1116064",가양1동,"251",65831,"4","100"
11,"20210630","1116064",가양1동,"251",65832,"9","200"
11,"20210630","1116064",가양1동,"251",65833,"14","200"
11,"20210630","1116064",가양1동,"251",65834,"13","200"
11,"20210630","1116064",가양1동,"251",65835,"7","100"
11,"20210630","1116064",가양1동,"251",65836,"2","200"
11,"20210630","1116064",가양1동,"251",65837,"4","100"
11,"20210630","1116064",가양1동,"251",65838,"1","100"
11,"20210630","1116064",가양1동,"251",65839,"1","100"
11,"20210630","1116064",가양1동,"251",65840,"2","100"
11,"20210630","1116064",가양1동,"251",65841,"3","100"
11,"20210630","1116064",가양1동,"251",65842,"8","100"
11,"20210630","1116064",가양1동,"251",65843,"11","100"
11,"20210630","1116064",가양1동,"251",65844,"14","200"
11,"20210630","1116064",가양1동,"251",65845,"11","100"
11,"20210630","1116064",가양1동,"251",65846,"6","100"
11,"20210630","1116064",가양1동,"251",65847,"2","100"
11,"20210630","1116064",가양1동,"251",66009,"2","100"
11,"20210630","1116064",가양1동,"251",66010,"1","100"
11,"20210630","1116064",가양1동,"251",66011,"6","100"
11,"20210630","1116064",가양1동,"251",66012,"10","200"
11,"20210630","1116064",가양1동,"251",66013,"9","100"
11,"20210630","1116064",가양1동,"251",66014,"5","100"
11,"20210630","1116064",가양1동,"251",66015,"2","100"
11,"20210630","1116064",가양1동,"251",66016,"6","100"
11,"20210630","1116064",가양1동,"251",66017,"9","100"
11,"20210630","1116064",가양1동,"251",66018,"12","100"
11,"20210630","1116064",가양1동,"251",66019,"3","100"
11,"20210630","1116064",가양1동,"251",66020,"10","100"
11,"20210630","1116064",가양1동,"251",66021,"11","100"
11,"20210630","1116064",가양1동,"251",66022,"3","100"
11,"20210630","1116064",가양1동,"251",66023,"5","100"
11,"20210630","1116064",가양1동,"251",66024,"4","100"
11,"20210630","1116064",가양1동,"251",66025,"1","100"
11,"20210630","1116064",가양1동,"251",66026,"3","100"
11,"20210630","1116064",가양1동,"251",66027,"1","100"
11,"20210630","1116064",가양1동,"251",66028,"1","100"
11,"20210630","1116064",가양1동,"251",66029,"3","100"
11,"20210630","1116064",가양1동,"251",66030,"4","100"
11,"20210630","1116064",가양1동,"251",66031,"7","200"
11,"20210630","1116064",가양1동,"251",66032,"9","200"
11,"20210630","1116064",가양1동,"251",66033,"13","100"
11,"20210630","1116064",가양1동,"251",66034,"16","100"
11,"20210630","1116064",가양1동,"251",66035,"14","100"
11,"20210630","1116064",가양1동,"251",66036,"10","100"
11,"20210630","1116064",가양1동,"251",66037,"5","100"
11,"20210630","1116064",가양1동,"251",66038,"1","100"
11,"20210630","1116064",가양1동,"251",66208,"12","400"
11,"20210630","1116064",가양1동,"251",66209,"8","100"
11,"20210630","1116064",가양1동,"251",66210,"4","100"
11,"20210630","1116064",가양1동,"251",66211,"2","100"
11,"20210630","1116064",가양1동,"251",66212,"7","100"
11,"20210630","1116064",가양1동,"251",66213,"8","100"
11,"20210630","1116064",가양1동,"251",66214,"3","100"
11,"20210630","1116064",가양1동,"251",66215,"1","100"
11,"20210630","1116064",가양1동,"251",66216,"3","100"
11,"20210630","1116064",가양1동,"251",66217,"5","100"
11,"20210630","1116064",가양1동,"251",66218,"9","100"
11,"20210630","1116064",가양1동,"251",66219,"14","200"
11,"20210630","1116064",가양1동,"251",66220,"9","100"
11,"20210630","1116064",가양1동,"251",66221,"12","200"
11,"20210630","1116064",가양1동,"251",66222,"13","100"
11,"20210630","1116064",가양1동,"251",66223,"0","100"
11,"20210630","1116064",가양1동,"251",66224,"10","100"
11,"20210630","1116064",가양1동,"251",66225,"12","100"
11,"20210630","1116064",가양1동,"251",66226,"13","200"
11,"20210630","1116064",가양1동,"251",66227,"6","100"
11,"20210630","1116064",가양1동,"251",66228,"3","100"
11,"20210630","1116064",가양1동,"251",66229,"1","100"
11,"20210630","1116064",가양1동,"251",66230,"2","100"
11,"20210630","1116064",가양1동,"251",66231,"4","100"
11,"20210630","1116064",가양1동,"251",66232,"11","100"
11,"20210630","1116064",가양1동,"251",66233,"13","100"
11,"20210630","1116064",가양1동,"251",66234,"14","100"
11,"20210630","1116064",가양1동,"251",66235,"12","100"
11,"20210630","1116064",가양1동,"251",66236,"8","100"
11,"20210630","1116064",가양1동,"251",66237,"3","100"
11,"20210630","1116064",가양1동,"251",66238,"1","100"
11,"20210630","1116064",가양1동,"251",66384,"8","100"
11,"20210630","1116064",가양1동,"251",66385,"8","100"
11,"20210630","1116064",가양1동,"251",66386,"5","100"
11,"20210630","1116064",가양1동,"251",66387,"9","200"
11,"20210630","1116064",가양1동,"251",66388,"6","100"
11,"20210630","1116064",가양1동,"251",66389,"1","100"
11,"20210630","1116064",가양1동,"251",66390,"2","100"
11,"20210630","1116064",가양1동,"251",66391,"6","100"
11,"20210630","1116064",가양1동,"251",66392,"12","100"
11,"20210630","1116064",가양1동,"251",66393,"15","100"
11,"20210630","1116064",가양1동,"251",66394,"9","100"
11,"20210630","1116064",가양1동,"251",66395,"4","100"
11,"20210630","1116064",가양1동,"251",66396,"9","100"
11,"20210630","1116064",가양1동,"251",66397,"10","100"
11,"20210630","1116064",가양1동,"251",66398,"3","200"
11,"20210630","1116064",가양1동,"251",66399,"4","100"
11,"20210630","1116064",가양1동,"251",66400,"2","100"
11,"20210630","1116064",가양1동,"251",66401,"1","200"
11,"20210630","1116064",가양1동,"251",66402,"2","100"
11,"20210630","1116064",가양1동,"251",66403,"3","100"
11,"20210630","1116064",가양1동,"251",66404,"4","100"
11,"20210630","1116064",가양1동,"251",66405,"6","100"
11,"20210630","1116064",가양1동,"251",66406,"9","100"
11,"20210630","1116064",가양1동,"251",66407,"14","100"
11,"20210630","1116064",가양1동,"251",66408,"12","100"
11,"20210630","1116064",가양1동,"251",66409,"15","200"
11,"20210630","1116064",가양1동,"251",66410,"11","100"
11,"20210630","1116064",가양1동,"251",66411,"6","100"
11,"20210630","1116064",가양1동,"251",66412,"2","100"
11,"20210630","1116064",가양1동,"251",66500,"5","1499"
11,"20210630","1116064",가양1동,"251",66504,"12","300"
11,"20210630","1116064",가양1동,"251",66520,"13","200"
11,"20210630","1116064",가양1동,"251",66521,"13","200"
11,"20210630","1116064",가양1동,"251",66522,"8","200"
11,"20210630","1116064",가양1동,"251",66598,"1","300"
11,"20210630","1116064",가양1동,"251",66599,"5","100"
11,"20210630","1116064",가양1동,"251",66600,"9","100"
11,"20210630","1116064",가양1동,"251",66601,"7","100"
11,"20210630","1116064",가양1동,"251",66602,"8","100"
11,"20210630","1116064",가양1동,"251",66603,"10","100"
11,"20210630","1116064",가양1동,"251",66604,"8","100"
11,"20210630","1116064",가양1동,"251",66605,"4","100"
11,"20210630","1116064",가양1동,"251",66606,"2","100"
11,"20210630","1116064",가양1동,"251",66607,"6","200"
11,"20210630","1116064",가양1동,"251",66608,"3","200"
11,"20210630","1116064",가양1동,"251",66609,"11","100"
11,"20210630","1116064",가양1동,"251",66610,"14","100"
11,"20210630","1116064",가양1동,"251",66611,"9","100"
11,"20210630","1116064",가양1동,"251",66612,"1","100"
11,"20210630","1116064",가양1동,"251",66613,"2","100"
11,"20210630","1116064",가양1동,"251",66614,"3","100"
11,"20210630","1116064",가양1동,"251",66615,"6","500"
11,"20210630","1116064",가양1동,"251",66616,"3","200"
11,"20210630","1116064",가양1동,"251",66617,"1","200"
11,"20210630","1116064",가양1동,"251",66618,"3","100"
11,"20210630","1116064",가양1동,"251",66619,"5","2999"
11,"20210630","1116064",가양1동,"251",66620,"6","100"
11,"20210630","1116064",가양1동,"251",66621,"10","100"
11,"20210630","1116064",가양1동,"251",66622,"15","100"
11,"20210630","1116064",가양1동,"251",66623,"15","100"
11,"20210630","1116064",가양1동,"251",66624,"12","100"
11,"20210630","1116064",가양1동,"251",66625,"13","100"
11,"20210630","1116064",가양1동,"251",66626,"14","100"
11,"20210630","1116064",가양1동,"251",66627,"13","200"
11,"20210630","1116064",가양1동,"251",66628,"8","100"
11,"20210630","1116064",가양1동,"251",66629,"4","100"
11,"20210630","1116064",가양1동,"251",66630,"1","100"
11,"20210630","1116064",가양1동,"251",66776,"6","100"
11,"20210630","1116064",가양1동,"251",66777,"4","100"
11,"20210630","1116064",가양1동,"251",66778,"7","100"
11,"20210630","1116064",가양1동,"251",66779,"6","200"
11,"20210630","1116064",가양1동,"251",66780,"9","100"
11,"20210630","1116064",가양1동,"251",66781,"8","100"
11,"20210630","1116064",가양1동,"251",66782,"4","100"
11,"20210630","1116064",가양1동,"251",66783,"1","100"
11,"20210630","1116064",가양1동,"251",66784,"1","100"
11,"20210630","1116064",가양1동,"251",66785,"8","100"
11,"20210630","1116064",가양1동,"251",66786,"10","200"
11,"20210630","1116064",가양1동,"251",66787,"4","100"
11,"20210630","1116064",가양1동,"251",66788,"2","100"
11,"20210630","1116064",가양1동,"251",66789,"4","100"
11,"20210630","1116064",가양1동,"251",66790,"5","100"
11,"20210630","1116064",가양1동,"251",66791,"8","100"
11,"20210630","1116064",가양1동,"251",66792,"7","100"
11,"20210630","1116064",가양1동,"251",66793,"2","100"
11,"20210630","1116064",가양1동,"251",66794,"3","100"
11,"20210630","1116064",가양1동,"251",66795,"7","100"
11,"20210630","1116064",가양1동,"251",66796,"13","100"
11,"20210630","1116064",가양1동,"251",66797,"19","100"
11,"20210630","1116064",가양1동,"251",66798,"26","100"
11,"20210630","1116064",가양1동,"251",66799,"31","100"
11,"20210630","1116064",가양1동,"251",66800,"29","100"
11,"20210630","1116064",가양1동,"251",66801,"18","200"
11,"20210630","1116064",가양1동,"251",66802,"7","100"
11,"20210630","1116064",가양1동,"251",66803,"10","400"
11,"20210630","1116064",가양1동,"251",66804,"11","300"
11,"20210630","1116064",가양1동,"251",66805,"9","100"
11,"20210630","1116064",가양1동,"251",66806,"10","100"
11,"20210630","1116064",가양1동,"251",66807,"14","100"
11,"20210630","1116064",가양1동,"251",66808,"11","100"
11,"20210630","1116064",가양1동,"251",66809,"6","100"
11,"20210630","1116064",가양1동,"251",66810,"2","100"
11,"20210630","1116064",가양1동,"251",66966,"14","100"
11,"20210630","1116064",가양1동,"251",66967,"7","100"
11,"20210630","1116064",가양1동,"251",66968,"2","100"
11,"20210630","1116064",가양1동,"251",66969,"4","200"
11,"20210630","1116064",가양1동,"251",66970,"5","100"
11,"20210630","1116064",가양1동,"251",66971,"2","100"
11,"20210630","1116064",가양1동,"251",66972,"1","100"
11,"20210630","1116064",가양1동,"251",66973,"1","100"
11,"20210630","1116064",가양1동,"251",66974,"2","200"
11,"20210630","1116064",가양1동,"251",66975,"1","100"
11,"20210630","1116064",가양1동,"251",66976,"1","100"
11,"20210630","1116064",가양1동,"251",66977,"4","100"
11,"20210630","1116064",가양1동,"251",66978,"9","100"
11,"20210630","1116064",가양1동,"251",66979,"11","100"
11,"20210630","1116064",가양1동,"251",66980,"8","100"
11,"20210630","1116064",가양1동,"251",66981,"4","100"
11,"20210630","1116064",가양1동,"251",66982,"4","1400"
11,"20210630","1116064",가양1동,"251",66983,"7","100"
11,"20210630","1116064",가양1동,"251",66984,"14","100"
11,"20210630","1116064",가양1동,"251",66985,"23","100"
11,"20210630","1116064",가양1동,"251",66986,"28","100"
11,"20210630","1116064",가양1동,"251",66987,"36","100"
11,"20210630","1116064",가양1동,"251",66988,"41","100"
11,"20210630","1116064",가양1동,"251",66989,"40","200"
11,"20210630","1116064",가양1동,"251",66990,"30","100"
11,"20210630","1116064",가양1동,"251",66991,"12","100"
11,"20210630","1116064",가양1동,"251",66992,"11","100"
11,"20210630","1116064",가양1동,"251",66993,"8","100"
11,"20210630","1116064",가양1동,"251",66994,"8","100"
11,"20210630","1116064",가양1동,"251",66995,"11","100"
11,"20210630","1116064",가양1동,"251",66996,"14","100"
11,"20210630","1116064",가양1동,"251",66997,"13","200"
11,"20210630","1116064",가양1동,"251",66998,"9","100"
11,"20210630","1116064",가양1동,"251",66999,"4","100"
11,"20210630","1116064",가양1동,"251",67000,"1","100"
11,"20210630","1116064",가양1동,"251",67158,"17","200"
11,"20210630","1116064",가양1동,"251",67159,"12","100"
11,"20210630","1116064",가양1동,"251",67160,"7","100"
11,"20210630","1116064",가양1동,"251",67161,"2","100"
11,"20210630","1116064",가양1동,"251",67162,"1","100"
11,"20210630","1116064",가양1동,"251",67163,"2","100"
11,"20210630","1116064",가양1동,"251",67164,"5","100"
11,"20210630","1116064",가양1동,"251",67165,"10","100"
11,"20210630","1116064",가양1동,"251",67166,"14","100"
11,"20210630","1116064",가양1동,"251",67167,"10","100"
11,"20210630","1116064",가양1동,"251",67168,"4","100"
11,"20210630","1116064",가양1동,"251",67169,"12","100"
11,"20210630","1116064",가양1동,"251",67170,"23","100"
11,"20210630","1116064",가양1동,"251",67171,"25","100"
11,"20210630","1116064",가양1동,"251",67172,"27","100"
11,"20210630","1116064",가양1동,"251",67173,"34","100"
11,"20210630","1116064",가양1동,"251",67174,"35","100"
11,"20210630","1116064",가양1동,"251",67175,"36","100"
11,"20210630","1116064",가양1동,"251",67176,"47","200"
11,"20210630","1116064",가양1동,"251",67177,"32","100"
11,"20210630","1116064",가양1동,"251",67178,"16","100"
11,"20210630","1116064",가양1동,"251",67179,"12","100"
11,"20210630","1116064",가양1동,"251",67180,"7","100"
11,"20210630","1116064",가양1동,"251",67181,"7","100"
11,"20210630","1116064",가양1동,"251",67182,"9","100"
11,"20210630","1116064",가양1동,"251",67183,"14","100"
11,"20210630","1116064",가양1동,"251",67184,"12","100"
11,"20210630","1116064",가양1동,"251",67185,"7","100"
11,"20210630","1116064",가양1동,"251",67186,"2","100"
11,"20210630","1116064",가양1동,"251",67345,"16","100"
11,"20210630","1116064",가양1동,"251",67346,"13","200"
11,"20210630","1116064",가양1동,"251",67347,"10","200"
11,"20210630","1116064",가양1동,"251",67348,"9","100"
11,"20210630","1116064",가양1동,"251",67349,"6","100"
11,"20210630","1116064",가양1동,"251",67350,"3","100"
11,"20210630","1116064",가양1동,"251",67351,"1","100"
11,"20210630","1116064",가양1동,"251",67352,"1","100"
11,"20210630","1116064",가양1동,"251",67353,"7","100"
11,"20210630","1116064",가양1동,"251",67354,"11","100"
11,"20210630","1116064",가양1동,"251",67355,"14","100"
11,"20210630","1116064",가양1동,"251",67356,"11","100"
11,"20210630","1116064",가양1동,"251",67357,"5","100"
11,"20210630","1116064",가양1동,"251",67358,"7","100"
11,"20210630","1116064",가양1동,"251",67359,"19","100"
11,"20210630","1116064",가양1동,"251",67360,"26","100"
11,"20210630","1116064",가양1동,"251",67361,"24","100"
11,"20210630","1116064",가양1동,"251",67362,"26","100"
11,"20210630","1116064",가양1동,"251",67363,"31","100"
11,"20210630","1116064",가양1동,"251",67364,"30","100"
11,"20210630","1116064",가양1동,"251",67365,"25","100"
11,"20210630","1116064",가양1동,"251",67366,"41","100"
11,"20210630","1116064",가양1동,"251",67367,"52","300"
11,"20210630","1116064",가양1동,"251",67368,"43","100"
11,"20210630","1116064",가양1동,"251",67369,"29","100"
11,"20210630","1116064",가양1동,"251",67370,"15","100"
11,"20210630","1116064",가양1동,"251",67371,"6","1499"
11,"20210630","1116064",가양1동,"251",67372,"8","100"
11,"20210630","1116064",가양1동,"251",67373,"11","100"
11,"20210630","1116064",가양1동,"251",67374,"14","200"
11,"20210630","1116064",가양1동,"251",67375,"10","100"
11,"20210630","1116064",가양1동,"251",67376,"4","100"
11,"20210630","1116064",가양1동,"251",67377,"1","100"
11,"20210630","1116064",가양1동,"251",67516,"14","100"
11,"20210630","1116064",가양1동,"251",67517,"11","900"
11,"20210630","1116064",가양1동,"251",67518,"12","100"
11,"20210630","1116064",가양1동,"251",67519,"8","100"
11,"20210630","1116064",가양1동,"251",67520,"5","100"
11,"20210630","1116064",가양1동,"251",67521,"1","100"
11,"20210630","1116064",가양1동,"251",67522,"1","100"
11,"20210630","1116064",가양1동,"251",67523,"6","100"
11,"20210630","1116064",가양1동,"251",67524,"12","200"
11,"20210630","1116064",가양1동,"251",67525,"9","100"
11,"20210630","1116064",가양1동,"251",67526,"4","100"
11,"20210630","1116064",가양1동,"251",67527,"10","100"
11,"20210630","1116064",가양1동,"251",67528,"22","100"
11,"20210630","1116064",가양1동,"251",67529,"25","200"
11,"20210630","1116064",가양1동,"251",67530,"23","400"
11,"20210630","1116064",가양1동,"251",67531,"26","100"
11,"20210630","1116064",가양1동,"251",67532,"29","100"
11,"20210630","1116064",가양1동,"251",67533,"23","200"
11,"20210630","1116064",가양1동,"251",67534,"28","100"
11,"20210630","1116064",가양1동,"251",67535,"42","100"
11,"20210630","1116064",가양1동,"251",67536,"56","100"
11,"20210630","1116064",가양1동,"251",67537,"52","100"
