건물용도코드,읍면동코드,지상층수,고시일자,도로구간시군구코드,도로명코드,시군구코드,지하층수
1000,109,2,2011-07-29,11500,4145326,11500,1
1000,109,2,2011-07-29,11500,4145326,11500,1
1001,108,2,2011-07-29,11500,4145326,11500,1
1000,109,3,2011-07-29,11500,4145326,11500,0
2002,105,2,2011-07-29,11500,4145332,11500,1
2002,105,2,2011-07-29,11500,4145332,11500,1
2002,105,2,2011-07-29,11500,4145332,11500,1
2002,105,2,2011-07-29,11500,4145332,11500,1
2004,105,2,2011-07-29,11500,4145332,11500,1
2002,105,2,2011-07-29,11500,4145332,11500,1
2002,109,4,2011-07-29,11500,4145333,11500,1
1000,109,2,2011-07-29,11500,4145333,11500,1
1000,109,2,2011-07-29,11500,4145333,11500,1
1000,109,2,2011-07-29,11500,4145333,11500,1
1000,109,2,2011-07-29,11500,4145333,11500,1
2002,109,5,2011-07-29,11500,4145333,11500,0
1000,109,2,2011-07-29,11500,4145333,11500,1
1001,109,3,2011-07-29,11500,4145333,11500,0
1000,109,2,2011-07-29,11500,4145333,11500,1
1000,109,2,2011-07-29,11500,4145333,11500,1
1000,109,2,2011-07-29,11500,4145333,11500,1
2001,109,1,2011-07-29,11500,4145340,11500,2
2001,109,1,2011-07-29,11500,4145340,11500,2
2001,109,1,2011-07-29,11500,4145340,11500,2
2001,109,1,2011-07-29,11500,4145340,11500,2
2001,109,1,2011-07-29,11500,4145340,11500,2
10202,109,11,2011-07-29,11500,4145340,11500,1
1003,109,2,2011-07-29,11500,4145340,11500,1
2002,109,4,2011-07-29,11500,4145340,11500,1
4201,109,5,2011-07-29,11500,4145340,11500,0
4402,109,4,2011-07-29,11500,4145340,11500,1
1000,109,3,2011-07-29,11500,4145340,11500,0
1003,108,2,2011-07-29,11500,4145350,11500,1
1003,108,2,2011-07-29,11500,4145350,11500,1
1003,108,2,2011-07-29,11500,4145350,11500,1
1003,108,2,2011-07-29,11500,4145350,11500,1
2003,108,6,2014-10-15,11500,4145350,11500,0
1003,108,2,2011-07-29,11500,4145350,11500,1
2003,108,2,2011-07-29,11500,4145350,11500,1
1003,108,2,2011-07-29,11500,4145350,11500,1
2003,108,5,2011-07-29,11500,4145350,11500,0
1003,108,2,2011-07-29,11500,4145350,11500,1
1003,108,2,2011-07-29,11500,4145350,11500,1
1003,108,4,2011-07-29,11500,4145357,11500,0
1003,108,5,2011-07-29,11500,4145357,11500,0
1003,108,5,2011-07-29,11500,4145357,11500,0
1001,108,5,2011-07-29,11500,4145357,11500,0
1003,108,5,2011-07-29,11500,4145357,11500,0
1003,108,5,2011-07-29,11500,4145357,11500,0
1003,108,4,2011-07-29,11500,4145358,11500,1
1003,108,5,2011-07-29,11500,4145358,11500,0
1003,108,5,2011-07-29,11500,4145358,11500,0
1003,108,5,2011-07-29,11500,4145358,11500,0
10204,108,4,2011-07-29,11500,4145358,11500,1
1003,108,3,2011-07-29,11500,4145358,11500,1
4402,108,2,2011-07-29,11500,4145358,11500,0
2002,108,3,2011-07-29,11500,4145362,11500,1
10199,110,1,2018-05-09,11500,3000011,11500,0
1003,108,3,2011-07-29,11500,4145362,11500,1
1003,108,2,2011-07-29,11500,4145362,11500,1
1003,108,2,2011-07-29,11500,4145362,11500,1
1003,108,2,2011-07-29,11500,4145362,11500,1
1003,108,2,2011-07-29,11500,4145362,11500,1
1003,108,3,2011-07-29,11500,4145362,11500,0
1003,108,2,2011-07-29,11500,4145362,11500,1
1003,108,2,2011-07-29,11500,4145362,11500,1
8300,108,2,2011-07-29,11500,4145362,11500,0
3001,108,4,2011-07-29,11500,4145362,11500,1
2002,108,4,2011-07-29,11500,4145362,11500,0
1000,109,2,2011-07-29,11500,4145368,11500,1
1000,109,2,2011-07-29,11500,4145368,11500,1
1000,109,2,2011-07-29,11500,4145368,11500,1
2003,109,6,2014-02-12,11500,4145368,11500,0
1000,109,2,2011-07-29,11500,4145368,11500,1
1000,109,2,2011-07-29,11500,4145368,11500,1
1000,109,2,2011-07-29,11500,4145368,11500,1
2002,109,5,2011-07-29,11500,4145368,11500,0
1000,109,2,2011-07-29,11500,4145368,11500,1
1000,109,1,2011-07-29,11500,4145368,11500,1
1000,109,2,2011-07-29,11500,4145368,11500,1
1000,109,2,2011-07-29,11500,4145368,11500,1
1000,109,2,2011-07-29,11500,4145368,11500,1
1000,109,2,2011-07-29,11500,4145368,11500,1
1000,109,2,2011-07-29,11500,4145368,11500,1
1001,109,3,2011-07-29,11500,4145376,11500,1
1001,109,0,2011-07-29,11500,4145376,11500,0
1000,109,2,2011-07-29,11500,4145376,11500,1
1001,109,2,2011-07-29,11500,4145376,11500,1
1000,109,1,2011-07-29,11500,4145376,11500,0
1000,109,2,2011-07-29,11500,4145376,11500,1
1000,109,2,2011-07-29,11500,4145376,11500,1
1000,109,2,2011-07-29,11500,4145376,11500,1
1000,109,0,2011-07-29,11500,4145376,11500,0
1001,109,1,2011-07-29,11500,4145376,11500,0
1003,109,3,2011-07-29,11500,4145376,11500,1
1000,109,1,2011-07-29,11500,4145376,11500,0
1000,109,1,2011-07-29,11500,4145376,11500,0
1000,109,1,2011-07-29,11500,4145376,11500,0
1000,109,1,2011-07-29,11500,4145376,11500,0
1000,109,0,2011-07-29,11500,4145376,11500,0
2001,106,0,2011-07-29,11500,4145382,11500,0
2001,106,0,2011-07-29,11500,4145382,11500,0
2001,106,0,2011-07-29,11500,4145382,11500,0
2001,106,0,2011-07-29,11500,4145382,11500,0
2001,106,0,2011-07-29,11500,4145382,11500,0
2001,106,0,2011-07-29,11500,4145382,11500,0
2001,106,0,2011-07-29,11500,4145382,11500,0
2001,106,0,2011-07-29,11500,4145382,11500,0
2001,106,0,2011-07-29,11500,4145382,11500,0
2001,106,0,2011-07-29,11500,4145382,11500,0
2001,106,0,2011-07-29,11500,4145382,11500,0
2001,106,0,2011-07-29,11500,4145382,11500,0
1000,109,1,2011-07-29,11500,4145391,11500,1
4999,109,4,2011-07-29,11500,4145391,11500,1
4402,109,1,2011-07-29,11500,4145391,11500,0
3999,109,3,2011-07-29,11500,4145391,11500,0
1000,109,3,2011-07-29,11500,4145391,11500,1
8201,109,0,2011-07-29,11500,4145391,11500,0
1001,109,3,2011-07-29,11500,4145391,11500,1
1000,109,4,2011-07-29,11500,4145391,11500,0
4402,109,3,2011-07-29,11500,4145391,11500,0
2002,109,4,2011-07-29,11500,4145391,11500,1
2002,109,4,2011-07-29,11500,4145391,11500,1
3001,109,1,2011-07-29,11500,4145392,11500,0
4402,109,4,2011-07-29,11500,4145399,11500,0
3001,109,4,2011-07-29,11500,4145399,11500,1
1000,109,5,2011-07-29,11500,4145399,11500,0
4999,109,5,2011-07-29,11500,4145399,11500,0
1000,109,2,2011-07-29,11500,4145399,11500,1
4999,109,5,2011-07-29,11500,4145399,11500,0
1000,109,3,2011-07-29,11500,4145399,11500,1
1000,109,2,2011-07-29,11500,4145399,11500,0
4001,109,0,2011-07-29,11500,4145399,11500,0
4402,109,3,2011-11-09,11500,4145400,11500,0
3001,109,4,2011-07-29,11500,4145400,11500,1
3001,109,3,2011-07-29,11500,4145400,11500,1
4402,109,1,2011-07-29,11500,4145400,11500,0
10204,109,5,2011-07-29,11500,4145400,11500,2
4201,105,5,2011-07-29,11500,4145404,11500,1
2001,105,0,2011-07-29,11500,4145404,11500,0
2001,105,0,2011-07-29,11500,4145404,11500,0
2005,105,0,2011-07-29,11500,4145404,11500,0
2005,105,0,2011-07-29,11500,4145404,11500,0
2005,105,0,2011-07-29,11500,4145404,11500,0
2006,105,0,2011-07-29,11500,4145404,11500,0
2001,105,3,2011-07-29,11500,4145404,11500,1
2005,105,0,2011-07-29,11500,4145404,11500,0
2005,105,3,2011-07-29,11500,4145404,11500,1
3001,105,1,2012-02-01,11500,4145404,11500,0
2002,109,4,2011-07-29,11500,4145405,11500,1
3001,109,0,2011-07-29,11500,4145405,11500,0
10204,104,0,2011-07-29,11500,4145410,11500,0
4999,104,4,2011-07-29,11500,4145410,11500,1
1003,104,2,2011-07-29,11500,4145410,11500,1
4999,104,1,2011-07-29,11500,4145410,11500,0
1003,104,2,2011-07-29,11500,4145410,11500,1
1003,104,3,2011-07-29,11500,4145410,11500,0
1003,104,2,2011-07-29,11500,4145410,11500,1
2002,104,4,2011-07-29,11500,4145410,11500,0
16005,104,13,2013-12-11,11500,4145411,11500,5
16005,104,0,2013-10-02,11500,4145411,11500,1
13100,104,5,2011-07-29,11500,4145411,11500,0
2001,104,1,2011-07-29,11500,4145411,11500,0
2003,103,6,2017-11-01,11500,4145501,11500,0
2003,103,6,2017-11-01,11500,4145494,11500,0
2001,101,18,2011-07-29,11500,4145418,11500,0
2001,101,1,2011-07-29,11500,4145418,11500,0
2001,101,17,2011-07-29,11500,4145418,11500,0
2001,101,15,2011-07-29,11500,4145418,11500,2
2001,101,15,2011-07-29,11500,4145418,11500,0
2004,101,3,2011-07-29,11500,4145418,11500,1
2001,101,15,2011-07-29,11500,4145418,11500,2
2006,101,15,2011-07-29,11500,4145418,11500,2
1003,101,3,2011-07-29,11500,4145418,11500,1
2003,101,6,2012-09-19,11500,4145418,11500,0
4999,101,1,2011-07-29,11500,4145418,11500,0
2001,101,2,2011-07-29,11500,4145425,11500,1
2001,101,15,2011-07-29,11500,4145425,11500,0
2001,101,1,2011-07-29,11500,4145425,11500,0
2006,101,1,2011-07-29,11500,4145425,11500,0
2004,101,1,2011-07-29,11500,4145425,11500,0
2001,101,15,2011-07-29,11500,4145425,11500,2
2001,101,9,2011-07-29,11500,4145425,11500,2
3999,101,4,2011-07-29,11500,4145425,11500,0
10204,101,4,2011-07-29,11500,4145426,11500,1
10204,101,2,2011-07-29,11500,4145426,11500,1
10204,101,2,2011-07-29,11500,4145426,11500,1
3999,101,1,2011-07-29,11500,4145426,11500,0
4402,103,2,2011-07-29,11500,4145433,11500,1
1000,103,3,2011-07-29,11500,4145433,11500,1
2003,103,5,2015-02-17,11500,4145433,11500,0
1000,103,2,2011-07-29,11500,4145433,11500,1
2002,103,5,2011-07-29,11500,4145433,11500,0
2002,103,5,2011-07-29,11500,4145433,11500,0
1000,103,2,2011-07-29,11500,4145433,11500,1
2002,103,3,2011-07-29,11500,4145433,11500,1
2002,103,3,2011-07-29,11500,4145433,11500,1
1000,103,3,2011-07-29,11500,4145433,11500,1
2002,103,4,2011-07-29,11500,4145433,11500,1
1000,103,3,2011-07-29,11500,4145433,11500,1
1000,103,3,2011-07-29,11500,4145433,11500,1
2002,103,4,2011-07-29,11500,4145433,11500,1
2003,103,7,2011-11-23,11500,4145433,11500,1
1000,106,2,2011-07-29,11500,4145436,11500,1
1003,106,4,2011-07-29,11500,4145436,11500,1
1003,106,2,2011-07-29,11500,4145436,11500,1
4999,106,4,2011-07-29,11500,4145436,11500,1
1002,106,3,2011-07-29,11500,4145436,11500,1
2002,106,4,2011-07-29,11500,4145436,11500,1
1003,106,3,2011-07-29,11500,4145438,11500,1
2003,106,5,2011-07-29,11500,4145438,11500,0
2001,106,7,2011-07-29,11500,4145438,11500,0
2002,106,4,2011-07-29,11500,4145438,11500,1
1000,106,2,2011-07-29,11500,4145438,11500,1
2003,106,6,2014-06-18,11500,4145438,11500,0
2003,106,0,2011-07-29,11500,4145438,11500,0
2002,106,5,2011-07-29,11500,4145438,11500,0
2002,106,5,2011-07-29,11500,4145438,11500,0
2002,106,4,2011-07-29,11500,4145438,11500,1
1003,106,2,2011-07-29,11500,4145438,11500,1
2002,106,5,2011-07-29,11500,4145438,11500,0
1001,106,2,2011-07-29,11500,4145438,11500,1
1003,106,3,2011-07-29,11500,4145439,11500,1
1001,103,1,2011-07-29,11500,4145446,11500,1
1001,103,1,2011-07-29,11500,4145446,11500,1
2002,103,2,2011-07-29,11500,4145446,11500,1
1001,103,2,2011-07-29,11500,4145446,11500,1
1001,103,2,2011-07-29,11500,4145446,11500,1
2002,103,2,2011-07-29,11500,4145446,11500,1
2002,103,2,2011-07-29,11500,4145446,11500,1
1003,103,3,2011-07-29,11500,4145446,11500,1
1001,103,2,2011-07-29,11500,4145446,11500,0
1001,103,2,2011-07-29,11500,4145446,11500,1
1001,103,2,2011-07-29,11500,4145446,11500,1
2002,103,4,2011-07-29,11500,4145446,11500,1
2002,103,5,2011-07-29,11500,4145446,11500,0
1001,103,2,2011-07-29,11500,4145446,11500,1
1001,103,2,2011-07-29,11500,4145446,11500,1
2003,103,5,2011-07-29,11500,4145455,11500,0
2002,103,4,2011-07-29,11500,4145455,11500,1
1001,103,1,2011-07-29,11500,4145455,11500,1
2002,103,4,2011-07-29,11500,4145455,11500,1
2003,103,5,2011-07-29,11500,4145455,11500,0
2002,103,4,2011-07-29,11500,4145455,11500,1
2003,103,5,2011-07-29,11500,4145455,11500,0
2002,103,4,2011-07-29,11500,4145455,11500,1
1001,103,2,2011-07-29,11500,4145455,11500,1
2002,103,4,2011-07-29,11500,4145455,11500,1
2003,103,5,2011-07-29,11500,4145455,11500,0
1001,103,1,2011-07-29,11500,4145455,11500,1
1001,103,1,2011-07-29,11500,4145455,11500,1
2003,103,5,2011-10-19,11500,4145456,11500,0
8203,103,2,2011-07-29,11500,4145456,11500,1
2002,103,2,2011-07-29,11500,4145462,11500,1
1003,103,2,2011-07-29,11500,4145462,11500,1
1001,103,1,2011-07-29,11500,4145462,11500,1
2002,103,4,2011-07-29,11500,4145462,11500,1
1001,103,1,2011-07-29,11500,4145462,11500,1
8203,103,3,2015-02-04,11500,4145462,11500,1
4402,103,3,2011-07-29,11500,4145462,11500,1
2002,103,4,2011-07-29,11500,4145462,11500,0
1001,103,2,2011-07-29,11500,4145462,11500,1
2003,103,4,2011-07-29,11500,4145462,11500,1
2002,103,4,2011-07-29,11500,4145462,11500,1
1003,103,3,2011-07-29,11500,4145462,11500,1
2002,103,4,2011-07-29,11500,4145462,11500,1
2002,103,4,2011-07-29,11500,4145462,11500,1
1003,103,3,2011-07-29,11500,4145462,11500,0
2002,103,4,2011-07-29,11500,4145462,11500,1
1001,103,2,2011-07-29,11500,4145462,11500,1
1001,103,2,2011-07-29,11500,4145462,11500,1
2003,103,1,2011-07-29,11500,4145464,11500,1
2003,103,2,2011-07-29,11500,4145464,11500,1
1001,103,2,2011-07-29,11500,4145464,11500,1
2002,103,4,2011-07-29,11500,4145464,11500,1
2002,103,4,2011-07-29,11500,4145464,11500,1
2002,103,4,2011-07-29,11500,4145464,11500,1
1001,103,2,2011-07-29,11500,4145464,11500,1
2003,103,5,2011-07-29,11500,4145464,11500,1
2003,103,2,2011-07-29,11500,4145464,11500,1
2002,103,4,2011-07-29,11500,4145464,11500,1
2002,103,4,2011-07-29,11500,4145464,11500,0
3999,103,5,2011-07-29,11500,4145464,11500,0
2002,103,3,2011-07-29,11500,4145467,11500,1
1001,103,2,2011-07-29,11500,4145467,11500,1
2003,103,5,2011-07-29,11500,4145467,11500,0
2003,103,5,2011-07-29,11500,4145467,11500,0
1001,103,1,2011-07-29,11500,4145467,11500,1
2002,103,0,2011-07-29,11500,4145467,11500,0
2002,103,4,2011-07-29,11500,4145467,11500,1
1000,103,1,2011-07-29,11500,4145467,11500,1
4203,103,4,2011-07-29,11500,4145469,11500,0
1000,103,2,2011-07-29,11500,4145469,11500,1
2003,103,4,2012-06-27,11500,4145469,11500,1
2003,103,4,2011-07-29,11500,4145469,11500,2
2002,103,4,2011-07-29,11500,4145469,11500,1
1001,103,2,2011-07-29,11500,4145469,11500,1
2002,103,3,2011-07-29,11500,4145469,11500,1
1001,103,2,2011-07-29,11500,4145469,11500,1
2002,103,4,2011-07-29,11500,4145469,11500,1
2002,103,4,2011-07-29,11500,4145469,11500,1
1000,103,2,2011-07-29,11500,4145469,11500,1
1001,103,2,2011-07-29,11500,4145469,11500,1
2002,103,4,2011-07-29,11500,4145478,11500,1
2002,103,4,2011-07-29,11500,4145478,11500,1
1003,103,3,2011-07-29,11500,4145478,11500,1
1003,103,2,2011-07-29,11500,4145478,11500,1
2003,103,1,2011-07-29,11500,4145478,11500,1
1001,103,1,2011-07-29,11500,4145478,11500,1
2003,103,4,2011-07-29,11500,4145478,11500,1
2002,103,4,2011-07-29,11500,4145478,11500,1
2002,103,4,2011-07-29,11500,4145478,11500,1
2002,103,4,2011-07-29,11500,4145478,11500,1
1003,103,1,2011-07-29,11500,4145478,11500,1
2002,103,3,2011-07-29,11500,4145478,11500,1
1003,103,3,2011-07-29,11500,4145478,11500,1
2003,103,0,2011-07-29,11500,4145478,11500,0
3999,103,2,2011-07-29,11500,4145478,11500,1
1001,103,1,2011-07-29,11500,4145478,11500,1
1003,103,3,2011-07-29,11500,4145479,11500,1
1003,109,4,2011-07-29,11500,4145485,11500,0
2002,109,0,2011-07-29,11500,4145485,11500,0
1000,109,2,2011-07-29,11500,4145485,11500,1
1000,109,2,2011-07-29,11500,4145485,11500,1
2003,109,6,2015-03-18,11500,4145485,11500,0
1000,109,2,2011-07-29,11500,4145485,11500,1
1003,109,2,2011-07-29,11500,4145485,11500,1
1000,109,1,2011-07-29,11500,4145485,11500,1
1000,109,2,2011-07-29,11500,4145485,11500,1
1001,109,2,2011-07-29,11500,4145485,11500,1
1000,109,2,2011-07-29,11500,4145485,11500,1
1000,109,2,2011-07-29,11500,4145485,11500,1
1000,109,1,2011-07-29,11500,4145485,11500,1
1000,103,2,2011-07-29,11500,4145320,11500,1
1000,103,3,2011-07-29,11500,4145320,11500,0
1000,103,3,2011-07-29,11500,4145320,11500,0
1000,103,3,2011-07-29,11500,4145320,11500,1
1000,103,2,2011-07-29,11500,4145320,11500,1
4402,103,3,2011-07-29,11500,4145320,11500,1
1000,103,2,2011-07-29,11500,4145320,11500,1
3999,103,3,2011-07-29,11500,4145320,11500,1
8203,103,2,2011-07-29,11500,4145320,11500,1
1001,103,3,2011-07-29,11500,4145320,11500,1
3999,103,3,2011-07-29,11500,4145320,11500,1
4402,103,3,2011-07-29,11500,4145320,11500,1
1000,103,1,2011-07-29,11500,4145320,11500,1
1000,103,2,2011-07-29,11500,4145320,11500,1
1000,103,2,2011-07-29,11500,4145320,11500,1
1000,103,2,2011-07-29,11500,4145320,11500,1
1000,103,1,2011-07-29,11500,4145320,11500,1
4201,103,3,2011-07-29,11500,4145320,11500,1
1000,108,0,2011-07-29,11500,4145326,11500,0
1000,108,2,2011-07-29,11500,4145326,11500,1
2003,108,4,2011-07-29,11500,4145326,11500,1
2002,108,4,2011-07-29,11500,4145326,11500,1
2002,108,2,2011-07-29,11500,4145326,11500,1
1003,108,2,2011-07-29,11500,4145326,11500,1
1003,108,2,2011-07-29,11500,4145326,11500,1
1003,108,2,2011-07-29,11500,4145326,11500,1
1000,108,2,2011-07-29,11500,4145326,11500,1
1003,108,2,2011-07-29,11500,4145326,11500,1
1003,108,2,2011-07-29,11500,4145326,11500,1
1003,108,2,2011-07-29,11500,4145326,11500,1
1001,108,1,2011-07-29,11500,4145326,11500,1
1003,108,2,2011-07-29,11500,4145326,11500,1
1000,108,2,2011-07-29,11500,4145326,11500,1
1003,108,2,2011-07-29,11500,4145326,11500,1
2003,108,5,2011-07-29,11500,4145326,11500,0
1001,108,2,2011-07-29,11500,4145326,11500,1
1000,109,2,2011-07-29,11500,4145333,11500,1
1000,109,2,2011-07-29,11500,4145333,11500,1
1000,109,2,2011-07-29,11500,4145333,11500,1
2001,109,15,2011-07-29,11500,4145334,11500,1
2001,109,15,2011-07-29,11500,4145334,11500,1
2001,109,0,2011-07-29,11500,4145334,11500,0
2004,109,3,2011-07-29,11500,4145334,11500,1
2006,109,0,2011-07-29,11500,4145334,11500,0
1000,109,4,2011-07-29,11500,4145334,11500,1
1000,109,4,2011-07-29,11500,4145334,11500,1
2001,109,1,2011-07-29,11500,4145334,11500,0
2001,109,14,2011-07-29,11500,4145334,11500,1
2001,109,1,2011-07-29,11500,4145334,11500,0
2001,109,1,2011-07-29,11500,4145334,11500,0
1000,109,3,2011-07-29,11500,4145340,11500,1
8103,109,1,2011-07-29,11500,4145341,11500,0
8103,109,1,2011-07-29,11500,4145341,11500,0
8103,109,1,2011-07-29,11500,4145341,11500,0
8103,109,1,2011-07-29,11500,4145341,11500,0
8103,109,1,2011-07-29,11500,4145341,11500,0
8103,109,1,2011-07-29,11500,4145341,11500,0
8103,109,1,2011-07-29,11500,4145341,11500,0
8103,109,1,2011-07-29,11500,4145341,11500,0
8103,109,1,2011-07-29,11500,4145341,11500,0
8103,109,1,2011-07-29,11500,4145341,11500,0
8101,109,4,2011-07-29,11500,4145341,11500,1
8101,109,4,2011-07-29,11500,4145341,11500,1
8101,109,4,2011-07-29,11500,4145341,11500,1
2003,108,6,2011-11-16,11500,4145350,11500,0
1001,108,2,2011-07-29,11500,4145350,11500,1
1003,108,2,2011-07-29,11500,4145350,11500,1
2003,108,5,2011-07-29,11500,4145350,11500,0
1003,108,2,2011-07-29,11500,4145350,11500,1
1003,108,5,2011-07-29,11500,4145358,11500,0
1003,108,3,2011-07-29,11500,4145358,11500,1
1003,108,3,2011-07-29,11500,4145358,11500,1
1003,108,4,2011-07-29,11500,4145358,11500,0
1003,108,5,2011-07-29,11500,4145358,11500,0
1003,108,5,2011-07-29,11500,4145358,11500,0
1003,108,4,2011-07-29,11500,4145358,11500,0
1003,108,4,2011-07-29,11500,4145358,11500,0
1003,108,3,2011-07-29,11500,4145358,11500,1
1003,108,4,2011-07-29,11500,4145358,11500,1
1003,108,3,2011-07-29,11500,4145358,11500,1
10204,108,5,2011-07-29,11500,4145358,11500,0
3001,108,5,2011-07-29,11500,4145358,11500,0
4402,108,4,2011-07-29,11500,4145358,11500,0
1001,108,2,2011-07-29,11500,4145362,11500,1
1003,108,5,2011-07-29,11500,4145363,11500,0
6308,108,6,2011-07-29,11500,4145363,11500,0
1003,108,5,2011-07-29,11500,4145363,11500,1
1003,108,5,2011-07-29,11500,4145363,11500,0
1003,108,5,2011-07-29,11500,4145363,11500,0
1003,108,5,2011-07-29,11500,4145363,11500,0
1003,108,5,2011-07-29,11500,4145363,11500,0
1003,108,5,2011-07-29,11500,4145363,11500,0
1003,108,5,2011-07-29,11500,4145363,11500,0
10204,108,1,2014-02-19,11500,4145363,11500,0
1003,108,5,2011-07-29,11500,4145363,11500,0
1003,108,5,2011-07-29,11500,4145363,11500,0
10204,108,1,2014-02-19,11500,4145363,11500,0
1003,108,5,2011-07-29,11500,4145363,11500,0
1000,109,2,2011-07-29,11500,4145368,11500,1
1000,109,1,2011-07-29,11500,4145368,11500,1
1000,109,2,2011-07-29,11500,4145368,11500,1
1000,109,3,2011-07-29,11500,4145368,11500,1
1000,109,2,2011-07-29,11500,4145368,11500,1
1003,109,5,2011-07-29,11500,4145368,11500,1
1000,109,2,2011-07-29,11500,4145368,11500,1
1001,109,3,2011-07-29,11500,4145369,11500,1
4402,109,0,2011-07-29,11500,4145369,11500,0
1000,109,1,2011-07-29,11500,4145369,11500,0
1000,109,1,2011-07-29,11500,4145369,11500,0
1000,109,2,2011-07-29,11500,4145369,11500,1
1000,109,2,2011-07-29,11500,4145369,11500,1
3001,109,3,2011-07-29,11500,4145369,11500,1
1000,109,2,2011-07-29,11500,4145369,11500,1
4402,109,2,2011-07-29,11500,4145369,11500,1
4201,109,3,2011-07-29,11500,4145369,11500,1
3001,109,3,2011-07-29,11500,4145369,11500,1
1000,109,0,2011-07-29,11500,4145376,11500,0
1000,109,0,2011-07-29,11500,4145376,11500,0
4402,109,1,2011-07-29,11500,4145376,11500,0
3001,108,2,2011-12-21,11500,4145377,11500,0
3001,108,1,2011-07-29,11500,4145377,11500,0
8204,108,0,2011-07-29,11500,4145377,11500,0
13100,108,5,2011-07-29,11500,4145377,11500,1
1003,108,2,2011-07-29,11500,4145377,11500,1
1001,108,2,2011-07-29,11500,4145377,11500,1
1003,108,3,2011-07-29,11500,4145377,11500,1
1003,108,2,2011-07-29,11500,4145377,11500,1
1003,108,5,2011-07-29,11500,4145377,11500,0
1003,108,3,2011-07-29,11500,4145377,11500,1
1003,108,2,2011-07-29,11500,4145377,11500,1
1003,108,2,2011-07-29,11500,4145377,11500,1
1001,108,2,2011-07-29,11500,4145377,11500,1
1001,108,2,2011-07-29,11500,4145377,11500,1
2001,106,0,2011-07-29,11500,4145382,11500,0
2001,106,0,2011-07-29,11500,4145382,11500,0
2001,106,0,2011-07-29,11500,4145382,11500,0
1003,106,3,2013-01-02,11500,4145382,11500,0
1003,106,3,2011-11-30,11500,4145382,11500,0
1003,106,3,2011-11-30,11500,4145382,11500,0
1003,106,3,2011-11-30,11500,4145382,11500,0
14001,109,1,2011-07-29,11500,4145384,11500,0
4006,109,1,2011-07-29,11500,4145384,11500,0
4006,109,1,2011-11-16,11500,4145384,11500,0
2003,109,4,2011-07-29,11500,4145384,11500,1
1000,109,4,2011-07-29,11500,4145384,11500,0
1000,109,2,2011-07-29,11500,4145384,11500,1
2003,109,5,2011-07-29,11500,4145384,11500,0
4402,109,1,2011-07-29,11500,4145392,11500,0
4001,109,1,2011-07-29,11500,4145392,11500,0
1000,109,1,2011-07-29,11500,4145392,11500,1
4001,109,1,2012-05-23,11500,4145392,11500,0
1003,109,4,2013-09-11,11500,4145392,11500,0
2002,109,4,2011-07-29,11500,4145392,11500,1
1000,109,2,2011-07-29,11500,4145392,11500,1
4402,109,4,2011-07-29,11500,4145392,11500,0
1000,109,2,2011-07-29,11500,4145392,11500,1
1000,109,4,2011-07-29,11500,4145392,11500,0
1000,109,5,2011-07-29,11500,4145392,11500,1
1000,109,2,2011-07-29,11500,4145392,11500,1
1000,109,3,2011-07-29,11500,4145392,11500,0
4402,109,1,2011-07-29,11500,4145400,11500,0
2002,109,4,2011-07-29,11500,4145400,11500,0
1001,109,2,2011-07-29,11500,4145400,11500,1
1001,109,2,2011-07-29,11500,4145400,11500,1
10204,109,3,2011-07-29,11500,4145400,11500,1
16006,109,1,2011-07-29,11500,4145400,11500,0
3001,109,5,2013-12-11,11500,4145400,11500,0
2001,109,15,2011-07-29,11500,4145400,11500,0
2001,109,15,2011-07-29,11500,4145400,11500,0
4999,109,1,2011-07-29,11500,4145400,11500,0
4999,109,2,2011-07-29,11500,4145400,11500,0
3002,109,2,2011-07-29,11500,4145400,11500,0
7107,109,2,2011-07-29,11500,4145400,11500,1
2002,109,5,2011-07-29,11500,4145405,11500,0
2002,109,5,2011-07-29,11500,4145405,11500,0
2002,109,4,2011-07-29,11500,4145405,11500,0
2001,109,1,2011-07-29,11500,4145405,11500,0
2001,109,1,2011-07-29,11500,4145405,11500,0
2001,109,1,2011-07-29,11500,4145405,11500,0
2001,109,1,2011-07-29,11500,4145405,11500,0
2006,109,1,2011-07-29,11500,4145405,11500,0
2006,109,1,2011-07-29,11500,4145405,11500,0
2006,109,1,2011-07-29,11500,4145405,11500,0
2001,104,1,2011-07-29,11500,4145411,11500,0
2006,104,1,2011-07-29,11500,4145411,11500,0
2006,104,1,2011-07-29,11500,4145411,11500,0
3999,104,5,2014-01-02,11500,4145411,11500,0
15001,104,3,2011-07-29,11500,4145411,11500,0
8101,104,4,2011-07-29,11500,4145412,11500,1
8101,104,4,2011-07-29,11500,4145412,11500,1
8101,104,4,2011-07-29,11500,4145412,11500,1
8101,104,4,2011-07-29,11500,4145412,11500,1
8101,104,4,2011-07-29,11500,4145412,11500,1
2001,104,20,2013-09-11,11500,4145412,11500,0
2001,104,21,2013-09-11,11500,4145412,11500,0
2001,104,21,2013-09-11,11500,4145412,11500,0
2001,104,20,2013-09-11,11500,4145412,11500,0
2001,104,21,2013-09-11,11500,4145412,11500,0
2001,104,21,2013-09-11,11500,4145412,11500,0
4999,101,2,2011-07-29,11500,4145419,11500,0
3999,101,1,2011-07-29,11500,4145419,11500,1
2001,101,7,2011-07-29,11500,4145419,11500,1
4999,101,7,2011-07-29,11500,4145419,11500,1
