건물용도코드,읍면동코드,지상층수,고시일자,도로구간시군구코드,도로명코드,시군구코드,지하층수
4010,103,4,2011-07-29,11500,3115011,11500,1
1003,103,3,2011-07-29,11500,3115011,11500,1
2003,103,2,2011-07-29,11500,3115011,11500,1
1003,103,4,2011-07-29,11500,3115011,11500,1
4201,103,4,2011-07-29,11500,3115011,11500,1
1001,103,2,2011-07-29,11500,3115011,11500,1
2002,103,4,2011-07-29,11500,3115011,11500,1
3001,103,4,2011-07-29,11500,3115011,11500,1
4402,103,3,2011-07-29,11500,3115011,11500,1
1001,103,1,2011-07-29,11500,3115011,11500,1
1003,103,2,2011-07-29,11500,3115011,11500,1
1001,103,2,2011-07-29,11500,3115011,11500,1
1003,103,3,2011-07-29,11500,3115011,11500,1
1003,103,2,2011-07-29,11500,3115011,11500,1
1003,103,2,2011-07-29,11500,3115011,11500,1
4201,103,4,2011-07-29,11500,3115011,11500,1
1001,103,1,2011-07-29,11500,3115011,11500,1
1003,103,3,2011-07-29,11500,3115011,11500,1
2002,103,4,2011-07-29,11500,3115011,11500,1
2003,103,5,2011-07-29,11500,3115011,11500,0
2002,103,4,2011-07-29,11500,3115011,11500,1
4402,103,3,2011-07-29,11500,3115011,11500,1
3001,103,3,2011-07-29,11500,3115011,11500,1
1003,103,2,2011-07-29,11500,3115011,11500,1
1003,103,3,2011-07-29,11500,3000009,11500,1
2002,103,5,2011-07-29,11500,3000009,11500,0
2003,103,5,2011-07-29,11500,3000009,11500,0
2002,103,5,2011-07-29,11500,3000009,11500,0
2002,103,3,2011-07-29,11500,3000009,11500,1
3001,103,4,2011-07-29,11500,3000009,11500,1
2003,103,7,2015-03-03,11500,3000009,11500,0
4402,103,7,2011-07-29,11500,3000009,11500,0
16999,103,0,2014-03-05,11500,3000009,11500,1
10101,110,1,2011-07-29,11500,3000011,11500,1
14001,110,1,2014-02-19,11500,3000011,11500,0
15002,110,4,2011-07-29,11500,3000011,11500,0
10204,103,5,2011-07-29,11500,3005063,11500,1
3999,103,3,2011-07-29,11500,3005063,11500,1
3001,103,3,2011-07-29,11500,3005063,11500,1
4012,103,4,2011-07-29,11500,3005063,11500,1
1003,103,5,2015-03-25,11500,3005063,11500,0
1000,103,3,2011-07-29,11500,3005063,11500,1
1000,103,2,2011-07-29,11500,3005063,11500,1
1000,103,2,2011-07-29,11500,3005063,11500,1
4201,103,6,2011-07-29,11500,3005063,11500,1
4402,103,0,2011-07-29,11500,3005063,11500,0
3999,103,5,2011-07-29,11500,3005063,11500,1
1000,103,4,2011-07-29,11500,3005063,11500,0
2001,102,20,2011-07-29,11500,3005064,11500,0
2001,102,20,2011-07-29,11500,3005064,11500,0
2001,102,20,2011-07-29,11500,3005064,11500,0
2001,102,20,2011-07-29,11500,3005064,11500,0
2001,102,20,2011-07-29,11500,3005064,11500,0
2001,102,20,2011-07-29,11500,3005064,11500,0
3103,102,3,2011-07-29,11500,3005064,11500,0
10204,102,5,2011-07-29,11500,3005064,11500,1
4999,102,3,2011-07-29,11500,3005064,11500,1
4999,102,3,2011-07-29,11500,3005064,11500,1
4999,102,3,2011-07-29,11500,3005064,11500,1
3999,103,0,2011-07-29,11500,3005069,11500,0
3999,103,2,2011-07-29,11500,3005069,11500,1
1001,103,3,2011-07-29,11500,3005069,11500,1
4017,103,3,2011-07-29,11500,3005069,11500,1
3999,103,0,2011-07-29,11500,3005069,11500,0
3999,103,3,2011-07-29,11500,3005069,11500,1
4017,103,3,2011-07-29,11500,3005069,11500,1
7103,103,3,2011-07-29,11500,3005069,11500,1
1001,103,2,2011-07-29,11500,3005069,11500,0
4999,103,1,2011-07-29,11500,3005069,11500,0
7103,103,3,2011-07-29,11500,3005069,11500,1
4012,103,3,2011-07-29,11500,3005069,11500,1
4999,103,4,2011-07-29,11500,3005069,11500,1
1000,103,2,2011-07-29,11500,3005069,11500,1
1000,103,2,2011-07-29,11500,3005069,11500,1
1000,103,2,2011-07-29,11500,3005069,11500,1
3999,103,3,2011-07-29,11500,3005069,11500,1
3015,103,3,2011-07-29,11500,3005069,11500,1
10101,103,7,2011-07-29,11500,3005069,11500,1
16001,103,7,2011-07-29,11500,3005069,11500,1
4402,103,10,2011-07-29,11500,3005069,11500,3
10204,103,5,2011-07-29,11500,3005069,11500,1
4402,103,10,2011-07-29,11500,3005069,11500,4
10202,103,15,2011-07-29,11500,3005069,11500,6
10299,103,19,2012-11-21,11500,3005069,11500,2
3001,103,12,2011-07-29,11500,3005069,11500,4
2001,103,12,2011-07-29,11500,3005069,11500,7
2003,103,6,2020-10-21,11500,4145463,11500,0
2001,103,7,2011-07-29,11500,3115001,11500,0
4012,103,4,2011-07-29,11500,3115001,11500,1
10204,103,3,2011-07-29,11500,3115001,11500,0
10204,103,4,2011-07-29,11500,3115001,11500,1
10204,103,4,2011-07-29,11500,3115001,11500,1
10202,103,9,2011-07-29,11500,3115001,11500,1
10204,103,5,2011-07-29,11500,3115001,11500,1
2001,103,5,2011-07-29,11500,3115001,11500,1
1002,103,3,2011-11-23,11500,3115001,11500,0
2002,103,4,2011-07-29,11500,3115001,11500,1
1003,103,2,2011-07-29,11500,3115001,11500,1
2002,103,2,2011-07-29,11500,3115001,11500,1
4401,103,3,2011-07-29,11500,3115001,11500,1
3999,103,3,2011-07-29,11500,3115001,11500,1
2003,106,6,2013-07-03,11500,3115001,11500,0
2002,106,5,2011-07-29,11500,3115001,11500,0
2002,106,5,2011-07-29,11500,3115001,11500,0
2002,106,5,2011-07-29,11500,3115001,11500,0
1001,106,2,2011-07-29,11500,3115001,11500,1
1001,106,2,2011-07-29,11500,3115001,11500,1
2002,106,0,2011-07-29,11500,3115001,11500,0
2003,106,5,2011-07-29,11500,3115001,11500,0
2003,106,5,2011-07-29,11500,3115001,11500,0
1003,106,2,2011-07-29,11500,3115001,11500,1
2003,106,4,2011-07-29,11500,3115001,11500,1
2003,106,4,2011-07-29,11500,3115001,11500,1
2002,106,4,2011-07-29,11500,3115001,11500,1
6308,104,2,2011-07-29,11500,3115001,11500,1
3001,104,0,2011-07-29,11500,3115001,11500,0
2003,104,1,2011-07-29,11500,3115001,11500,0
2003,104,0,2011-07-29,11500,3115001,11500,0
2003,104,0,2011-07-29,11500,3115001,11500,0
2003,104,0,2011-07-29,11500,3115001,11500,0
2003,104,0,2011-07-29,11500,3115001,11500,0
2003,104,0,2011-07-29,11500,3115001,11500,0
16999,104,1,2011-07-29,11500,3115001,11500,1
3001,104,0,2011-07-29,11500,3115001,11500,0
14001,104,1,2011-07-29,11500,3115001,11500,0
2003,104,1,2011-07-29,11500,3115001,11500,0
3999,104,1,2011-07-29,11500,3115001,11500,0
3999,104,1,2011-07-29,11500,3115001,11500,0
2003,104,0,2011-07-29,11500,3115001,11500,0
4201,104,3,2011-07-29,11500,3115001,11500,1
6308,104,3,2011-07-29,11500,3115001,11500,1
6308,104,3,2011-07-29,11500,3115001,11500,1
2001,109,1,2011-07-29,11500,3115002,11500,0
2005,109,1,2011-07-29,11500,3115002,11500,0
2001,109,1,2011-07-29,11500,3115002,11500,0
2005,109,1,2011-07-29,11500,3115002,11500,0
2005,109,1,2011-07-29,11500,3115002,11500,0
16999,109,1,2011-07-29,11500,3115002,11500,0
16999,109,4,2011-07-29,11500,3115002,11500,1
16999,109,1,2011-07-29,11500,3115002,11500,0
8102,109,1,2011-07-29,11500,3115002,11500,0
8102,109,1,2011-07-29,11500,3115002,11500,0
8102,109,1,2011-07-29,11500,3115002,11500,0
8102,109,1,2011-07-29,11500,3115002,11500,0
8102,109,1,2011-07-29,11500,3115002,11500,0
3001,104,10,2014-08-20,11500,3115008,11500,1
14001,104,1,2011-07-29,11500,3115008,11500,0
14001,104,1,2011-07-29,11500,3115008,11500,0
10299,104,9,2011-11-16,11500,3115008,11500,3
4999,104,4,2012-12-12,11500,3115008,11500,0
4999,104,3,2011-07-29,11500,3115008,11500,1
4999,104,4,2011-07-29,11500,3115008,11500,0
10204,104,6,2011-07-29,11500,3115008,11500,1
1001,104,1,2011-07-29,11500,3115008,11500,0
4001,104,3,2011-07-29,11500,3115008,11500,0
2002,104,0,2011-07-29,11500,3115008,11500,0
2002,104,1,2011-07-29,11500,3115008,11500,0
2002,104,0,2011-07-29,11500,3115008,11500,0
4402,104,12,2011-07-29,11500,3115008,11500,4
16999,101,2,2011-07-29,11500,3115008,11500,1
13100,101,2,2011-07-29,11500,3115008,11500,1
13100,101,2,2011-07-29,11500,3115008,11500,1
16999,102,4,2011-07-29,11500,3115008,11500,1
4999,101,5,2011-07-29,11500,3115008,11500,1
13100,102,2,2011-07-29,11500,3115008,11500,1
13100,102,2,2011-07-29,11500,3115008,11500,1
13100,102,2,2011-07-29,11500,3115008,11500,1
13100,102,2,2011-07-29,11500,3115008,11500,1
13100,102,2,2011-07-29,11500,3115008,11500,1
13100,102,2,2011-07-29,11500,3115008,11500,1
13100,102,2,2011-07-29,11500,3115008,11500,1
3999,101,5,2011-07-29,11500,3115008,11500,1
1003,106,2,2011-07-29,11500,3115009,11500,1
10204,106,5,2011-07-29,11500,3115009,11500,0
2002,106,4,2011-07-29,11500,3115009,11500,0
3001,106,2,2011-07-29,11500,3115009,11500,0
2002,106,4,2011-07-29,11500,3115009,11500,0
2001,106,5,2011-07-29,11500,3115009,11500,1
2002,106,4,2011-07-29,11500,3115009,11500,0
1003,106,2,2011-07-29,11500,3115009,11500,1
1003,106,3,2011-07-29,11500,3115009,11500,1
2003,106,6,2012-09-12,11500,3115009,11500,0
2003,106,6,2012-09-12,11500,3115009,11500,0
3001,106,3,2011-07-29,11500,3115009,11500,1
3999,106,3,2011-07-29,11500,3115009,11500,1
4999,106,4,2011-07-29,11500,3115009,11500,1
1000,106,2,2011-07-29,11500,3115009,11500,1
2003,103,5,2013-07-31,11500,3115011,11500,0
1001,103,1,2011-07-29,11500,3115011,11500,1
2002,103,4,2011-07-29,11500,3115011,11500,1
2002,103,4,2011-07-29,11500,3115011,11500,1
2002,103,4,2011-07-29,11500,3115011,11500,1
15002,110,2,2011-07-29,11500,3000011,11500,0
15001,110,3,2014-06-25,11500,3000011,11500,0
1001,109,1,2011-07-29,11500,3000011,11500,0
15001,109,1,2011-07-29,11500,3000011,11500,1
15001,109,1,2011-07-29,11500,3000011,11500,1
6306,109,0,2016-05-25,11500,4145490,11500,0
6306,109,0,2016-05-25,11500,4145490,11500,0
6306,109,0,2016-05-25,11500,4145490,11500,0
6306,109,0,2016-05-25,11500,4145490,11500,0
6306,109,0,2016-05-25,11500,4145490,11500,0
6306,109,1,2016-05-25,11500,4145490,11500,0
6306,109,1,2016-05-25,11500,4145490,11500,0
6306,109,1,2016-05-25,11500,4145490,11500,0
6306,109,1,2016-05-25,11500,4145490,11500,0
6306,109,1,2016-05-25,11500,4145490,11500,0
6306,109,0,2016-05-25,11500,4145490,11500,0
6306,109,0,2016-05-25,11500,4145490,11500,0
6306,109,1,2016-05-25,11500,4145490,11500,0
6306,109,0,2016-05-25,11500,4145490,11500,0
1000,103,3,2011-07-29,11500,3005063,11500,1
1000,103,2,2011-07-29,11500,3005063,11500,1
1000,103,3,2011-07-29,11500,3005063,11500,1
1000,103,2,2011-07-29,11500,3005063,11500,1
1000,103,2,2011-07-29,11500,3005063,11500,1
2002,103,5,2011-07-29,11500,3005063,11500,0
2002,103,5,2011-07-29,11500,3005063,11500,0
4201,103,3,2011-07-29,11500,3005063,11500,0
15001,103,2,2011-07-29,11500,3005063,11500,1
15001,103,2,2011-07-29,11500,3005063,11500,1
3999,103,7,2011-07-29,11500,3005063,11500,1
10204,103,4,2011-07-29,11500,3005063,11500,0
16006,103,1,2011-07-29,11500,3005063,11500,0
3001,103,3,2011-07-29,11500,3005063,11500,1
2003,102,8,2015-03-25,11500,3005064,11500,1
2003,102,8,2015-03-25,11500,3005064,11500,0
2003,102,8,2015-03-25,11500,3005064,11500,0
7107,102,0,2011-07-29,11500,3005064,11500,0
10204,102,8,2011-07-29,11500,3005064,11500,3
10101,102,5,2011-07-29,11500,3005064,11500,2
15001,102,2,2011-07-29,11500,3005064,11500,1
15001,102,2,2011-07-29,11500,3005064,11500,1
3001,102,3,2011-07-29,11500,3005064,11500,1
1003,102,2,2011-07-29,11500,3005064,11500,1
16006,102,3,2011-07-29,11500,3005064,11500,1
10299,102,4,2011-07-29,11500,3005064,11500,2
4499,102,1,2011-07-29,11500,3005064,11500,0
3001,103,3,2011-07-29,11500,3005069,11500,1
4402,103,4,2011-07-29,11500,3005069,11500,1
3999,103,4,2011-07-29,11500,3005069,11500,1
2002,103,4,2011-07-29,11500,3005069,11500,1
1003,103,2,2011-07-29,11500,3005069,11500,1
1001,103,2,2011-07-29,11500,3005069,11500,1
1003,103,2,2011-07-29,11500,3005069,11500,1
1003,103,3,2011-07-29,11500,3005069,11500,1
1003,103,3,2011-07-29,11500,3005069,11500,1
1001,103,2,2011-07-29,11500,3005069,11500,1
1003,103,2,2011-07-29,11500,3005069,11500,1
2003,103,5,2011-07-29,11500,3005069,11500,0
2003,103,5,2011-07-29,11500,3005069,11500,0
3001,103,0,2011-07-29,11500,3005069,11500,0
10101,103,5,2011-07-29,11500,3005069,11500,1
11101,103,8,2011-07-29,11500,3005069,11500,3
3999,102,4,2011-07-29,11500,3005069,11500,1
8103,102,1,2012-03-07,11500,3005069,11500,0
10204,102,4,2011-07-29,11500,3005069,11500,1
2002,102,5,2011-07-29,11500,3005069,11500,0
2002,102,5,2011-07-29,11500,3005069,11500,0
3001,102,4,2011-07-29,11500,3005069,11500,1
8103,102,1,2012-03-07,11500,3005069,11500,0
8103,102,1,2012-03-07,11500,3005069,11500,0
8103,102,1,2012-03-07,11500,3005069,11500,0
2003,103,6,2018-04-04,11500,4145043,11500,0
2003,103,6,2018-04-04,11500,4145043,11500,0
10204,103,0,2011-07-29,11500,3115001,11500,0
3999,103,3,2011-07-29,11500,3115001,11500,1
7103,103,5,2011-07-29,11500,3115001,11500,1
7107,103,3,2011-07-29,11500,3115001,11500,1
1001,103,4,2011-07-29,11500,3115001,11500,1
6999,103,3,2011-07-29,11500,3115001,11500,1
10204,103,7,2011-07-29,11500,3115001,11500,1
2002,103,4,2011-07-29,11500,3115001,11500,1
2003,103,2,2011-07-29,11500,3115001,11500,1
2003,103,2,2011-07-29,11500,3115001,11500,1
1001,103,1,2011-07-29,11500,3115001,11500,1
1001,103,1,2011-07-29,11500,3115001,11500,1
4401,103,3,2011-07-29,11500,3115001,11500,1
10204,103,5,2011-07-29,11500,3115001,11500,1
2002,106,4,2011-07-29,11500,3115001,11500,1
2002,106,3,2011-07-29,11500,3115001,11500,1
2003,106,4,2011-07-29,11500,3115001,11500,0
1003,106,2,2011-07-29,11500,3115001,11500,1
2002,106,3,2011-07-29,11500,3115001,11500,1
1003,106,3,2011-07-29,11500,3115001,11500,1
4001,106,2,2011-07-29,11500,3115001,11500,1
3001,106,3,2011-07-29,11500,3115001,11500,1
3105,106,2,2011-07-29,11500,3115001,11500,1
1003,106,2,2011-07-29,11500,3115001,11500,1
1003,106,6,2011-07-29,11500,3115001,11500,1
4201,106,6,2013-08-21,11500,3115001,11500,4
4402,106,0,2011-07-29,11500,3115001,11500,0
6299,106,0,2011-07-29,11500,3115001,11500,0
4401,106,6,2011-07-29,11500,3115001,11500,1
15001,106,3,2011-07-29,11500,3115001,11500,1
6308,104,3,2011-07-29,11500,3115001,11500,1
6308,104,3,2011-07-29,11500,3115001,11500,1
14001,104,1,2014-01-02,11500,3115001,11500,0
3001,104,0,2011-07-29,11500,3115001,11500,0
16999,104,4,2011-07-29,11500,3115001,11500,1
10299,104,1,2012-08-22,11500,3115001,11500,0
2001,104,3,2011-07-29,11500,3115001,11500,0
2001,104,3,2011-07-29,11500,3115001,11500,0
2001,104,3,2011-07-29,11500,3115001,11500,0
2001,104,3,2011-07-29,11500,3115001,11500,0
2001,104,3,2011-07-29,11500,3115001,11500,0
2001,104,3,2011-07-29,11500,3115001,11500,0
2001,104,3,2011-07-29,11500,3115001,11500,0
2001,104,3,2011-07-29,11500,3115001,11500,0
2001,104,3,2011-07-29,11500,3115001,11500,0
8102,109,1,2011-07-29,11500,3115002,11500,0
8101,109,5,2011-07-29,11500,3115002,11500,1
8101,109,5,2011-07-29,11500,3115002,11500,1
8101,109,5,2011-07-29,11500,3115002,11500,1
8101,109,5,2011-07-29,11500,3115002,11500,1
8101,109,5,2011-07-29,11500,3115002,11500,1
4201,109,2,2011-07-29,11500,3115002,11500,1
3001,109,5,2011-07-29,11500,3115002,11500,2
1003,109,3,2011-07-29,11500,3115002,11500,1
1003,109,2,2011-07-29,11500,3115002,11500,1
1003,109,3,2011-07-29,11500,3115002,11500,0
1003,109,3,2011-07-29,11500,3115002,11500,0
1003,109,2,2011-07-29,11500,3115002,11500,1
4203,109,1,2011-07-29,11500,3115002,11500,0
4203,109,1,2011-07-29,11500,3115002,11500,0
4203,109,1,2011-07-29,11500,3115002,11500,0
1003,103,5,2018-08-01,11500,4145274,11500,1
1002,106,3,2018-08-01,11500,4145055,11500,1
1003,103,5,2017-10-11,11500,4145043,11500,0
2003,103,6,2018-08-08,11500,4145272,11500,0
2003,103,6,2018-08-08,11500,4145272,11500,0
2003,103,6,2019-11-27,11500,4145469,11500,1
10202,109,14,2022-04-27,11500,4145105,11500,0
8004,105,8,2021-11-17,11500,3155045,11500,3
2003,103,6,2021-04-07,11500,4145040,11500,1
2003,103,3,2021-04-07,11500,4145258,11500,1
8004,105,10,2017-10-11,11500,3155046,11500,4
10202,103,8,2017-10-11,11500,4145251,11500,1
2003,103,6,2017-10-11,11500,4145291,11500,0
1001,106,3,2017-09-27,11500,4145382,11500,0
10204,105,14,2017-09-27,11500,3155045,11500,5
2003,103,6,2017-09-27,11500,4145451,11500,0
2003,103,1,2012-08-14,11500,4145295,11500,0
1000,103,2,2011-07-29,11500,4145295,11500,1
2002,103,3,2011-07-29,11500,4145295,11500,1
1000,103,1,2011-07-29,11500,4145295,11500,1
2003,103,4,2011-07-29,11500,4145295,11500,1
2003,103,2,2011-07-29,11500,4145295,11500,1
1003,103,1,2011-07-29,11500,4145295,11500,1
2002,103,4,2011-07-29,11500,4145295,11500,2
2003,103,4,2011-07-29,11500,4145295,11500,1
2002,103,2,2011-07-29,11500,4145295,11500,1
2002,103,2,2011-07-29,11500,4145295,11500,1
2002,103,2,2011-07-29,11500,4145295,11500,1
2002,103,2,2011-07-29,11500,4145295,11500,1
1003,103,1,2011-07-29,11500,4145295,11500,1
1000,103,1,2011-07-29,11500,4145295,11500,1
2002,103,4,2011-07-29,11500,4145295,11500,1
2003,103,5,2011-07-29,11500,4145295,11500,0
4203,102,1,2011-07-29,11500,4145299,11500,0
4203,102,1,2011-07-29,11500,4145299,11500,0
4203,102,1,2011-07-29,11500,4145299,11500,0
4203,102,1,2011-07-29,11500,4145299,11500,0
3999,102,3,2011-07-29,11500,4145300,11500,1
4402,102,3,2011-07-29,11500,4145300,11500,1
2003,102,6,2014-03-19,11500,4145300,11500,0
4402,102,5,2011-07-29,11500,4145300,11500,1
1003,102,3,2011-07-29,11500,4145300,11500,1
1003,102,2,2011-07-29,11500,4145300,11500,1
1003,102,2,2011-07-29,11500,4145300,11500,1
1000,102,2,2011-07-29,11500,4145300,11500,0
1003,102,2,2011-07-29,11500,4145300,11500,0
4010,102,3,2011-07-29,11500,4145300,11500,1
4201,102,3,2011-07-29,11500,4145300,11500,1
3001,102,2,2011-07-29,11500,4145300,11500,1
1000,103,3,2011-07-29,11500,4145307,11500,1
1000,103,3,2011-07-29,11500,4145307,11500,1
1000,103,2,2011-07-29,11500,4145307,11500,1
1000,103,2,2011-07-29,11500,4145307,11500,1
1000,103,2,2011-07-29,11500,4145307,11500,1
1003,103,4,2014-05-28,11500,4145307,11500,0
2003,103,4,2011-07-29,11500,4145307,11500,0
1003,103,3,2011-07-29,11500,4145307,11500,1
1000,103,2,2011-07-29,11500,4145307,11500,1
2003,103,5,2011-07-29,11500,4145307,11500,0
1000,103,3,2011-07-29,11500,4145307,11500,1
2002,103,5,2011-07-29,11500,4145307,11500,0
2002,103,5,2011-07-29,11500,4145307,11500,0
1000,103,2,2011-07-29,11500,4145307,11500,1
1000,103,2,2011-07-29,11500,4145307,11500,1
1000,103,3,2011-07-29,11500,4145307,11500,1
1000,103,3,2011-07-29,11500,4145307,11500,1
3001,102,3,2011-07-29,11500,4145316,11500,1
4999,102,6,2011-07-29,11500,4145316,11500,0
2003,103,5,2013-01-16,11500,4145145,11500,0
2003,103,6,2012-10-31,11500,4145145,11500,0
2003,103,5,2011-07-29,11500,4145145,11500,0
2002,103,5,2011-07-29,11500,4145145,11500,0
2002,103,4,2011-07-29,11500,4145145,11500,1
2003,103,0,2011-07-29,11500,4145145,11500,0
2003,103,5,2011-07-29,11500,4145145,11500,0
2002,103,5,2011-07-29,11500,4145145,11500,0
1001,103,2,2011-07-29,11500,4145145,11500,1
2002,103,5,2011-07-29,11500,4145150,11500,0
1000,103,2,2011-07-29,11500,4145150,11500,1
2002,103,5,2011-07-29,11500,4145150,11500,0
1000,103,2,2011-07-29,11500,4145150,11500,1
2002,103,2,2011-07-29,11500,4145150,11500,1
2002,103,4,2011-07-29,11500,4145150,11500,1
1003,103,3,2011-07-29,11500,4145150,11500,0
8201,103,4,2011-07-29,11500,4145151,11500,1
4999,103,0,2011-07-29,11500,4145151,11500,0
3999,103,3,2011-07-29,11500,4145151,11500,1
3999,103,3,2011-07-29,11500,4145151,11500,1
10204,103,4,2011-07-29,11500,4145151,11500,0
1001,103,3,2011-07-29,11500,4145151,11500,0
3999,103,3,2011-07-29,11500,4145151,11500,1
7103,103,3,2011-07-29,11500,4145151,11500,1
7107,103,2,2011-07-29,11500,4145151,11500,1
3999,103,5,2013-07-03,11500,4145151,11500,0
1000,103,2,2011-07-29,11500,4145156,11500,1
1000,103,2,2011-07-29,11500,4145156,11500,1
2002,103,0,2011-07-29,11500,4145156,11500,0
2002,103,4,2011-07-29,11500,4145156,11500,1
1000,103,2,2011-07-29,11500,4145156,11500,1
1003,103,4,2012-10-04,11500,4145156,11500,0
1000,103,2,2011-07-29,11500,4145156,11500,1
2003,103,6,2012-09-26,11500,4145156,11500,0
3999,103,3,2011-07-29,11500,4145156,11500,1
1000,103,4,2011-07-29,11500,4145156,11500,1
3001,103,3,2011-07-29,11500,4145156,11500,1
1000,103,2,2011-07-29,11500,4145156,11500,1
1000,103,2,2011-07-29,11500,4145156,11500,1
1000,103,2,2011-07-29,11500,4145156,11500,1
2002,103,5,2011-07-29,11500,4145163,11500,0
1000,103,3,2011-07-29,11500,4145163,11500,1
2002,103,4,2011-07-29,11500,4145163,11500,1
1000,103,2,2011-07-29,11500,4145163,11500,1
1000,103,2,2011-07-29,11500,4145163,11500,1
1000,103,3,2011-07-29,11500,4145163,11500,1
4999,103,7,2011-07-29,11500,4145163,11500,1
3999,103,4,2011-07-29,11500,4145163,11500,1
3999,103,4,2011-07-29,11500,4145163,11500,1
10204,103,5,2011-07-29,11500,4145163,11500,1
1000,103,2,2011-07-29,11500,4145163,11500,1
3999,103,2,2011-07-29,11500,4145163,11500,1
3001,103,4,2011-07-29,11500,4145163,11500,1
4201,103,4,2011-07-29,11500,4145163,11500,1
3999,103,2,2011-07-29,11500,4145163,11500,1
2002,108,4,2011-07-29,11500,4145174,11500,1
4001,108,1,2011-07-29,11500,4145175,11500,0
1001,108,1,2011-07-29,11500,4145175,11500,0
4999,108,1,2011-11-16,11500,4145175,11500,0
1000,108,1,2011-07-29,11500,4145175,11500,0
3001,108,1,2011-07-29,11500,4145175,11500,0
10202,108,6,2011-10-28,11500,4145175,11500,0
1001,108,2,2011-07-29,11500,4145175,11500,1
1001,108,3,2011-07-29,11500,4145175,11500,1
1001,108,5,2011-07-29,11500,4145175,11500,0
1000,108,1,2011-07-29,11500,4145175,11500,0
3001,108,2,2011-07-29,11500,4145175,11500,1
4402,108,4,2011-07-29,11500,4145175,11500,1
10204,108,5,2011-07-29,11500,4145175,11500,1
4402,108,1,2011-07-29,11500,4145181,11500,0
1000,108,1,2011-07-29,11500,4145181,11500,0
4299,108,3,2011-07-29,11500,4145182,11500,1
1000,108,1,2011-07-29,11500,4145182,11500,0
1000,108,0,2011-07-29,11500,4145182,11500,0
1000,108,1,2011-07-29,11500,4145182,11500,0
1000,108,1,2011-07-29,11500,4145182,11500,0
1000,108,1,2011-07-29,11500,4145182,11500,0
1000,108,1,2011-07-29,11500,4145182,11500,0
1000,108,1,2011-07-29,11500,4145182,11500,0
1000,108,1,2011-07-29,11500,4145182,11500,0
1001,108,0,2011-07-29,11500,4145182,11500,0
1000,108,2,2011-07-29,11500,4145182,11500,0
2002,103,2,2011-07-29,11500,4145190,11500,1
2002,103,5,2011-07-29,11500,4145190,11500,0
4402,103,2,2011-07-29,11500,4145190,11500,1
2002,103,3,2011-07-29,11500,4145190,11500,1
3001,103,3,2011-07-29,11500,4145190,11500,0
2002,103,2,2011-07-29,11500,4145190,11500,1
2002,103,4,2011-07-29,11500,4145190,11500,1
2003,103,5,2014-11-19,11500,4145190,11500,0
2002,103,1,2011-07-29,11500,4145190,11500,1
2002,103,5,2011-07-29,11500,4145190,11500,1
2002,103,5,2011-07-29,11500,4145190,11500,0
2002,103,5,2011-07-29,11500,4145190,11500,1
2002,103,4,2011-07-29,11500,4145190,11500,1
4000,103,3,2011-07-29,11500,4145190,11500,1
2002,103,4,2011-07-29,11500,4145190,11500,1
2002,103,4,2011-07-29,11500,4145190,11500,1
1001,102,2,2011-07-29,11500,4145198,11500,1
1003,102,2,2011-07-29,11500,4145198,11500,1
2002,102,3,2011-07-29,11500,4145198,11500,1
1001,102,2,2011-07-29,11500,4145198,11500,1
1001,102,2,2011-07-29,11500,4145198,11500,1
1003,102,2,2011-07-29,11500,4145198,11500,1
1003,102,3,2011-07-29,11500,4145198,11500,1
1003,102,3,2011-07-29,11500,4145198,11500,1
1003,102,3,2011-07-29,11500,4145198,11500,0
1000,102,2,2011-07-29,11500,4145203,11500,1
1000,102,2,2011-07-29,11500,4145203,11500,1
2003,102,4,2011-07-29,11500,4145203,11500,1
1000,102,3,2011-07-29,11500,4145203,11500,0
1000,102,1,2011-07-29,11500,4145203,11500,1
1000,102,2,2011-07-29,11500,4145203,11500,1
1000,102,2,2011-07-29,11500,4145203,11500,1
2003,102,4,2011-07-29,11500,4145203,11500,1
1000,102,3,2011-07-29,11500,4145203,11500,1
1000,102,2,2011-07-29,11500,4145203,11500,1
8203,102,2,2011-07-29,11500,4145203,11500,0
1000,102,3,2011-07-29,11500,4145203,11500,1
2002,102,4,2011-07-29,11500,4145203,11500,1
2002,102,4,2011-07-29,11500,4145203,11500,2
13100,101,2,2011-07-29,11500,4145208,11500,1
13100,101,2,2011-07-29,11500,4145208,11500,1
13100,101,2,2011-07-29,11500,4145208,11500,1
13100,101,2,2011-07-29,11500,4145208,11500,1
3001,101,4,2011-07-29,11500,4145208,11500,1
14999,101,5,2011-07-29,11500,4145208,11500,1
2002,101,3,2011-07-29,11500,4145208,11500,1
2002,101,5,2011-07-29,11500,4145208,11500,0
1000,101,0,2011-07-29,11500,4145208,11500,0
4201,101,3,2011-07-29,11500,4145208,11500,1
16999,101,1,2011-07-29,11500,4145208,11500,0
4002,101,2,2014-10-29,11500,4145216,11500,0
3001,101,1,2011-07-29,11500,4145216,11500,0
3999,101,2,2011-07-29,11500,4145216,11500,1
3999,101,2,2011-07-29,11500,4145216,11500,1
4999,101,3,2011-07-29,11500,4145216,11500,1
2001,101,2,2011-07-29,11500,4145216,11500,1
1003,108,2,2011-07-29,11500,4145225,11500,1
2003,108,5,2011-07-29,11500,4145225,11500,0
8203,108,1,2014-07-09,11500,4145225,11500,0
1003,108,2,2011-07-29,11500,4145226,11500,1
