fid,x,y
"2412",126.8633151863,37.5491824008
"2413",126.8632446065,37.5491313869
"2414",126.8633611664,37.5493775073
"2415",126.8633271012,37.5495102744
"2417",126.8634247402,37.5497562370
"2428",126.8446193950,37.5449320457
"2429",126.8442296727,37.5453049217
"2430",126.8446523912,37.5450744834
"2433",126.8444366752,37.5455732437
"2448",126.8417773235,37.5393329712
"2454",126.8359678256,37.5524102923
"2456",126.8366060076,37.5524023633
"2457",126.8360833588,37.5527784534
"2460",126.8367449493,37.5528876676
"2474",126.8087430693,37.5780296425
"2475",126.8089106096,37.5779283933
"2476",126.8087236301,37.5779408136
"2477",126.8085896747,37.5779647986
"2483",126.8087137975,37.5763721161
"2501",126.8676264481,37.5543225324
"2539",126.8475880574,37.5366417774
"2540",126.8475496165,37.5365503919
"2541",126.8474188394,37.5363119927
"2552",126.8056135624,37.5675110280
"2554",126.8059530495,37.5670606765
"2560",126.8580913004,37.5315761917
"2563",126.8583488619,37.5316203028
"2565",126.8585807458,37.5315857279
"2568",126.8586777959,37.5316587493
"2575",126.8634075414,37.5499831311
"2576",126.8635704510,37.5499394255
"2579",126.8637245470,37.5504267507
"2586",126.8400143156,37.5276825261
"2592",126.8446706929,37.5459092345
"2595",126.8449174818,37.5462707112
"2603",126.8538273062,37.5575700584
"2614",126.8415620164,37.5396038347
"2624",126.8408254984,37.5406136420
"2625",126.8414198318,37.5409746786
"2627",126.8413529056,37.5410956296
"2628",126.8407160255,37.5408880856
"2676",126.8694265906,37.5539043851
"2677",126.8702117626,37.5537817742
"2678",126.8694909982,37.5540041868
"2679",126.8696681021,37.5535783714
"2680",126.8695408274,37.5534353598
"2681",126.8690416220,37.5535934072
"2682",126.8702709573,37.5537464565
"2699",126.8074376636,37.5620560441
"2711",126.8592545162,37.5319852775
"2714",126.8464851590,37.5174429188
"2715",126.8595869367,37.5321517804
"2739",126.8389810966,37.5291607156
"2754",126.8550662708,37.5615280356
"2765",126.8404662665,37.5410608495
"2769",126.8410382846,37.5413953247
"2770",126.8403459132,37.5412413227
"2772",126.8398190737,37.5417935153
"2775",126.8364964182,37.5544459337
"2781",126.8374481149,37.5541150906
"2784",126.8373033884,37.5545909423
"2786",126.8373957470,37.5549227316
"2794",126.8426729941,37.5736268284
"2818",126.8474493238,37.5648728010
"2819",126.8477623667,37.5646925569
"2821",126.8682501014,37.5520962486
"2822",126.8681410465,37.5519851626
"2824",126.8698588694,37.5530449942
"2825",126.8697319607,37.5531168967
"2873",126.8163859972,37.5744541190
"2874",126.8163796246,37.5747404377
"2875",126.8171320152,37.5770779480
"2891",126.8141038703,37.5426241206
"2899",126.8596925382,37.5320276029
"2902",126.8599971039,37.5317962733
"2904",126.8603205937,37.5318334063
"2911",126.8610788970,37.5322569472
"2917",126.8382674210,37.5304629597
"2922",126.8379725091,37.5309896844
"2930",126.8390690364,37.5424626641
"2931",126.8389049017,37.5424741048
"2932",126.8391437034,37.5426134354
"2934",126.8393826944,37.5431110403
"2940",126.8372211984,37.5563410602
"2948",126.8116103837,37.5665970502
"2950",126.8116019994,37.5667938330
"2952",126.8115681543,37.5669370611
"2958",126.8119245556,37.5672033208
"2969",126.8124764242,37.5783653158
"2994",126.8697654917,37.5522146106
"2995",126.8699158868,37.5523079513
"2999",126.8489227982,37.5533704569
"3005",126.8491759864,37.5533198886
"3033",126.8353887187,37.5371631376
"3034",126.8354867072,37.5367072406
"3046",126.8390550304,37.5302125924
"3049",126.8391852766,37.5299468008
"3051",126.8393363421,37.5299579261
"3052",126.8396031649,37.5302508271
"3057",126.8614482317,37.5319056482
"3059",126.8616101467,37.5319357497
"3062",126.8621878406,37.5320127729
"3064",126.8623293684,37.5320314224
"3069",126.8628988136,37.5321537206
"3087",126.8388950438,37.5440482635
"3088",126.8381623537,37.5434597984
"3090",126.8380609381,37.5437173961
"3093",126.8378834240,37.5438827806
"3095",126.8376211237,37.5441393690
"3096",126.8380428203,37.5445253908
"3111",126.8118956925,37.5675977276
"3113",126.8119097337,37.5679906498
"3114",126.8114543567,37.5681162783
"3120",126.8115422085,37.5686146957
"3139",126.8517017899,37.5632915319
"3146",126.8524822131,37.5620647046
"3149",126.8544557259,37.5612356268
"3154",126.8708006577,37.5521994293
"3162",126.8447870331,37.5465674158
"3173",126.8447740846,37.5450314351
"3198",126.8403550869,37.5303137621
"3203",126.8409359509,37.5300854573
"3213",126.8631577413,37.5325117741
"3217",126.8635024758,37.5308868170
"3223",126.8634121050,37.5325512631
"3245",126.8367813174,37.5450224655
"3250",126.8363862802,37.5454803805
"3251",126.8358832084,37.5468670143
"3265",126.8115077664,37.5687174551
"3277",126.8428951410,37.5417476102
"3282",126.8431534285,37.5423010260
"3286",126.8434943594,37.5425128067
"3299",126.8546267942,37.5608749938
"3322",126.8441318654,37.5469176904
"3337",126.8451706738,37.5447159611
"3351",126.8519018637,37.5400447076
"3352",126.8519940084,37.5400857502
"3364",126.8465458033,37.5368351643
"3382",126.8364724201,37.5368056003
"3383",126.8367624714,37.5366839989
"3386",126.8422183033,37.5300064245
"3389",126.8426258494,37.5304558248
"3394",126.8432587105,37.5305181727
"3399",126.8440186471,37.5305157340
"3402",126.8633223097,37.5338442772
"3407",126.8632770928,37.5345461579
"3422",126.8349025055,37.5360347190
"3424",126.8346179488,37.5364390620
"3425",126.8338699451,37.5402776589
"3426",126.8341410567,37.5397520175
"3428",126.8360009371,37.5471811812
"3433",126.8357742859,37.5476371826
"3439",126.8360351592,37.5486868035
"3460",126.8118673369,37.5688864966
"3462",126.8115332664,37.5690546200
"3467",126.8114724480,37.5694975662
"3469",126.8442958874,37.5427111986
"3481",126.8447627808,37.5433273276
"3482",126.8449131477,37.5434213009
"3507",126.8726214579,37.5507524332
"3514",126.8437827053,37.5470681691
"3516",126.8436257177,37.5471679385
"3542",126.8371500602,37.5374069624
"3543",126.8372643746,37.5368876951
"3551",126.8452802958,37.5306260061
"3553",126.8457965757,37.5306510613
"3559",126.8631220673,37.5352024874
"3571",126.8344539207,37.5397842899
"3576",126.8344476940,37.5402351008
"3579",126.8345728706,37.5402824944
"3580",126.8347229578,37.5398962450
"3583",126.8349647951,37.5398683877
"3584",126.8351438556,37.5398674706
"3586",126.8353934633,37.5404936509
"3588",126.8348340945,37.5494817670
"3590",126.8346014115,37.5494800077
"3605",126.8374695450,37.5573380372
"3607",126.8383936242,37.5576946141
"3608",126.8114955972,37.5696152827
"3609",126.8114401355,37.5697766118
"3621",126.8114652109,37.5699020430
"3628",126.8465748808,37.5444404561
"3629",126.8464695954,37.5446746114
"3630",126.8469227096,37.5446632662
"3647",126.8731114166,37.5505755316
"3648",126.8734078049,37.5505500593
"3652",126.8728504758,37.5501089520
"3659",126.8730741884,37.5499915021
"3660",126.8731745707,37.5499464422
"3676",126.8469887778,37.5437170540
"3696",126.8380384113,37.5375433137
"3703",126.8468798223,37.5303265221
"3705",126.8476806918,37.5308408705
"3707",126.8479217014,37.5307648340
"3709",126.8481007550,37.5307831783
"3710",126.8482668132,37.5308061827
"3711",126.8481333969,37.5305186578
"3716",126.8631953441,37.5375019078
"3717",126.8631441118,37.5377058746
"3725",126.8632781210,37.5390161704
"3731",126.8357353903,37.5405980299
"3738",126.8361991025,37.5402260313
"3743",126.8367661606,37.5404247606
"3744",126.8366960543,37.5409027137
"3746",126.8462649120,37.5475680384
"3758",126.8378521141,37.5591118742
"3768",126.8397620771,37.5607577741
"3770",126.8114730816,37.5700120722
"3772",126.8113978687,37.5701386323
"3773",126.8118078271,37.5701216966
"3791",126.8445072271,37.5584543100
"3798",126.8599888964,37.5597343603
"3802",126.8733214928,37.5498883116
"3819",126.8422141601,37.5480598904
"3825",126.8468800094,37.5434797537
"3854",126.8383991290,37.5375866851
"3861",126.8389466102,37.5376735213
"3863",126.8484197171,37.5305280003
"3864",126.8485497250,37.5305376746
"3865",126.8486150532,37.5308254633
"3872",126.8492576583,37.5305629313
"3873",126.8492387651,37.5308431161
"3874",126.8494159221,37.5308594572
"3893",126.8371787071,37.5410819443
"3894",126.8372411851,37.5405114852
"3908",126.8470195992,37.5483889962
"3909",126.8471183784,37.5485307556
"3915",126.8474880102,37.5497310070
"3932",126.8400813947,37.5626068354
"3938",126.8114417318,37.5704270005
"3945",126.8114193276,37.5708149532
"3949",126.8597670759,37.5582961364
"3978",126.8497847988,37.5305724975
"3979",126.8499171192,37.5308743695
"3984",126.8501648629,37.5306341976
"3986",126.8503250758,37.5306737427
"3992",126.8508957035,37.5309497365
"3993",126.8624051243,37.5428771525
"4004",126.8389374007,37.5409897504
"4014",126.8400782184,37.5413032818
"4020",126.8474368396,37.5499534766
"4033",126.8482214080,37.5498505482
"4034",126.8482970326,37.5499420758
"4044",126.8403831716,37.5633505979
"4061",126.8117713217,37.5711899351
"4066",126.8113462444,37.5715474568
"4067",126.8117054965,37.5716135937
"4104",126.8469064136,37.5431884043
"4105",126.8469300674,37.5430592484
"4114",126.8506360857,37.5377229190
"4126",126.8403114821,37.5379713338
"4143",126.8510804767,37.5309581588
"4145",126.8512537039,37.5307255311
"4154",126.8521135771,37.5307948322
"4156",126.8523511162,37.5308574835
"4157",126.8524493445,37.5311294976
"4202",126.8411098963,37.5690698695
"4204",126.8411486160,37.5695196258
"4209",126.8112277870,37.5721773164
"4213",126.8106878555,37.5735122494
"4275",126.8406053612,37.5381259099
"4288",126.8534166368,37.5312556458
"4290",126.8535662745,37.5312511959
"4292",126.8537726537,37.5313011219
"4293",126.8538849002,37.5313124065
"4323",126.8493308974,37.5519522567
"4324",126.8495363336,37.5521101805
"4327",126.8498388400,37.5524516006
"4331",126.8476866107,37.5296301183
"4332",126.8475263644,37.5298741321
"4339",126.8470487869,37.5307304287
"4356",126.8412770959,37.5695081695
"4362",126.8413512634,37.5701470706
"4367",126.8114237474,37.5748771051
"4372",126.8117920348,37.5749880235
"4373",126.8114778038,37.5752975881
"4379",126.8121966858,37.5767908591
"4380",126.8120699228,37.5764523706
"4387",126.8384654830,37.5702350052
"4403",126.8646737570,37.5554767685
"4404",126.8654356751,37.5556689297
"4406",126.8655283575,37.5555736507
"4432",126.8476484755,37.5431829513
"4457",126.8540509572,37.5310725974
"4459",126.8543876452,37.5311082641
"4461",126.8546200734,37.5311546804
"4462",126.8546373695,37.5310843674
"4477",126.8422771383,37.5429376252
"4480",126.8428530198,37.5428257429
"4487",126.8503233204,37.5522106095
"4488",126.8504803120,37.5522879697
"4489",126.8500517756,37.5526873952
"4490",126.8505326032,37.5524264380
"4495",126.8509369681,37.5529191422
"4496",126.8512014676,37.5532701419
"4497",126.8506677155,37.5535075687
"4516",126.8359733932,37.5499606107
"4519",126.8360718979,37.5506844829
"4553",126.8399889223,37.5693881627
"4557",126.8416522530,37.5685148565
"4558",126.8418673275,37.5686337626
"4559",126.8420100613,37.5686353179
"4560",126.8420978544,37.5685113609
"4561",126.8414786897,37.5680200837
"4562",126.8418605032,37.5683581657
"4563",126.8421676116,37.5683817146
"4582",126.8388385551,37.5544746173
"4588",126.8394645510,37.5546717872
"4589",126.8396068907,37.5546506720
"4601",126.8482281397,37.5425705387
"4605",126.8486281562,37.5423529774
"4609",126.8487921396,37.5424858132
"4616",126.8486011699,37.5369676600
"4622",126.8482124898,37.5367796621
"4632",126.8423830053,37.5382845240
"4640",126.8550365055,37.5314262999
"4645",126.8552992449,37.5310975117
"4646",126.8553786287,37.5315226991
"4657",126.8620801887,37.5452309217
"4658",126.8621431152,37.5454022309
"4659",126.8619832053,37.5454391012
"4663",126.8430025800,37.5430172415
"4666",126.8428754010,37.5435734281
"4669",126.8433311531,37.5434362330
"4671",126.8431618727,37.5438965736
"4672",126.8432011310,37.5440560853
"4680",126.8514233368,37.5536728907
"4682",126.8516317918,37.5539046596
"4689",126.8464107746,37.5317868753
"4700",126.8467344941,37.5322065358
"4730",126.8416789287,37.5721765340
"4750",126.8420338143,37.5677045808
"4751",126.8422419468,37.5676513118
"4752",126.8428844650,37.5678475268
"4755",126.8426271894,37.5673142803
"4759",126.8428942105,37.5672295126
"4764",126.8666405671,37.5547289178
"4786",126.8400436893,37.5543942766
"4819",126.8558444828,37.5312811286
"4838",126.8627148248,37.5476689999
"4840",126.8439072279,37.5440902560
"4878",126.8460862597,37.5332983480
"4886",126.8359652369,37.5509173181
"4891",126.8367269916,37.5512187124
"4892",126.8360090172,37.5514329913
"4894",126.8359723474,37.5516055104
"4917",126.8099794570,37.5792208527
"4924",126.8085180604,37.5780147657
"4925",126.8086377703,37.5781865080
"4926",126.8089333992,37.5780963779
"4960",126.8569944469,37.5427686889
"4961",126.8569384616,37.5430425730
"4962",126.8571687421,37.5427181339
"4963",126.8571878276,37.5428791865
"4965",126.8618003694,37.5454830601
"4967",126.8617021581,37.5453657426
"4973",126.8614992584,37.5455276972
"4974",126.8615303752,37.5457088597
"4994",126.8631361248,37.5490966188
"5012",126.8577288777,37.5321371597
"5041",126.8626913214,37.5319485270
"5048",126.8618472018,37.5313754566
"5051",126.8086751457,37.5612954087
"5053",126.8087351041,37.5612326940
"5062",126.8085408296,37.5606190849
"5064",126.8106956038,37.5634471625
"5066",126.8097491666,37.5619063256
"5079",126.8530519480,37.5539653370
"5090",126.8529656693,37.5541241598
"5125",126.8772143304,37.5479014165
"5127",126.8715671552,37.5476522313
"5131",126.8719668607,37.5480617052
"5146",126.8121051158,37.5604461890
"5232",126.8523795701,37.5517912784
"5241",126.8517348248,37.5519945626
"5246",126.8514534786,37.5522493815
"5290",126.8249995567,37.5467303783
"5314",126.8582423172,37.5340744008
"5315",126.8581184897,37.5341882108
"5338",126.8612303020,37.5453333542
"5341",126.8611656004,37.5457822076
"5342",126.8609660093,37.5456458775
"5347",126.8610265204,37.5458125064
"5349",126.8607285435,37.5457797171
"5354",126.8605906127,37.5310756807
"5397",126.8560969345,37.5361506420
"5400",126.8561775835,37.5364290563
"5436",126.8448378211,37.5586656821
"5439",126.8452554992,37.5596288260
"5447",126.8525977837,37.5539681682
"5452",126.8524895953,37.5541654733
"5454",126.8523370041,37.5540751897
"5457",126.8521706284,37.5539151844
"5458",126.8520983677,37.5537477933
"5460",126.8520231302,37.5535145785
"5489",126.8114428084,37.5617093234
"5490",126.8115148249,37.5618192937
"5491",126.8115917375,37.5619872714
"5513",126.8733671134,37.5493450735
"5529",126.8123775731,37.5601549317
"5533",126.8109613381,37.5710137653
"5560",126.8120206417,37.5691305533
"5561",126.8119832175,37.5690560211
"5562",126.8113687399,37.5691461422
"5577",126.8498568861,37.5441039804
"5638",126.8244569607,37.5470381655
"5654",126.8602425517,37.5360352896
"5695",126.8605913071,37.5460950657
"5741",126.8570317791,37.5341215209
"5781",126.8631351092,37.5330902231
"5801",126.8465793587,37.5606317363
"5807",126.8439322819,37.5576286545
"5808",126.8437751540,37.5574648865
"5809",126.8436093266,37.5572343989
"5811",126.8435043308,37.5571390127
"5820",126.8514944343,37.5526148896
"5821",126.8511157519,37.5527817826
"5822",126.8509883893,37.5526907760
"5824",126.8509719732,37.5525382445
"5825",126.8511640117,37.5523051454
"5827",126.8507367542,37.5523854735
"5829",126.8504941494,37.5521197776
"5852",126.8654005686,37.5513523857
"5853",126.8654770112,37.5514526021
"5860",126.8659487700,37.5512373112
"5887",126.8129153243,37.5597249833
"5898",126.8108350941,37.5705322915
"6000",126.8460488224,37.5410962733
"6012",126.8085636767,37.5587377504
"6086",126.8625290873,37.5487005830
"6096",126.8539566088,37.5339635275
"6097",126.8538831482,37.5340567516
"6098",126.8539208483,37.5337966591
"6109",126.8563117523,37.5311814851
"6124",126.8564645400,37.5346986928
"6128",126.8562350620,37.5349371267
"6129",126.8558517113,37.5349619507
"6144",126.8604746270,37.5309397153
"6185",126.8434917022,37.5564301900
"6186",126.8434627551,37.5563459782
"6193",126.8504192310,37.5519854874
"6194",126.8608114877,37.5539064672
"6203",126.8614052735,37.5542799881
"6221",126.8658977616,37.5519544209
"6231",126.8660596260,37.5522558107
"6239",126.8740350556,37.5476687278
"6258",126.8123785999,37.5597157028
"6281",126.8500462826,37.5439863873
"6308",126.8421603332,37.5409657670
"6323",126.8451124666,37.5414425900
"6325",126.8451980078,37.5413699617
"6405",126.8619257304,37.5380343306
"6440",126.8626102474,37.5480675597
"6451",126.8540231634,37.5341844174
"6516",126.8630771251,37.5348503922
"6538",126.8330017579,37.5534516124
"6556",126.8554201862,37.5542776745
"6587",126.8646407552,37.5520414304
"6590",126.8663843456,37.5527245786
"6597",126.8677474917,37.5522230112
"6602",126.8757567924,37.5484937023
"6616",126.8121677761,37.5592875758
"6633",126.8147308802,37.5790202263
"6645",126.8463105557,37.5421443494
"6657",126.8485974224,37.5462978307
"6658",126.8488182870,37.5462968521
"6684",126.8455370637,37.5407312860
"6686",126.8458010807,37.5405029974
"6708",126.8462136849,37.5419848217
"6768",126.8541032215,37.5378629807
"6803",126.8629381690,37.5489931984
"6806",126.8626201878,37.5488240076
"6847",126.8548404493,37.5363397114
"6885",126.8325183703,37.5537543825
"6891",126.8374650279,37.5581185487
"6892",126.8372022135,37.5571096139
"6894",126.8367377265,37.5557238392
"6927",126.8613631054,37.5559110683
"6928",126.8617137218,37.5557085270
"6929",126.8619410164,37.5554866503
"6942",126.8648214862,37.5519339642
"6955",126.8639363614,37.5524884412
"6966",126.8669600036,37.5505404584
"7041",126.8490831222,37.5456955499
"7052",126.8508618980,37.5487457151
"7065",126.8508260156,37.5483235236
"7066",126.8506726736,37.5482133538
"7094",126.8461859786,37.5404675534
"7135",126.8582000681,37.5394785532
"7194",126.8620125335,37.5487860291
"7195",126.8620564942,37.5489190046
"7208",126.8598614013,37.5496197265
"7210",126.8597104358,37.5496318546
"7284",126.8606560613,37.5300848923
"7286",126.8629130996,37.5320456687
"7299",126.8364989327,37.5549964331
"7302",126.8362029761,37.5540750799
"7309",126.8427429961,37.5551787064
"7338",126.8626763357,37.5516255814
"7343",126.8624523187,37.5512407037
"7348",126.8638816946,37.5528200018
"7353",126.8638296293,37.5530210247
"7417",126.8163525235,37.5783513469
"7422",126.8157887294,37.5779893071
"7463",126.8436416477,37.5393316311
"7475",126.8466093572,37.5403941980
"7487",126.8442119995,37.5419702818
"7502",126.8132175210,37.5548680834
"7503",126.8134416888,37.5550105549
"7518",126.8090987752,37.5597560621
"7585",126.8615113995,37.5463127553
"7641",126.8581294022,37.5321010772
