fid,x,y
"9117",126.8591399203,37.5482103883
"9118",126.8586749564,37.5481310692
"9119",126.8587573409,37.5483790933
"9120",126.8586954219,37.5488622167
"9121",126.8586114211,37.5487621935
"9122",126.8588838417,37.5478682306
"9123",126.8591923968,37.5486658850
"9124",126.8589539051,37.5482908668
"9125",126.8582349808,37.5481454754
"9126",126.8590486278,37.5482527620
"9820",126.8564150559,37.5381449415
"9938",126.8450461696,37.5629452194
"9939",126.8449507092,37.5623737634
"10212",126.8571258025,37.5372354499
"10213",126.8567379118,37.5383673901
"10214",126.8570682940,37.5385675417
"10215",126.8570309544,37.5382610440
"10216",126.8566703298,37.5381968735
"10217",126.8574574718,37.5374046296
"10218",126.8565527891,37.5380970504
"10219",126.8570622161,37.5383814049
"10350",126.8104546496,37.5627179759
"10351",126.8107992412,37.5632250094
"10352",126.8116944335,37.5630150665
"10353",126.8102813021,37.5622308839
"10354",126.8116069406,37.5628482980
"10355",126.8110021314,37.5627704141
"10356",126.8112606553,37.5625107379
"10357",126.8112579792,37.5631236334
"11150",126.8077632299,37.5744991317
"11151",126.8081439330,37.5747927337
"11152",126.8081172141,37.5746966304
"11153",126.8077641860,37.5746651197
"11154",126.8091310904,37.5745864245
"11523",126.8717250067,37.5541223459
"11524",126.8718627055,37.5541843540
"11525",126.8716651345,37.5533235924
"11526",126.8720772612,37.5540555423
"11527",126.8716173662,37.5537568011
"11528",126.8717473419,37.5542640926
"11529",126.8716559531,37.5538348617
"11542",126.8721312866,37.5524697779
"11842",126.8723407449,37.5523368469
"11843",126.8726694372,37.5523697593
"11844",126.8727564172,37.5521959159
"11845",126.8719998948,37.5518880057
"11846",126.8721493915,37.5526681478
"11847",126.8723509199,37.5520955132
"11848",126.8727777832,37.5522045663
"11849",126.8726184930,37.5519784545
"11850",126.8721122564,37.5518582792
"13041",126.8185809754,37.5768539178
"13042",126.8189327754,37.5769596856
"13043",126.8192294191,37.5770372143
"13173",126.8579434032,37.5610121813
"13174",126.8581853681,37.5613558907
"13175",126.8577519810,37.5610737569
"13176",126.8580874817,37.5610685705
"13177",126.8582003333,37.5612242593
"13178",126.8581006358,37.5616658326
"13179",126.8577639047,37.5612418220
"13180",126.8576408454,37.5611526314
"13181",126.8578845098,37.5611766538
"13182",126.8579911198,37.5611083093
"13183",126.8584020547,37.5612138021
"13185",126.8590227109,37.5612994521
"13197",126.8705292269,37.5545377822
"13198",126.8712784468,37.5539501943
"13529",126.8712046575,37.5550007075
"13659",126.8180329626,37.5681504961
"13660",126.8179454139,37.5677997734
"13990",126.8175066087,37.5686978731
"13991",126.8170749149,37.5689619685
"13993",126.8170407496,37.5692178180
"13994",126.8169657196,37.5699174776
"13995",126.8175064299,37.5701848836
"13996",126.8169098872,37.5697158977
"14090",126.8238794109,37.5527726558
"14398",126.8247528292,37.5497577178
"14399",126.8240596502,37.5485670289
"14400",126.8234824266,37.5488934799
"14756",126.8228109036,37.5686106733
"15121",126.8074981408,37.5687036912
"15122",126.8074962396,37.5691263761
"15123",126.8069395119,37.5688819582
"15124",126.8069258648,37.5691937281
"15125",126.8075025059,37.5688885008
"15126",126.8073446906,37.5679317744
"15630",126.8159698537,37.5758795092
"15631",126.8155937278,37.5758516382
"15632",126.8160318037,37.5757629889
"15633",126.8159481239,37.5752128405
"15634",126.8162810815,37.5751620141
"15635",126.8160821240,37.5751546541
"15636",126.8156237906,37.5758528299
"15637",126.8161816092,37.5760340595
"15638",126.8159170035,37.5751265550
"15639",126.8162494802,37.5755243526
"15640",126.8139956795,37.5752873037
"15641",126.8146456008,37.5759191301
"15642",126.8150157959,37.5753916739
"15767",126.8502716527,37.5653342454
"15768",126.8504900506,37.5654500530
"15769",126.8503351305,37.5657243464
"15770",126.8506222659,37.5654768190
"15771",126.8507427734,37.5656637477
"15968",126.8150625187,37.5756697657
"15969",126.8145998606,37.5758313413
"16062",126.8125932858,37.5721860839
"16106",126.8511539863,37.5666277809
"16107",126.8512093291,37.5668151485
"16108",126.8510535738,37.5669253965
"16109",126.8505720697,37.5658442245
"16110",126.8511338830,37.5665860624
"16111",126.8512020221,37.5662107317
"16320",126.8470811469,37.5690196514
"16342",126.8214009340,37.5679832920
"16534",126.8447820326,37.5643057712
"16535",126.8447602769,37.5649470059
"16536",126.8447974734,37.5651087303
"16537",126.8447960365,37.5650120770
"16538",126.8451081761,37.5644859658
"16539",126.8445597600,37.5652280615
"16621",126.7987818021,37.5830686094
"16870",126.8334005356,37.5541605385
"16871",126.8335798586,37.5536907953
"16872",126.8354536344,37.5539051044
"16873",126.8345647688,37.5532710668
"16874",126.8358715439,37.5538532751
"16875",126.8342914837,37.5539440167
"16876",126.8349441106,37.5534509890
"16877",126.8355325751,37.5535089773
"16878",126.8347765702,37.5532782286
"17057",126.8523682549,37.5670172006
"17058",126.8525531512,37.5661507632
"17059",126.8516008696,37.5669092446
"18531",126.8072134083,37.5654404795
"18532",126.8068749005,37.5658260534
"18533",126.8071069523,37.5643347285
"18534",126.8066415659,37.5655045636
"18535",126.8062767577,37.5657076897
"18536",126.8069606404,37.5643086525
"18537",126.8070002277,37.5651115312
"18627",126.8226103306,37.5578296124
"19097",126.8426411992,37.5368443921
"19098",126.8424134551,37.5362140935
"19210",126.8267168735,37.5534518267
"19763",126.8216458880,37.5630900776
"19927",126.8315357119,37.5479360880
"19928",126.8316187157,37.5479662774
"19929",126.8319661307,37.5484362207
"20145",126.8594420577,37.5618108875
"20146",126.8586539263,37.5617561211
"20147",126.8582307137,37.5617932693
"20148",126.8583571689,37.5617243755
"20149",126.8585555119,37.5616200304
"20150",126.8585215094,37.5622172259
"20151",126.8586111038,37.5619020326
"20152",126.8586775324,37.5615480398
"20284",126.8387863807,37.5404142759
"20285",126.8386940297,37.5404748836
"20286",126.8394641987,37.5401311190
"20287",126.8389619555,37.5394328741
"20288",126.8394554747,37.5403654884
"20289",126.8393098001,37.5400341725
"20312",126.8329194850,37.5492843495
"20313",126.8326528677,37.5491582350
"20314",126.8326572585,37.5484055968
"20315",126.8332308585,37.5482292568
"20316",126.8328817146,37.5489277917
"20317",126.8326218975,37.5491748447
"20321",126.8287265394,37.5485463427
"20322",126.8283197206,37.5481076266
"20323",126.8293955939,37.5487822373
"20324",126.8296331764,37.5489058874
"20325",126.8296279946,37.5489717331
"20557",126.8588664420,37.5617591444
"20727",126.8282244890,37.5501591317
"20728",126.8283361959,37.5496923040
"20729",126.8283167096,37.5490036792
"20730",126.8290245106,37.5486225778
"20731",126.8284242832,37.5497460688
"20732",126.8284906538,37.5486852266
"20733",126.8294936886,37.5498468217
"20734",126.8289101994,37.5480404142
"20735",126.8292723654,37.5480795528
"20736",126.8286397947,37.5482039538
"20894",126.8523578180,37.5320717526
"20895",126.8532623555,37.5325222530
"20896",126.8525933483,37.5330611170
"20897",126.8524018891,37.5320775602
"20898",126.8523682036,37.5325762015
"20899",126.8526082433,37.5325903778
"20900",126.8524201771,37.5325780181
"20901",126.8523945348,37.5325770140
"20902",126.8526352909,37.5327745864
"20903",126.8526602169,37.5325921942
"21094",126.8311750251,37.5508986028
"21095",126.8309693639,37.5508385406
"21096",126.8314259506,37.5502518483
"21097",126.8306668233,37.5491255333
"21098",126.8313406327,37.5505968953
"21099",126.8309944314,37.5502624182
"21114",126.8381642653,37.5508825332
"21115",126.8372540735,37.5514546766
"21255",126.8519589620,37.5323729495
"21256",126.8526858585,37.5325935221
"21257",126.8518063601,37.5327913213
"21258",126.8529048286,37.5334372462
"21259",126.8529572088,37.5334391243
"21260",126.8528524497,37.5334344614
"21261",126.8523684512,37.5333002896
"21262",126.8520864484,37.5320923607
"21263",126.8523541703,37.5321042714
"21264",126.8524921956,37.5320909043
"21265",126.8523982414,37.5321100790
"21266",126.8518352140,37.5330537779
"21267",126.8523082804,37.5320978529
"21268",126.8518075814,37.5327165775
"21269",126.8523119281,37.5320653341
"21270",126.8527989293,37.5334333078
"21271",126.8524458188,37.5325793460
"21299",126.8639039843,37.5609148969
"21300",126.8640409209,37.5612488865
"21301",126.8648900493,37.5611127038
"21302",126.8645661762,37.5613413812
"21303",126.8649764548,37.5609937236
"21304",126.8643369978,37.5614168232
"21305",126.8642215164,37.5611124966
"21461",126.8308460673,37.5506066038
"21474",126.8374445449,37.5515156914
"21475",126.8373895027,37.5512314477
"21476",126.8380369174,37.5508820596
"21477",126.8372266698,37.5511983823
"21478",126.8379299094,37.5516109385
"21479",126.8378119217,37.5510075100
"21480",126.8378678931,37.5516748068
"21481",126.8385608176,37.5516208580
"21502",126.8426190566,37.5607219198
"21503",126.8426167699,37.5605780310
"21504",126.8423822580,37.5608944768
"21618",126.8518066756,37.5327536715
"21619",126.8518875348,37.5329986296
"21620",126.8526345745,37.5325911902
"21621",126.8533012642,37.5330692473
"21622",126.8524415889,37.5321164613
"21623",126.8526274626,37.5329174523
"21624",126.8533010741,37.5331164104
"21625",126.8524452366,37.5320839425
"21626",126.8524885479,37.5321234231
"21655",126.8453052518,37.5693837134
"21656",126.8452952613,37.5694494147
"22021",126.8636211685,37.5604306872
"22225",126.8440757298,37.5648180157
"22815",126.8505957157,37.5578218417
"22816",126.8505841545,37.5577899002
"22817",126.8503783736,37.5580391598
"22818",126.8510307023,37.5588664462
"22819",126.8508230133,37.5585609439
"22964",126.8537794871,37.5608017669
"22965",126.8541652867,37.5600937832
"22966",126.8543088177,37.5603467708
"23371",126.8550381123,37.5518844246
"23476",126.8551529729,37.5519848742
"23477",126.8553537138,37.5514946409
"23478",126.8544377970,37.5518801079
"23479",126.8546776020,37.5520822592
"23494",126.8516805616,37.5597176330
"23495",126.8522026194,37.5597509260
"23496",126.8510653880,37.5597222510
"23500",126.8500689393,37.5598134926
"23501",126.8501522538,37.5601262958
"23502",126.8502576286,37.5605828814
"23503",126.8499871382,37.5606961795
"23504",126.8500059234,37.5607897575
"23505",126.8483267302,37.5613948331
"23613",126.8475983969,37.5614511528
"23614",126.8481861773,37.5614604164
"23743",126.8564885674,37.5568177458
"23878",126.8500283153,37.5698355918
"23879",126.8502967425,37.5690227903
"23880",126.8511732006,37.5690312227
"164228",126.8349067485,37.5114137965
"328339",126.8248419755,37.5370924524
"328340",126.8234948094,37.5368083147
"328341",126.8240075243,37.5369082358
"328455",126.8262330297,37.5374441610
"328456",126.8256241472,37.5376170093
"328457",126.8255239114,37.5384462771
"328458",126.8251341709,37.5383947903
"328459",126.8251414017,37.5379920232
"328460",126.8258047042,37.5380356624
"328461",126.8254036401,37.5378515613
"328462",126.8254862539,37.5383442388
"328463",126.8251387841,37.5370558582
"328464",126.8260162217,37.5376640790
"328720",126.8234011247,37.5370266675
"328721",126.8234972459,37.5369897750
"328722",126.8234573774,37.5368981081
"328723",126.8236648957,37.5366169401
"328724",126.8242944511,37.5362692953
"328993",126.8321696270,37.5139127886
"330301",126.8291393546,37.5321610772
"330302",126.8292734597,37.5322004207
"330303",126.8291351130,37.5326292586
"330304",126.8289960307,37.5322740862
"335272",126.8478515614,37.5242344675
"335273",126.8484122720,37.5245852376
"335274",126.8485633096,37.5236691282
"335275",126.8476348256,37.5243726672
"335353",126.8497875415,37.5249261471
"335354",126.8496202278,37.5249101376
"335355",126.8503362066,37.5244251530
"335356",126.8491401016,37.5248524105
"335357",126.8494482772,37.5247630800
"335358",126.8503141357,37.5247479264
"335359",126.8505861786,37.5241977214
"335822",126.8234785039,37.5383269536
"335823",126.8240571685,37.5388101897
"335824",126.8231051789,37.5382172949
"335825",126.8230405374,37.5386542860
"335826",126.8229752042,37.5382131703
"335846",126.8829973142,37.5377343282
"335847",126.8827141748,37.5379145122
"335848",126.8827588262,37.5370651967
"335849",126.8825386285,37.5378541542
"335954",126.8408892845,37.5227939314
"336189",126.8409271089,37.5219034538
"336190",126.8409878868,37.5224127075
"336191",126.8409858344,37.5219366590
"336192",126.8412789962,37.5222016525
"336193",126.8401751147,37.5225475991
"336194",126.8412108793,37.5222870005
"336195",126.8409526449,37.5226823983
"336263",126.8539404818,37.5108636974
"336378",126.8339240523,37.5160464853
"336379",126.8346109690,37.5161740923
"336380",126.8347233065,37.5158939209
"336381",126.8334318981,37.5163416859
"336479",126.8542129471,37.5113122969
"336493",126.8297248456,37.5427963431
"336494",126.8293322208,37.5431226399
"336495",126.8296781045,37.5432846544
"336496",126.8296347389,37.5433846602
"336571",126.8718530241,37.5353204337
"336572",126.8711472292,37.5359693139
"336573",126.8719426317,37.5359499186
"336777",126.8730725230,37.5370239689
"336778",126.8728408662,37.5367111563
"336779",126.8726831857,37.5372792545
"336886",126.8387806910,37.5151548305
"336887",126.8391698604,37.5154975388
"336888",126.8381601334,37.5151371506
"336889",126.8396072145,37.5146602874
"336890",126.8393488950,37.5148789511
"336891",126.8390425191,37.5154600349
"336892",126.8382779635,37.5152157409
"336893",126.8389430121,37.5154268010
"336894",126.8386136508,37.5144847007
"336968",126.8718520488,37.5210402666
"337019",126.8761763304,37.5406209765
"337020",126.8762580731,37.5406954176
"337021",126.8764696504,37.5400652943
"337022",126.8765591943,37.5402518360
"337023",126.8768079613,37.5403238712
"337071",126.8602095511,37.5239143027
"337164",126.8566348292,37.5163749209
"337177",126.8719601505,37.5204129349
"337178",126.8708900788,37.5201160935
"337179",126.8722110394,37.5208526320
"337180",126.8720635512,37.5204539186
"337181",126.8716235931,37.5200824804
"337182",126.8714433733,37.5209571846
"337183",126.8721486726,37.5209972797
"337184",126.8708638829,37.5209670299
"337185",126.8721125534,37.5205952016
"337196",126.8698077093,37.5119954808
"337197",126.8691937290,37.5118005610
"337198",126.8702298459,37.5123715401
"337199",126.8706689360,37.5115188457
"337200",126.8696311181,37.5114548159
"337201",126.8704072767,37.5121264745
"337241",126.8824459249,37.5429349710
"337360",126.8562877019,37.5162168263
"337361",126.8567715980,37.5163661407
"337362",126.8568753344,37.5162941020
"337363",126.8565495252,37.5160752714
"337365",126.8550163890,37.5159664392
"337366",126.8551765598,37.5159934585
"337367",126.8553453148,37.5160466814
"337368",126.8555068664,37.5158769316
"337369",126.8554406063,37.5153436566
"337370",126.8559038915,37.5161647114
"337371",126.8559917830,37.5160556273
"337397",126.8668695014,37.5236116482
"337398",126.8663725024,37.5241860178
"337399",126.8658565338,37.5240469727
"337400",126.8653946697,37.5235937277
"337473",126.8701029869,37.5475120844
"337553",126.8451827103,37.5228700916
"337580",126.8736069708,37.5129094228
"337581",126.8732173075,37.5130867170
"337582",126.8731295982,37.5129914783
"337583",126.8732802649,37.5125799192
"337584",126.8742735463,37.5128190476
"337585",126.8733410644,37.5127444996
"337586",126.8734207799,37.5131845997
"337725",126.8687914772,37.5480076984
"337726",126.8690023262,37.5481595884
"337727",126.8690469614,37.5482950495
"337728",126.8683261245,37.5479158161
"337729",126.8697971499,37.5477616914
"337730",126.8687172047,37.5483687549
"337731",126.8694212742,37.5479880734
"337792",126.8856956335,37.5328709837
"337793",126.8868498258,37.5326823007
"337794",126.8862736930,37.5331369452
"337795",126.8865657879,37.5330556363
"337796",126.8877343324,37.5353923019
"337797",126.8875650634,37.5343996242
"337810",126.8670433856,37.5111279799
"337909",126.8672525159,37.5363362396
"337910",126.8657711588,37.5363155589
"337911",126.8659857477,37.5358968609
"337912",126.8660414273,37.5368535140
"337913",126.8668974241,37.5364411888
"337914",126.8664901562,37.5369168265
"337915",126.8662834324,37.5367690767
"338016",126.8868499325,37.5350899402
"338017",126.8866908367,37.5333418807
"338018",126.8864243791,37.5345472433
"338019",126.8862358227,37.5349109678
"338020",126.8871069807,37.5351228847
"338021",126.8879444096,37.5347024141
"338022",126.8874834979,37.5356384835
"338023",126.8877671414,37.5349461961
"338343",126.8730441704,37.5270095510
"338532",126.8444196822,37.5110640067
"338748",126.8474807458,37.5236023116
"338790",126.8437546978,37.5103213325
"338791",126.8434469930,37.5107705746
"338792",126.8437895971,37.5109122536
"338793",126.8445842070,37.5110466563
"338794",126.8452035742,37.5102052873
"338795",126.8439717188,37.5109652802
"338796",126.8438294344,37.5101971150
"338797",126.8458116547,37.5112092962
"338798",126.8443649192,37.5105791379
"338799",126.8436220936,37.5103816070
"338800",126.8441859955,37.5105143643
"338801",126.8442234981,37.5103987325
"338802",126.8438497740,37.5106544375
"338803",126.8450233228,37.5107964832
"338870",126.8840075607,37.5374620520
"347063",126.8416160860,37.5261098459
"347064",126.8409148262,37.5260740039
"347065",126.8422639463,37.5258442138
"347066",126.8424071256,37.5258162319
"347067",126.8414662818,37.5262291378
"347068",126.8419266359,37.5262473955
"347069",126.8411215275,37.5256558441
"347104",126.8310357259,37.5189902946
"347105",126.8306204859,37.5195874468
"347106",126.8304431776,37.5206449832
"347107",126.8310957494,37.5195105555
"347108",126.8309948793,37.5192284099
"347109",126.8304371052,37.5204761191
"347342",126.8307878744,37.5197429353
"347343",126.8307420939,37.5194458632
"347344",126.8306979328,37.5191533781
"347345",126.8305508047,37.5190012031
"347346",126.8307170914,37.5193061249
"347347",126.8308618364,37.5195249667
"347491",126.8482868882,37.5204493186
"347492",126.8484753325,37.5200536454
"347493",126.8475005855,37.5207280646
"347732",126.8478262088,37.5207739270
"347733",126.8473627846,37.5206529317
"347970",126.8438749484,37.5164169424
"347971",126.8443143571,37.5156562510
"347972",126.8447962949,37.5165286465
"347973",126.8442067972,37.5164109707
"347974",126.8443676596,37.5162963984
"347975",126.8440225646,37.5164788399
"348494",126.8540836704,37.5156839745
"348783",126.8538219004,37.5154830634
"348784",126.8536960347,37.5152280146
"353343",126.8452028133,37.5083206265
"353344",126.8461392748,37.5083403944
"353345",126.8458989532,37.5091930370
"353831",126.8464463437,37.5095096550
"354673",126.8705007195,37.5374558258
"354674",126.8702462419,37.5372482664
"354675",126.8705327925,37.5371847382
"354676",126.8700490901,37.5365288591
"354751",126.8739830094,37.5437389839
"354752",126.8739860296,37.5436693335
"354753",126.8747193565,37.5442270155
"354754",126.8748561179,37.5436399854
"355421",126.8513203636,37.5256256148
"355422",126.8512401497,37.5258482352
"355423",126.8516765978,37.5259925855
"355424",126.8516829728,37.5263043199
"355425",126.8505502754,37.5263774882
"355426",126.8506174816,37.5262526357
"355673",126.8629037303,37.5205739121
"355674",126.8626984763,37.5208588421
"355675",126.8628068471,37.5208955306
"355676",126.8628674876,37.5208515114
"355677",126.8619783262,37.5201158384
"355678",126.8623309047,37.5205589063
"356748",126.8672361610,37.5234501121
"356749",126.8668829049,37.5243354598
"356750",126.8675076143,37.5242529619
"356972",126.8725893843,37.5171813408
"356973",126.8732889034,37.5169817602
"356974",126.8726407883,37.5166109977
"356975",126.8730833391,37.5173466430
"356976",126.8724403152,37.5166769147
"356977",126.8721265587,37.5169695002
"357120",126.8282285308,37.5404222089
"357121",126.8282894564,37.5404151577
"357122",126.8281873328,37.5401829511
"357123",126.8286430784,37.5401067700
"357124",126.8289776435,37.5410394897
"357125",126.8284729919,37.5409488928
"357126",126.8286867348,37.5411369473
"357127",126.8293261502,37.5411532274
"357128",126.8283890679,37.5404619176
"357129",126.8301045197,37.5400726678
"357130",126.8307940031,37.5410327533
"357131",126.8295360016,37.5404997869
"357257",126.8598756656,37.5104220600
"357258",126.8600158651,37.5101677383
"357259",126.8592740337,37.5101196753
"357260",126.8609346467,37.5098150340
"357264",126.8601983869,37.5092159939
"357265",126.8611121527,37.5094761433
"357266",126.8603574637,37.5090061375
"357267",126.8614103967,37.5089903596
"357268",126.8606312063,37.5093705121
"357641",126.8296556176,37.5411480150
"357642",126.8298964794,37.5408232636
"357643",126.8300386817,37.5400732928
"357657",126.8240071379,37.5381150940
"357715",126.8294602088,37.5295418907
"357716",126.8297609595,37.5293039367
"357717",126.8304921056,37.5293423735
"357718",126.8291540991,37.5296708923
"357719",126.8296793016,37.5297159662
"357720",126.8297397362,37.5297177083
"357721",126.8298655778,37.5295155586
"357722",126.8310462459,37.5292836790
"357723",126.8309443502,37.5292499779
"358161",126.8232759250,37.5371980815
"358163",126.8248568688,37.5377445127
"358164",126.8233210229,37.5375740079
"358290",126.8740325522,37.5135409330
"358291",126.8737537489,37.5136878543
"358292",126.8737141020,37.5131872614
"358293",126.8736264970,37.5135437185
"358544",126.8370238187,37.5128377112
"359066",126.8373114622,37.5131741915
"359068",126.8451597479,37.5129972281
"359071",126.8433290829,37.5109012442
"359072",126.8443769505,37.5121962699
"359073",126.8448518361,37.5119685516
"359326",126.8617700856,37.5232234140
"359327",126.8618279111,37.5235806709
"359328",126.8617895413,37.5238187593
"359329",126.8614719568,37.5239185547
"359600",126.8437075579,37.5120371256
"359865",126.8600830705,37.5229987847
"359866",126.8599173768,37.5233808616
"359867",126.8602935038,37.5233044318
"360816",126.8724833800,37.5219963824
"360817",126.8726543572,37.5228317164
"360818",126.8725048750,37.5223224167
"360819",126.8716467459,37.5227742041
"360820",126.8721194925,37.5228087411
"360821",126.8716130226,37.5224453208
"382999",126.8859873643,37.5109713739
"383001",126.8858157837,37.5110759214
"383004",126.8853893825,37.5111561193
"383422",126.8849319496,37.5110086305
"383423",126.8855012569,37.5110423712
"383424",126.8851762183,37.5109765170
"385655",126.8820838257,37.5140628990
"414029",126.8836962558,37.5120010978
"414030",126.8830975231,37.5124205371
"414031",126.8829960223,37.5122426761
"414032",126.8836548174,37.5123646652
"414033",126.8832545863,37.5119844335
"414034",126.8837631722,37.5123387034
