ARS-ID,정류소명,x,y
"16705",마곡엠밸리4단지,126.8250612136,37.5689242470
"16706",마곡엠밸리5단지,126.8166885314,37.5662307079
"16707",화곡중앙골목시장,126.8378260549,37.5347215487
"16718",송화시장,126.8352514418,37.5480160879
"16721",삼천리아파트,126.8698105995,37.5561175441
"16722",LG주유소,126.8577304042,37.5316102186
"16727",강서구립봉제산어르신복지센터,126.8504005852,37.5417810926
"16729",화곡중.고등학교,126.8331291791,37.5480104657
"16730",증미역,126.8636030465,37.5566186429
"16732",삼거리,126.8501122969,37.5371923689
"16734",남부시장,126.8578569692,37.5325414884
"16745",송정역,126.8093479117,37.5613839852
"16778",거성빌라,126.8490273115,37.5422800929
"16781",김포공항국내선,126.8030541601,37.5596830647
"16812",덕원여자고등학교.덕원예술고등학교,126.8322065733,37.5492613495
"16813",증미역,126.8635288133,37.5564706139
"16814",봉제산정상,126.8515825014,37.5366287123
"16817",김포공항국내선,126.8034636256,37.5593496981
"16818",성우빌딩,126.8575189403,37.5336142572
"16820",발산초등학교,126.8314463971,37.5507971604
"16829",김포공항국내선,126.8044190758,37.5585279751
"16836",로미오이발클럽,126.8530543539,37.5360637736
"16838",방화대교남단(가상),126.8160151661,37.5836383191
"16841",강서구의회,126.8622611177,37.5451603859
"16842",강서구의회,126.8627805088,37.5463736394
"16843",대일고등학교,126.8636260796,37.5390003665
"16844",목동사거리,126.8638252478,37.5306821134
"16848",김포공항국제선,126.8021859906,37.5658634019
"16849",강서면허시험장.메이필드호텔,126.8185106739,37.5501322426
"16851",염창역2번출구,126.8760190428,37.5470809036
"16855",태영송화아파트,126.8675614510,37.5539425244
"16857",김포공항국제선,126.8019653455,37.5656827259
"16858",대통마트,126.8561863243,37.5349274867
"16859",화곡초교,126.8467662936,37.5434280414
"16861",현대슈퍼,126.8308400457,37.5520209553
"16862",관음삼성.보람더하임아파트,126.8704330777,37.5521089259
"16863",청송평화아파트,126.8536681466,37.5354684438
"16864",아람마트,126.8549676478,37.5343920247
"16867",수명산파크1단지,126.8298348690,37.5534497221
"16868",새마을금고,126.8725152055,37.5504798823
"16869",성심사,126.8539643927,37.5335886411
"16870",성심사,126.8539054950,37.5336929405
"16873",마곡.수명산파크2단지,126.8278624985,37.5536376298
"16875",아람마트,126.8550384722,37.5342945348
"16876",현대빌라,126.8538518064,37.5344344101
"16878",화곡역7번출구,126.8386785947,37.5412170042
"16879",마곡.수명산파크3단지,126.8259429566,37.5531806531
"16881",가양대교남단(가상),126.8668514113,37.5606058825
"16882",청송평화아파트,126.8538141725,37.5351291729
"16883",가양대교남단(가상),126.8670494571,37.5608787143
"16885",마곡수명산파크3단지.4단지,126.8252959060,37.5517211006
"16887",화곡보람3차아파트,126.8583740499,37.5364035662
"16888",로미오이발클럽,126.8531232390,37.5361372142
"16890",푸르지오APT,126.8311233776,37.5418326361
"16891",염동초교.염창보람더하임아파트,126.8711461872,37.5514708877
"16892",에이엔케슬,126.8593269179,37.5371950813
"16893",염동초교.염창보람더하임아파트,126.8711768449,37.5516365340
"16894",화곡유치원,126.8463474751,37.5443341279
"16895",나이아가라.리버파크.골든서울호텔,126.8782528336,37.5487674271
"16896",한광고,126.8586449884,37.5378862837
"16897",수정빌딩,126.8475659026,37.5457197428
"16898",수명산파크7단지정문,126.8242493073,37.5479652557
"16899",신정여상,126.8574936785,37.5374197538
"16900",SK브로드밴드강서방송,126.8491581390,37.5476054811
"16902",나이아가라.리버파크.골든서울호텔,126.8783183640,37.5488867878
"16903",골목시장,126.8501963844,37.5484959790
"16905",서울자동차학원,126.8215935275,37.5469293910
"16907",강서대학교,126.8512660949,37.5494313021
"16908",백연공원,126.8524890310,37.5512167331
"16909",하나마트,126.8533338459,37.5525324446
"16910",강서구청후문,126.8502425476,37.5504766637
"16911",화곡보람2차아파트,126.8541556370,37.5540221105
"16912",강서아파트,126.8507024275,37.5515681545
"16913",개화동상사마을종점(가상),126.7984346270,37.5825707577
"16914",본동사무소,126.8479844071,37.5427389292
"16915",황제참치,126.8514690587,37.5527779972
"16917",청과시장2,126.8211934162,37.5518721091
"16918",콘티넨탈호텔,126.8522449981,37.5540890025
"16920",강서면허시험장,126.8209820117,37.5484026849
"16921",등촌역1번출구,126.8631067715,37.5519223410
"16922",발산역3번출구,126.8385499994,37.5592622462
"16923",수명산파크7단지상가,126.8222218772,37.5474076052
"16925",수명산파크7단지정문,126.8243304775,37.5478390571
"16927",수명중.고등학교,126.8240549045,37.5501512552
"16928",기업은행,126.8408119191,37.5662838187
"16929",마곡수명산파크5단지.6단지,126.8252648748,37.5514663210
"16930",김포공항국내선(11-2번홈),126.8028491701,37.5599442702
"16931",수명산파크상가,126.8260866870,37.5532925338
"16932",변전소,126.8379210000,37.5707280000
"16933",수명산파크5단지아파트,126.8282249557,37.5534854476
"16934",김포공항국내선(11-3번홈),126.8026139532,37.5600161723
"16935",수명산파크1단지아파트앞,126.8297658620,37.5533410528
"16936",방화대교(가상),126.8204635727,37.5835933540
"16937",현대슈퍼,126.8311582398,37.5511213282
"16938",방화대교(가상),126.8215423592,37.5841538750
"16939",발산초등학교,126.8318919283,37.5496448810
"16940",변전소,126.8378030000,37.5707540000
"16941",화곡중.고등학교,126.8331235890,37.5479190193
"16942",마곡철교(가상),126.8369268953,37.5775736873
"16943",송화시장,126.8353182526,37.5479313783
"16944",마곡철교(가상),126.8370609260,37.5776923779
"16946",우장산월드메르디앙아파트,126.8379614608,37.5547179921
"16948",강서노인회관,126.8395233847,37.5545369250
"16950",롯데2차,126.8404944458,37.5544239307
"16951",김포공항국제선(1경기),126.8012108882,37.5653696865
"16952",발산어린이집,126.8415623491,37.5542996166
"16954",강서구민회관,126.8442390000,37.5528990000
"16955",방화3동주민센터,126.8137004598,37.5785123108
"16956",롯데3차APT,126.8464497104,37.5527548821
"16957",방화동삼익아파트,126.8132613831,37.5767991474
"16958",공영주차장,126.8478519417,37.5532503094
"16959",방화중학교(시외버스),126.8064706968,37.5638221983
"16960",강서구청입구,126.8499179689,37.5531139540
"16961",서광아파트,126.8196064030,37.5788720481
"16962",생태공원,126.8186261981,37.5834740241
"16963",등촌7단지,126.8529839006,37.5613391963
"16964",등촌10단지,126.8486513967,37.5615325673
"16965",등촌미주.진로아파트,126.8477364148,37.5599111999
"16966",등촌3동성당사거리,126.8456377336,37.5589733493
"16967",등촌5단지,126.8439166889,37.5591488806
"16968",공원앞,126.8417768931,37.5593706907
"16969",발산역.NC백화점,126.8395980000,37.5595810000
"16970",동우아트빌,126.8559672889,37.5366084400
"16971",태창아파트,126.8509378888,37.5378994658
"16975",강서농수산물도매시장,126.8179640291,37.5534556094
"16976",강서농수산물도매시장종점,126.8226291512,37.5544832634
"16977",등촌동주공9단지,126.8497397817,37.5629021698
"16978",등촌주공9단지,126.8499022338,37.5626952707
"16979",등촌동주공8단지,126.8513969050,37.5621095978
"16983",국립항공박물관,126.8078144632,37.5564317060
"16986",등촌주공8단지,126.8521262525,37.5616577156
"16987",대한항공화물청사,126.8134044074,37.5515706275
"16988",대한항공훈련센터,126.8131681924,37.5462923266
"16989",가양대교(가상),126.8586721847,37.5655595924
"16990",가양대교(가상),126.8585675459,37.5658478756
"16992",김포공항화물청사,126.8113346785,37.5534746508
"16993",김포공항세관.국립항공박물관,126.8083234200,37.5558548932
"16994",강원슈퍼,126.8570101270,37.5355321413
"16995",대한항공빌딩,126.8145856449,37.5507472601
"16996",대한항공,126.8165403235,37.5495993442
"16997",김포공항국제선,126.8009039624,37.5648136027
"19992",대한항공훈련센터,126.8122990904,37.5458875748
