동별(3),항목,2016,2016.1,2016.2,2016.3,2016.4,2016.5,2016.6,2016.7,2016.8,2016.9,2016.10,2016.11,2016.12,2016.13,2016.14,2016.15,2016.16,2016.17,2016.18,2016.19,2016.20,2016.21,2017,2017.1,2017.2,2017.3,2017.4,2017.5,2017.6,2017.7,2017.8,2017.9,2017.10,2017.11,2017.12,2017.13,2017.14,2017.15,2017.16,2017.17,2017.18,2017.19,2017.20,2017.21,2018,2018.1,2018.2,2018.3,2018.4,2018.5,2018.6,2018.7,2018.8,2018.9,2018.10,2018.11,2018.12,2018.13,2018.14,2018.15,2018.16,2018.17,2018.18,2018.19,2018.20,2018.21,2019,2019.1,2019.2,2019.3,2019.4,2019.5,2019.6,2019.7,2019.8,2019.9,2019.10,2019.11,2019.12,2019.13,2019.14,2019.15,2019.16,2019.17,2019.18,2019.19,2019.20,2019.21,2020,2020.1,2020.2,2020.3,2020.4,2020.5,2020.6,2020.7,2020.8,2020.9,2020.10,2020.11,2020.12,2020.13,2020.14,2020.15,2020.16,2020.17,2020.18,2020.19,2020.20,2020.21,2021,2021.1,2021.2,2021.3,2021.4,2021.5,2021.6,2021.7,2021.8,2021.9,2021.10,2021.11,2021.12,2021.13,2021.14,2021.15,2021.16,2021.17,2021.18,2021.19,2021.20,2021.21,2022,2022.1,2022.2,2022.3,2022.4,2022.5,2022.6,2022.7,2022.8,2022.9,2022.10,2022.11,2022.12,2022.13,2022.14,2022.15,2022.16,2022.17,2022.18,2022.19,2022.20,2022.21
동별(3),항목,소계,0~4세,5~9세,10~14세,15~19세,20~24세,25~29세,30~34세,35~39세,40~44세,45~49세,50~54세,55~59세,60~64세,65~69세,70~74세,75~79세,80~84세,85~89세,90~94세,95~99세,100세 이상,소계,0~4세,5~9세,10~14세,15~19세,20~24세,25~29세,30~34세,35~39세,40~44세,45~49세,50~54세,55~59세,60~64세,65~69세,70~74세,75~79세,80~84세,85~89세,90~94세,95~99세,100세 이상,소계,0~4세,5~9세,10~14세,15~19세,20~24세,25~29세,30~34세,35~39세,40~44세,45~49세,50~54세,55~59세,60~64세,65~69세,70~74세,75~79세,80~84세,85~89세,90~94세,95~99세,100세 이상,소계,0~4세,5~9세,10~14세,15~19세,20~24세,25~29세,30~34세,35~39세,40~44세,45~49세,50~54세,55~59세,60~64세,65~69세,70~74세,75~79세,80~84세,85~89세,90~94세,95~99세,100세 이상,소계,0~4세,5~9세,10~14세,15~19세,20~24세,25~29세,30~34세,35~39세,40~44세,45~49세,50~54세,55~59세,60~64세,65~69세,70~74세,75~79세,80~84세,85~89세,90~94세,95~99세,100세 이상,소계,0~4세,5~9세,10~14세,15~19세,20~24세,25~29세,30~34세,35~39세,40~44세,45~49세,50~54세,55~59세,60~64세,65~69세,70~74세,75~79세,80~84세,85~89세,90~94세,95~99세,100세 이상,소계,0~4세,5~9세,10~14세,15~19세,20~24세,25~29세,30~34세,35~39세,40~44세,45~49세,50~54세,55~59세,60~64세,65~69세,70~74세,75~79세,80~84세,85~89세,90~94세,95~99세,100세 이상
화곡3동,계,23190,811,802,763,1233,1682,1870,1869,1773,1718,1768,1827,2187,1751,1241,824,527,289,167,56,14,18,22903,749,783,761,1132,1595,1906,1749,1776,1588,1832,1704,2119,1844,1307,874,619,298,178,57,12,20,22730,744,783,757,1050,1475,1859,1733,1857,1570,1778,1683,1993,1942,1289,943,669,310,193,65,15,22,22710,689,767,720,1008,1430,1935,1699,1768,1572,1744,1693,1887,2043,1374,1030,697,354,190,69,19,22,21938,591,744,736,903,1321,1843,1596,1649,1612,1653,1674,1684,1970,1481,1082,706,387,180,86,15,25,21661,464,691,755,877,1321,1947,1616,1538,1609,1619,1682,1556,1890,1556,1124,713,417,190,74,14,8,21603,432,650,773,869,1211,1941,1778,1469,1602,1537,1737,1504,1814,1587,1173,759,484,184,78,19,2
화곡3동,한국인,22995,805,799,762,1232,1674,1846,1839,1753,1700,1749,1799,2162,1742,1240,822,527,289,167,56,14,18,22721,738,780,761,1128,1587,1881,1724,1755,1570,1816,1685,2101,1832,1306,874,618,298,178,57,12,20,22550,730,780,756,1048,1466,1844,1705,1838,1557,1760,1663,1972,1931,1286,941,668,310,193,65,15,22,22536,680,767,719,1003,1425,1923,1669,1753,1559,1727,1667,1864,2031,1371,1028,696,354,190,69,19,22,21785,583,741,736,901,1310,1831,1576,1632,1601,1640,1653,1666,1960,1478,1079,705,387,180,86,15,25,21525,460,690,755,876,1315,1936,1602,1522,1595,1606,1658,1540,1881,1554,1121,711,417,190,74,14,8,21459,424,647,773,869,1202,1929,1761,1451,1589,1527,1718,1483,1806,1585,1171,758,483,184,78,19,2
화곡3동,외국인,195,6,3,1,1,8,24,30,20,18,19,28,25,9,1,2,-,-,-,-,-,-,182,11,3,-,4,8,25,25,21,18,16,19,18,12,1,-,1,-,-,-,-,-,180,14,3,1,2,9,15,28,19,13,18,20,21,11,3,2,1,-,-,-,-,-,174,9,-,1,5,5,12,30,15,13,17,26,23,12,3,2,1,-,-,-,-,-,153,8,3,-,2,11,12,20,17,11,13,21,18,10,3,3,1,-,-,-,-,-,136,4,1,-,1,6,11,14,16,14,13,24,16,9,2,3,2,-,-,-,-,-,144,8,3,0,0,9,12,17,18,13,10,19,21,8,2,2,1,1,0,0,0,0
화곡4동,계,23317,917,784,712,1156,1498,1696,2106,2137,1934,1860,1817,2099,1636,1163,811,522,264,140,49,8,8,23141,831,775,676,1054,1480,1730,1947,2225,1820,1871,1790,2026,1721,1234,860,563,320,156,46,8,8,22694,770,726,660,939,1433,1686,1821,2210,1742,1811,1816,1999,1741,1241,908,608,343,167,59,6,8,22044,669,689,646,843,1318,1723,1742,1997,1641,1770,1760,1912,1801,1291,962,649,378,174,64,9,6,21413,560,614,629,753,1215,1801,1672,1792,1654,1656,1728,1787,1822,1375,1015,648,408,189,76,12,7,20820,489,557,642,675,1137,1704,1646,1636,1636,1606,1713,1673,1861,1449,979,714,422,193,73,14,1,20514,465,497,652,645,1067,1633,1672,1509,1692,1546,1726,1583,1775,1507,1028,744,472,212,73,15,1
화곡4동,한국인,22935,899,779,708,1152,1481,1644,2060,2103,1910,1831,1749,2047,1614,1160,807,522,264,140,49,8,8,22772,812,768,672,1050,1464,1683,1904,2188,1801,1840,1727,1979,1699,1228,856,563,320,156,46,8,8,22331,748,716,657,934,1422,1652,1772,2167,1718,1783,1763,1951,1719,1234,904,608,343,167,59,6,8,21674,648,679,640,838,1304,1691,1694,1960,1607,1744,1713,1859,1777,1283,958,648,378,174,64,9,6,21108,545,606,624,750,1203,1784,1626,1763,1620,1635,1697,1736,1801,1367,1013,646,408,189,76,12,7,20532,473,552,638,672,1129,1684,1602,1606,1609,1586,1686,1624,1839,1441,977,711,422,193,73,14,1,20237,453,487,649,641,1059,1616,1641,1474,1663,1529,1699,1547,1745,1498,1022,741,472,212,73,15,1
화곡4동,외국인,382,18,5,4,4,17,52,46,34,24,29,68,52,22,3,4,-,-,-,-,-,-,369,19,7,4,4,16,47,43,37,19,31,63,47,22,6,4,-,-,-,-,-,-,363,22,10,3,5,11,34,49,43,24,28,53,48,22,7,4,-,-,-,-,-,-,370,21,10,6,5,14,32,48,37,34,26,47,53,24,8,4,1,-,-,-,-,-,305,15,8,5,3,12,17,46,29,34,21,31,51,21,8,2,2,-,-,-,-,-,288,16,5,4,3,8,20,44,30,27,20,27,49,22,8,2,3,-,-,-,-,-,277,12,10,3,4,8,17,31,35,29,17,27,36,30,9,6,3,0,0,0,0,0
화곡6동,계,25797,1085,877,829,1281,1797,2122,2459,2312,1895,2070,2031,2309,1872,1125,753,500,281,130,49,15,5,25099,925,784,792,1163,1724,2178,2142,2197,1856,2054,1920,2316,1863,1279,781,587,317,145,55,17,4,24840,818,737,789,1093,1632,2235,2011,2210,1769,2028,1946,2226,1966,1336,858,593,344,171,54,18,6,25118,735,698,765,1022,1620,2463,2108,2081,1812,1995,1988,2141,2093,1404,948,632,342,184,63,15,9,25133,623,666,745,931,1602,2681,2237,2005,1805,1898,1950,2048,2111,1527,1011,637,374,181,78,17,6,25096,541,599,700,874,1591,2904,2426,1901,1790,1776,1973,1945,2128,1624,1011,621,396,197,82,15,2,25303,500,551,695,837,1503,3048,2722,1873,1805,1739,1891,1870,2110,1643,1117,643,454,209,75,15,3
화곡6동,한국인,25582,1080,872,829,1277,1782,2096,2420,2290,1878,2041,2005,2297,1859,1125,753,499,280,130,49,15,5,24897,918,780,791,1161,1705,2149,2113,2174,1838,2035,1901,2301,1851,1277,781,586,315,145,55,17,4,24634,810,734,788,1090,1616,2208,1977,2185,1752,2006,1932,2209,1954,1333,858,592,342,170,54,18,6,24900,726,693,763,1021,1604,2435,2076,2052,1792,1977,1968,2121,2081,1402,947,632,341,182,63,15,9,24934,616,663,745,930,1587,2656,2206,1975,1785,1883,1935,2029,2100,1524,1010,637,373,179,78,17,6,24869,534,596,700,874,1571,2872,2390,1864,1767,1760,1956,1928,2117,1619,1010,621,395,196,82,15,2,25027,493,546,693,830,1478,3009,2676,1838,1773,1722,1866,1858,2098,1635,1115,643,454,207,75,15,3
화곡6동,외국인,215,5,5,-,4,15,26,39,22,17,29,26,12,13,-,-,1,1,-,-,-,-,202,7,4,1,2,19,29,29,23,18,19,19,15,12,2,-,1,2,-,-,-,-,206,8,3,1,3,16,27,34,25,17,22,14,17,12,3,-,1,2,1,-,-,-,218,9,5,2,1,16,28,32,29,20,18,20,20,12,2,1,-,1,2,-,-,-,199,7,3,-,1,15,25,31,30,20,15,15,19,11,3,1,-,1,2,-,-,-,227,7,3,-,-,20,32,36,37,23,16,17,17,11,5,1,-,1,1,-,-,-,276,7,5,2,7,25,39,46,35,32,17,25,12,12,8,2,0,0,2,0,0,0
화곡8동,계,27232,1197,912,929,1198,1665,1958,2665,2777,2328,2057,1912,2223,1883,1464,989,594,293,126,38,16,8,27097,1036,924,867,1129,1643,2115,2475,2754,2274,2081,1938,2199,1887,1503,1029,715,327,134,50,11,6,26833,947,883,808,1049,1619,2284,2355,2687,2116,2090,1955,2185,1980,1473,1120,728,341,136,56,15,6,26509,864,814,768,990,1555,2410,2284,2479,2078,2075,1975,2120,2037,1455,1208,783,384,153,59,13,5,25674,654,745,746,902,1532,2386,2180,2208,2013,2059,1897,1985,2035,1549,1249,841,429,174,68,15,7,24789,527,692,694,833,1479,2420,2116,1972,1958,1886,1937,1821,2010,1622,1230,875,461,176,63,14,3,24415,469,602,676,783,1395,2480,2222,1779,1971,1785,1948,1739,1980,1647,1228,896,548,192,60,12,3
화곡8동,한국인,26745,1173,910,928,1193,1644,1911,2600,2735,2296,2008,1849,2144,1842,1453,987,591,293,126,38,16,8,26613,1008,913,865,1124,1633,2068,2408,2704,2245,2022,1878,2137,1852,1489,1027,712,327,134,50,11,6,26311,920,869,805,1046,1598,2236,2284,2639,2088,2037,1885,2111,1937,1460,1116,726,341,136,56,15,6,25996,832,800,765,989,1531,2368,2215,2428,2043,2034,1913,2046,1992,1442,1205,780,383,153,59,13,5,25223,628,726,743,899,1514,2357,2125,2144,1982,2031,1852,1920,1997,1533,1242,839,427,174,68,15,7,24383,505,675,690,830,1467,2389,2069,1906,1928,1868,1900,1760,1985,1602,1222,874,457,176,63,14,3,24010,447,585,672,780,1381,2444,2183,1717,1936,1760,1913,1685,1954,1625,1222,895,545,191,60,12,3
화곡8동,외국인,487,24,2,1,5,21,47,65,42,32,49,63,79,41,11,2,3,-,-,-,-,-,484,28,11,2,5,10,47,67,50,29,59,60,62,35,14,2,3,-,-,-,-,-,522,27,14,3,3,21,48,71,48,28,53,70,74,43,13,4,2,-,-,-,-,-,513,32,14,3,1,24,42,69,51,35,41,62,74,45,13,3,3,1,-,-,-,-,451,26,19,3,3,18,29,55,64,31,28,45,65,38,16,7,2,2,-,-,-,-,406,22,17,4,3,12,31,47,66,30,18,37,61,25,20,8,1,4,-,-,-,-,405,22,17,4,3,14,36,39,62,35,25,35,54,26,22,6,1,3,1,0,0,0
가양1동,계,27547,1286,988,927,1265,2247,3065,3081,2605,2079,2073,1998,2197,1475,829,566,392,264,140,51,14,5,32636,1182,1014,913,1314,2797,4718,4226,3323,2343,2327,2051,2307,1656,888,615,461,290,130,59,18,4,33556,1107,992,888,1237,2702,5226,4484,3557,2288,2302,2071,2334,1773,921,679,473,302,137,66,14,3,34154,969,987,854,1174,2643,5635,4679,3487,2338,2297,2140,2172,1993,1021,746,458,315,159,67,15,5,34540,844,885,843,1051,2600,5912,4977,3467,2384,2254,2200,2127,2040,1191,733,457,317,168,64,21,5,34395,760,819,823,967,2421,5860,5280,3475,2461,2163,2178,1975,2092,1362,708,467,310,185,65,19,5,34359,733,736,827,932,2174,5801,5583,3401,2549,2069,2225,1902,2128,1439,748,479,357,193,60,18,5
가양1동,한국인,27309,1282,988,926,1264,2215,3018,3039,2575,2057,2060,1972,2184,1471,829,566,391,263,139,51,14,5,32305,1175,1014,912,1312,2759,4641,4164,3277,2323,2305,2028,2284,1649,888,615,460,289,129,59,18,4,33189,1103,988,888,1235,2682,5146,4416,3506,2267,2274,2053,2317,1755,901,673,466,300,136,66,14,3,33806,962,982,854,1173,2621,5575,4610,3441,2320,2271,2119,2165,1976,992,738,451,311,158,67,15,5,34184,838,880,843,1049,2585,5847,4906,3422,2355,2238,2179,2114,2027,1164,718,451,312,167,63,21,5,34115,758,816,823,966,2405,5795,5217,3436,2433,2147,2162,1963,2082,1357,707,467,309,184,64,19,5,34085,731,731,826,930,2158,5745,5523,3364,2516,2047,2210,1896,2116,1437,746,479,356,192,59,18,5
가양1동,외국인,238,4,-,1,1,32,47,42,30,22,13,26,13,4,-,-,1,1,1,-,-,-,331,7,-,1,2,38,77,62,46,20,22,23,23,7,-,-,1,1,1,-,-,-,367,4,4,-,2,20,80,68,51,21,28,18,17,18,20,6,7,2,1,-,-,-,348,7,5,-,1,22,60,69,46,18,26,21,7,17,29,8,7,4,1,-,-,-,356,6,5,-,2,15,65,71,45,29,16,21,13,13,27,15,6,5,1,1,-,-,280,2,3,-,1,16,65,63,39,28,16,16,12,10,5,1,-,1,1,1,-,-,274,2,5,1,2,16,56,60,37,33,22,15,6,12,2,2,0,1,1,1,0,0
가양2동,계,16432,386,275,267,519,1006,1497,1618,1179,829,914,1299,1916,1669,1029,689,567,422,236,90,25,-,16246,370,269,255,432,881,1525,1576,1214,791,892,1149,1878,1730,1113,757,619,436,232,96,28,3,15763,329,265,221,372,817,1382,1524,1240,738,824,1014,1794,1796,1193,813,647,431,242,94,24,3,15140,316,261,197,331,684,1223,1452,1190,747,742,920,1613,1824,1301,872,627,455,260,99,25,1,14588,262,255,192,294,603,1134,1374,1063,783,731,836,1387,1814,1417,914,619,491,276,116,23,4,14109,232,230,186,239,588,1005,1311,1024,774,637,821,1161,1767,1568,972,653,496,311,109,23,2,13902,217,237,189,226,494,923,1300,1027,775,602,783,1046,1687,1625,1056,721,549,313,105,25,2
가양2동,한국인,16338,385,274,266,519,989,1467,1607,1176,826,905,1288,1910,1668,1029,689,567,422,236,90,25,-,16154,368,268,254,431,869,1499,1557,1207,789,887,1135,1877,1729,1113,757,619,436,232,96,28,3,15671,327,264,219,372,804,1362,1502,1235,734,821,1006,1784,1795,1192,813,647,431,242,94,24,3,15052,315,260,195,331,676,1203,1433,1182,742,737,912,1604,1823,1300,872,627,455,260,99,25,1,14500,261,254,191,293,594,1114,1353,1057,774,727,832,1378,1813,1416,914,619,491,276,116,23,4,14026,231,230,185,238,581,984,1298,1008,767,634,817,1154,1766,1567,972,653,496,311,109,23,2,13812,215,237,188,223,489,907,1283,1006,768,599,779,1040,1684,1623,1056,721,549,313,105,25,2
가양2동,외국인,94,1,1,1,-,17,30,11,3,3,9,11,6,1,-,-,-,-,-,-,-,-,92,2,1,1,1,12,26,19,7,2,5,14,1,1,-,-,-,-,-,-,-,-,92,2,1,2,-,13,20,22,5,4,3,8,10,1,1,-,-,-,-,-,-,-,88,1,1,2,-,8,20,19,8,5,5,8,9,1,1,-,-,-,-,-,-,-,88,1,1,1,1,9,20,21,6,9,4,4,9,1,1,-,-,-,-,-,-,-,83,1,-,1,1,7,21,13,16,7,3,4,7,1,1,-,-,-,-,-,-,-,90,2,0,1,3,5,16,17,21,7,3,4,6,3,2,0,0,0,0,0,0,0
가양3동,계,17289,747,361,345,669,1009,1383,1875,1573,1100,1075,1316,1601,1398,923,735,573,338,180,68,14,6,16771,685,318,321,572,907,1337,1715,1570,1094,1048,1235,1536,1415,995,766,619,369,181,65,18,5,16516,621,298,280,531,818,1321,1754,1573,1033,1040,1192,1442,1458,1069,790,631,394,184,68,16,3,16199,560,286,247,459,726,1262,1752,1561,1019,1018,1113,1346,1481,1152,857,642,414,194,91,17,2,15583,484,241,213,376,681,1174,1749,1410,995,938,1039,1271,1444,1231,908,655,440,213,96,22,3,15138,448,242,204,317,581,1036,1656,1418,1015,855,979,1194,1472,1324,893,680,487,216,91,27,3,14678,469,230,175,270,498,914,1607,1419,1003,788,930,1097,1411,1327,975,704,525,234,72,27,3
가양3동,한국인,17164,742,361,345,668,1008,1368,1850,1553,1093,1067,1297,1590,1392,920,732,572,338,180,68,14,6,16659,681,318,321,571,904,1328,1695,1552,1083,1040,1220,1527,1408,992,763,619,368,181,65,18,5,16392,618,297,280,527,815,1311,1735,1551,1021,1028,1177,1434,1450,1065,788,631,393,184,68,16,3,16086,560,283,247,457,722,1256,1734,1543,1006,1008,1098,1334,1476,1148,855,642,413,194,91,17,2,15477,482,238,213,376,678,1171,1730,1393,982,928,1026,1257,1440,1228,906,655,440,213,96,22,3,15040,446,235,204,317,579,1033,1644,1400,1002,846,971,1180,1469,1319,892,679,487,216,91,27,3,14579,466,227,174,270,498,906,1597,1398,992,780,922,1083,1406,1324,972,703,525,234,72,27,3
가양3동,외국인,125,5,-,-,1,1,15,25,20,7,8,19,11,6,3,3,1,-,-,-,-,-,112,4,-,-,1,3,9,20,18,11,8,15,9,7,3,3,-,1,-,-,-,-,124,3,1,-,4,3,10,19,22,12,12,15,8,8,4,2,-,1,-,-,-,-,113,-,3,-,2,4,6,18,18,13,10,15,12,5,4,2,-,1,-,-,-,-,106,2,3,-,-,3,3,19,17,13,10,13,14,4,3,2,-,-,-,-,-,-,98,2,7,-,-,2,3,12,18,13,9,8,14,3,5,1,1,-,-,-,-,-,99,3,3,1,0,0,8,10,21,11,8,8,14,5,3,3,1,0,0,0,0,0
발산1동,계,39921,2156,2519,2441,3119,2815,1983,2362,3546,3946,3861,2983,2584,1857,1371,1002,647,401,228,75,20,5,39414,1904,2531,2456,2951,2696,2041,2081,3405,3815,4024,2887,2720,1939,1398,1067,729,407,251,82,25,5,38879,1613,2519,2489,2819,2629,2063,1854,3307,3632,4011,3044,2686,2072,1411,1180,778,420,240,79,27,6,38507,1417,2445,2444,2753,2532,2187,1819,2991,3527,4018,3070,2628,2293,1466,1234,810,488,250,95,32,8,37530,1196,2258,2459,2547,2453,2170,1846,2628,3417,3879,3134,2603,2281,1613,1299,835,499,267,105,30,11,36572,986,2021,2452,2418,2455,2122,1749,2353,3317,3627,3317,2520,2361,1717,1299,912,517,283,120,21,5,36236,914,1731,2471,2495,2355,2031,1809,2033,3209,3551,3545,2483,2475,1788,1329,948,621,302,116,25,5
발산1동,한국인,39715,2154,2515,2435,3098,2806,1962,2335,3517,3924,3842,2963,2566,1853,1369,1001,647,400,228,75,20,5,39220,1902,2527,2453,2915,2690,2029,2051,3381,3798,4005,2875,2699,1934,1397,1066,729,406,251,82,25,5,38693,1610,2516,2485,2798,2621,2052,1827,3280,3617,3993,3027,2667,2064,1410,1177,778,419,240,79,27,6,38348,1415,2443,2439,2744,2525,2176,1794,2969,3511,4000,3056,2612,2286,1465,1232,809,487,250,95,32,8,37390,1194,2256,2455,2543,2449,2164,1824,2609,3399,3858,3124,2587,2273,1613,1296,835,499,266,105,30,11,36416,985,2018,2450,2405,2448,2108,1733,2332,3295,3607,3301,2508,2353,1717,1298,912,517,283,120,21,5,35944,913,1730,2469,2468,2344,2015,1797,2012,3183,3503,3485,2440,2453,1788,1327,948,621,302,116,25,5
발산1동,외국인,206,2,4,6,21,9,21,27,29,22,19,20,18,4,2,1,-,1,-,-,-,-,194,2,4,3,36,6,12,30,24,17,19,12,21,5,1,1,-,1,-,-,-,-,186,3,3,4,21,8,11,27,27,15,18,17,19,8,1,3,-,1,-,-,-,-,159,2,2,5,9,7,11,25,22,16,18,14,16,7,1,2,1,1,-,-,-,-,140,2,2,4,4,4,6,22,19,18,21,10,16,8,-,3,-,-,1,-,-,-,156,1,3,2,13,7,14,16,21,22,20,16,12,8,-,1,-,-,-,-,-,-,292,1,1,2,27,11,16,12,21,26,48,60,43,22,0,2,0,0,0,0,0,0
공항동,계,24660,1519,864,724,970,1449,1955,2428,2372,1931,1860,1853,2080,1601,1054,855,559,351,142,50,16,27,28554,1842,1135,833,1038,1745,2267,2677,3060,2273,2156,2013,2312,1801,1159,925,674,373,173,56,19,23,28646,1667,1228,850,982,1741,2300,2596,3152,2232,2202,1994,2334,1858,1187,941,697,402,179,61,17,26,28261,1461,1338,822,936,1637,2362,2440,3004,2235,2190,1970,2278,1927,1244,981,698,430,188,75,18,27,27627,1205,1422,851,891,1534,2303,2317,2813,2343,2093,1970,2121,1946,1353,977,710,414,235,83,18,28,31483,1483,1934,1159,1030,1654,2419,2626,3100,2920,2280,2257,2121,2197,1593,1036,798,477,277,91,27,4,30927,1301,1905,1219,1027,1532,2412,2578,2836,3037,2281,2229,1950,2192,1649,1051,809,537,248,104,28,2
공항동,한국인,23624,1503,854,720,967,1437,1887,2343,2287,1831,1731,1648,1915,1504,1020,838,555,350,142,50,15,27,27554,1828,1123,828,1036,1733,2211,2606,2980,2159,2019,1834,2137,1716,1125,907,668,373,173,56,19,23,27705,1656,1216,840,982,1725,2264,2527,3086,2124,2054,1828,2131,1786,1172,933,696,402,179,61,17,26,27372,1446,1327,816,934,1621,2332,2367,2944,2124,2052,1823,2084,1862,1235,970,697,430,188,75,18,27,26939,1191,1410,843,886,1524,2266,2261,2760,2282,2007,1865,1955,1894,1342,968,707,414,235,83,18,28,30842,1468,1926,1150,1021,1623,2375,2565,3045,2871,2213,2171,1987,2149,1579,1030,793,477,277,91,27,4,30372,1286,1894,1212,1018,1499,2362,2496,2772,2995,2248,2175,1871,2146,1631,1047,802,536,248,104,28,2
공항동,외국인,1036,16,10,4,3,12,68,85,85,100,129,205,165,97,34,17,4,1,-,-,1,-,1000,14,12,5,2,12,56,71,80,114,137,179,175,85,34,18,6,-,-,-,-,-,941,11,12,10,-,16,36,69,66,108,148,166,203,72,15,8,1,-,-,-,-,-,889,15,11,6,2,16,30,73,60,111,138,147,194,65,9,11,1,-,-,-,-,-,688,14,12,8,5,10,37,56,53,61,86,105,166,52,11,9,3,-,-,-,-,-,641,15,8,9,9,31,44,61,55,49,67,86,134,48,14,6,5,-,-,-,-,-,555,15,11,7,9,33,50,82,64,42,33,54,79,46,18,4,7,1,0,0,0,0
방화1동,계,46284,2840,2681,2096,2195,2816,2952,3622,4494,4130,3534,3319,3671,2786,1982,1322,907,519,278,102,20,18,46694,2564,2809,2214,2128,2741,3070,3350,4484,4221,3651,3274,3650,3006,2058,1436,1028,564,293,114,22,17,46357,2255,2820,2244,2113,2633,3140,3214,4274,4111,3823,3266,3610,3111,2079,1508,1075,620,297,119,30,15,45668,1966,2781,2219,2101,2455,3136,3067,3992,4075,3906,3222,3499,3209,2211,1597,1090,672,305,123,29,13,44550,1669,2649,2179,2051,2283,3067,2870,3690,4003,3762,3180,3409,3239,2409,1761,1063,751,327,146,28,14,43181,1420,2371,2269,1999,2170,2862,2824,3366,3900,3673,3251,3117,3343,2555,1753,1059,734,338,139,31,7,42851,1287,2133,2292,2057,2098,2697,2890,3135,3822,3671,3401,2987,3331,2708,1815,1177,783,376,142,41,8
방화1동,한국인,45950,2835,2678,2094,2188,2799,2919,3578,4461,4090,3490,3271,3646,2760,1977,1320,907,519,278,102,20,18,46345,2557,2805,2210,2125,2728,3027,3301,4450,4184,3608,3219,3622,2986,2052,1435,1026,564,293,114,22,17,45991,2241,2818,2241,2108,2617,3097,3165,4230,4078,3775,3217,3577,3092,2074,1508,1073,620,296,119,30,15,45356,1958,2776,2216,2094,2442,3106,3032,3951,4036,3868,3182,3468,3197,2204,1597,1088,672,304,123,29,13,44305,1665,2644,2177,2049,2275,3044,2835,3657,3972,3737,3154,3381,3229,2400,1760,1062,750,326,146,28,14,42932,1418,2364,2267,1995,2166,2836,2792,3333,3866,3645,3231,3084,3332,2546,1751,1058,734,337,139,31,7,42616,1284,2126,2288,2056,2086,2684,2855,3100,3793,3645,3385,2956,3321,2700,1812,1176,783,375,142,41,8
방화1동,외국인,334,5,3,2,7,17,33,44,33,40,44,48,25,26,5,2,-,-,-,-,-,-,349,7,4,4,3,13,43,49,34,37,43,55,28,20,6,1,2,-,-,-,-,-,366,14,2,3,5,16,43,49,44,33,48,49,33,19,5,-,2,-,1,-,-,-,312,8,5,3,7,13,30,35,41,39,38,40,31,12,7,-,2,-,1,-,-,-,245,4,5,2,2,8,23,35,33,31,25,26,28,10,9,1,1,1,1,-,-,-,249,2,7,2,4,4,26,32,33,34,28,20,33,11,9,2,1,-,1,-,-,-,235,3,7,4,1,12,13,35,35,29,26,16,31,10,8,3,1,0,1,0,0,0
방화2동,계,25035,811,789,769,1076,1641,2107,2092,1945,1840,1926,1907,2284,1904,1331,1051,796,462,195,69,24,16,24731,777,751,732,1018,1560,2177,1988,1940,1732,1910,1833,2235,1980,1331,1047,882,516,213,66,21,22,24391,714,703,714,965,1489,2113,1972,1925,1573,1907,1827,2147,2031,1401,1137,879,537,233,76,25,23,24051,637,678,690,882,1430,2129,1965,1786,1580,1791,1805,2082,2090,1464,1178,901,574,256,85,23,25,23442,533,647,655,803,1303,2085,1893,1688,1550,1707,1798,1963,2062,1586,1206,928,584,301,99,25,26,23656,559,623,681,724,1239,2154,2143,1725,1629,1668,1815,1737,2102,1733,1157,906,616,308,108,25,4,23371,511,575,675,690,1174,2061,2168,1706,1648,1589,1772,1713,2050,1794,1181,899,671,349,114,28,3
방화2동,한국인,24780,803,787,769,1073,1632,2082,2064,1920,1806,1892,1868,2258,1889,1326,1050,795,462,195,69,24,16,24490,769,746,732,1014,1552,2156,1957,1911,1709,1876,1802,2206,1970,1324,1046,882,516,213,66,21,22,24108,703,697,711,961,1480,2084,1941,1889,1551,1868,1796,2112,2017,1393,1135,877,536,233,76,25,23,23716,628,674,687,877,1413,2086,1923,1736,1545,1765,1767,2050,2074,1455,1174,900,573,256,85,23,25,23122,528,641,653,798,1283,2041,1847,1646,1505,1687,1765,1939,2049,1576,1202,927,584,301,99,25,26,23355,555,619,678,724,1221,2113,2090,1684,1594,1641,1788,1713,2093,1725,1150,906,616,308,108,25,4,23123,507,573,674,687,1161,2034,2144,1672,1620,1567,1741,1680,2042,1787,1170,899,671,349,114,28,3
방화2동,외국인,255,8,2,-,3,9,25,28,25,34,34,39,26,15,5,1,1,-,-,-,-,-,241,8,5,-,4,8,21,31,29,23,34,31,29,10,7,1,-,-,-,-,-,-,283,11,6,3,4,9,29,31,36,22,39,31,35,14,8,2,2,1,-,-,-,-,335,9,4,3,5,17,43,42,50,35,26,38,32,16,9,4,1,1,-,-,-,-,320,5,6,2,5,20,44,46,42,45,20,33,24,13,10,4,1,-,-,-,-,-,301,4,4,3,-,18,41,53,41,35,27,27,24,9,8,7,-,-,-,-,-,-,248,4,2,1,3,13,27,24,34,28,22,31,33,8,7,11,0,0,0,0,0,0
